[b15-reencode/i32/b0.25] [gmean] 2026-07-21T14:45:43 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_32/blend_0p25
[b15-reencode/i32/b0.25] [gmean] 2026-07-21T14:45:43 budgets=iscas99__b15_1:278
[b15-reencode/i32/b0.25] [gmean] 2026-07-21T14:45:43 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reencode/i32/b0.25] [gmean] 2026-07-21T14:45:43 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.525321 sequence=50.060500
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=27 node=N582 type=control1 q_typed_reliable_context=1.339536 sequence=51.400037
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=28 node=N766 type=control1 q_typed_reliable_context=0.722613 sequence=52.122650
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_reliable_context=0.837137 sequence=52.959787
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.936163 sequence=53.895950
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.812246 sequence=54.708196
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=32 interval=32 blend=0.25
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=32 node=N4684 type=control0 q_typed_reliable_context=3.295865 sequence=58.004061
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=33 node=N4670 type=control0 q_typed_reliable_context=2.152576 sequence=60.156637
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=34 node=N7411 type=control1 q_typed_reliable_context=0.785752 sequence=60.942389
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=35 node=N5234 type=observe q_typed_reliable_context=1.003578 sequence=61.945968
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=36 node=N4677 type=control0 q_typed_reliable_context=2.306870 sequence=64.252837
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=37 node=N4663 type=control0 q_typed_reliable_context=2.891133 sequence=67.143970
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=38 node=N4635 type=control0 q_typed_reliable_context=3.021718 sequence=70.165689
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=39 node=N6537 type=observe q_typed_reliable_context=4.388372 sequence=74.554061
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=40 node=N704 type=observe q_typed_reliable_context=6.601109 sequence=81.155170
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_reliable_context=0.511962 sequence=81.667132
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=42 node=N4691 type=control0 q_typed_reliable_context=1.942823 sequence=83.609955
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=43 node=N7413 type=control1 q_typed_reliable_context=0.459903 sequence=84.069858
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=44 node=N8470 type=observe q_typed_reliable_context=1.508772 sequence=85.578630
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=45 node=N4649 type=control0 q_typed_reliable_context=1.667459 sequence=87.246090
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=46 node=N4698 type=control0 q_typed_reliable_context=1.476162 sequence=88.722252
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=47 node=N724 type=observe q_typed_reliable_context=1.528506 sequence=90.250758
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=48 node=N7889 type=control1 q_typed_reliable_context=0.554171 sequence=90.804929
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=49 node=N4705 type=control0 q_typed_reliable_context=1.694415 sequence=92.499344
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=50 node=N7887 type=control1 q_typed_reliable_context=0.643260 sequence=93.142604
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=51 node=N7885 type=control1 q_typed_reliable_context=0.680061 sequence=93.822665
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=52 node=N3903 type=control0 q_typed_reliable_context=0.900403 sequence=94.723068
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_reliable_context=1.223494 sequence=95.946562
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=54 node=N4716 type=control0 q_typed_reliable_context=1.101978 sequence=97.048540
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=55 node=N4585 type=control0 q_typed_reliable_context=0.906881 sequence=97.955421
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=56 node=N4578 type=control0 q_typed_reliable_context=0.837550 sequence=98.792971
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=57 node=N4564 type=control0 q_typed_reliable_context=0.824499 sequence=99.617470
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=58 node=N4557 type=control0 q_typed_reliable_context=0.870181 sequence=100.487651
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=59 node=N7506 type=observe q_typed_reliable_context=1.105120 sequence=101.592771
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=60 node=N3896 type=control0 q_typed_reliable_context=0.970421 sequence=102.563193
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=61 node=N3889 type=control0 q_typed_reliable_context=0.878622 sequence=103.441815
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=62 node=N3882 type=control0 q_typed_reliable_context=0.887098 sequence=104.328913
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=63 node=N3805 type=control0 q_typed_reliable_context=0.953320 sequence=105.282233
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=64 interval=32 blend=0.25
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.944590 sequence=106.226823
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=65 node=N2350 type=control0 q_typed_reliable_context=1.042663 sequence=107.269486
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=66 node=N519 type=control1 q_typed_reliable_context=1.199772 sequence=108.469258
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=67 node=N3911 type=control0 q_typed_reliable_context=0.947980 sequence=109.417238
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=68 node=N3904 type=control0 q_typed_reliable_context=0.950092 sequence=110.367330
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=69 node=N7722 type=control0 q_typed_reliable_context=1.384946 sequence=111.752277
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=70 node=N3701 type=control0 q_typed_reliable_context=1.098333 sequence=112.850609
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=71 node=N7724 type=control0 q_typed_reliable_context=1.020112 sequence=113.870721
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=72 node=N3897 type=control0 q_typed_reliable_context=1.131733 sequence=115.002455
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_reliable_context=1.296974 sequence=116.299429
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=74 node=N7471 type=control0 q_typed_reliable_context=1.237570 sequence=117.536999
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=75 node=N504 type=control1 q_typed_reliable_context=1.540714 sequence=119.077713
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.243962 sequence=120.321675
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=77 node=N3862 type=control0 q_typed_reliable_context=1.044214 sequence=121.365890
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=78 node=N899 type=observe q_typed_reliable_context=1.130570 sequence=122.496459
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=79 node=N3855 type=control0 q_typed_reliable_context=1.098123 sequence=123.594582
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=80 node=N2083 type=observe q_typed_reliable_context=1.253547 sequence=124.848129
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=81 node=N4520 type=control0 q_typed_reliable_context=0.875742 sequence=125.723872
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=82 node=N7725 type=control0 q_typed_reliable_context=1.470722 sequence=127.194594
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_reliable_context=1.327684 sequence=128.522278
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=84 node=N513 type=control1 q_typed_reliable_context=1.620066 sequence=130.142344
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=85 node=N555 type=control1 q_typed_reliable_context=1.464833 sequence=131.607177
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=86 node=N2044 type=observe q_typed_reliable_context=1.542982 sequence=133.150159
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=87 node=N7854 type=control0 q_typed_reliable_context=1.270183 sequence=134.420343
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=88 node=N520 type=control1 q_typed_reliable_context=1.667422 sequence=136.087764
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=89 node=N2042 type=observe q_typed_reliable_context=1.019360 sequence=137.107124
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=90 node=N556 type=control1 q_typed_reliable_context=2.042288 sequence=139.149413
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=91 node=N7721 type=control0 q_typed_reliable_context=0.705200 sequence=139.854612
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=2.261863 sequence=142.116475
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=93 node=N3848 type=control0 q_typed_reliable_context=0.920138 sequence=143.036613
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=94 node=N7890 type=control1 q_typed_reliable_context=1.277817 sequence=144.314430
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=95 node=N7884 type=control1 q_typed_reliable_context=1.013856 sequence=145.328286
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=96 interval=32 blend=0.25
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_reliable_context=1.010433 sequence=146.338719
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=97 node=N7370 type=control1 q_typed_reliable_context=1.343968 sequence=147.682687
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=98 node=N3682 type=control0 q_typed_reliable_context=1.566078 sequence=149.248765
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=99 node=N3827 type=control0 q_typed_reliable_context=1.435635 sequence=150.684400
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=100 node=N3820 type=control0 q_typed_reliable_context=1.386816 sequence=152.071216
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=101 node=N7541 type=control0 q_typed_reliable_context=1.454989 sequence=153.526205
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=102 node=N7590 type=control1 q_typed_reliable_context=1.695314 sequence=155.221518
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=103 node=N510 type=control1 q_typed_reliable_context=1.673505 sequence=156.895023
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=104 node=N694 type=observe q_typed_reliable_context=2.823009 sequence=159.718032
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=105 node=N3813 type=control0 q_typed_reliable_context=1.592267 sequence=161.310299
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.618639 sequence=162.928938
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=107 node=N7727 type=control0 q_typed_reliable_context=1.201704 sequence=164.130642
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=108 node=N7726 type=control0 q_typed_reliable_context=1.288710 sequence=165.419353
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=109 node=N3792 type=control0 q_typed_reliable_context=1.470845 sequence=166.890198
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=110 node=N7731 type=control0 q_typed_reliable_context=1.275598 sequence=168.165796
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=111 node=N7846 type=control0 q_typed_reliable_context=1.500626 sequence=169.666422
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=112 node=N3785 type=control0 q_typed_reliable_context=1.477218 sequence=171.143640
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=113 node=N722 type=observe q_typed_reliable_context=2.299866 sequence=173.443506
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=114 node=N713 type=observe q_typed_reliable_context=2.408838 sequence=175.852344
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=115 node=N7852 type=control0 q_typed_reliable_context=2.940807 sequence=178.793151
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=116 node=N7883 type=control1 q_typed_reliable_context=3.755364 sequence=182.548515
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=117 node=N7853 type=control0 q_typed_reliable_context=4.564808 sequence=187.113323
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=118 node=N3124 type=control1 q_typed_reliable_context=3.734140 sequence=190.847462
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=119 node=N7888 type=control1 q_typed_reliable_context=3.841564 sequence=194.689026
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=120 node=N7820 type=control0 q_typed_reliable_context=3.245971 sequence=197.934997
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=121 node=N3352 type=control1 q_typed_reliable_context=2.291051 sequence=200.226048
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=122 node=N7847 type=control0 q_typed_reliable_context=2.805412 sequence=203.031460
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=123 node=N3410 type=control1 q_typed_reliable_context=2.222990 sequence=205.254450
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=124 node=N7518 type=observe q_typed_reliable_context=3.439023 sequence=208.693473
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=125 node=N7534 type=observe q_typed_reliable_context=3.281662 sequence=211.975136
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=126 node=N7535 type=observe q_typed_reliable_context=2.452996 sequence=214.428131
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=127 node=N3180 type=control1 q_typed_reliable_context=2.328665 sequence=216.756796
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=128 interval=32 blend=0.25
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=5.819054 sequence=222.575850
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=129 node=N7424 type=control1 q_typed_reliable_context=2.400433 sequence=224.976283
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_reliable_context=1.760661 sequence=226.736945
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=131 node=N7465 type=observe q_typed_reliable_context=0.879494 sequence=227.616438
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=132 node=N634 type=control1 q_typed_reliable_context=1.344745 sequence=228.961183
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=133 node=N636 type=control1 q_typed_reliable_context=1.939437 sequence=230.900620
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=134 node=N3295 type=control1 q_typed_reliable_context=3.359349 sequence=234.259969
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.135031 sequence=236.395000
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=136 node=N2040 type=observe q_typed_reliable_context=5.633532 sequence=242.028532
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=137 node=N7453 type=observe q_typed_reliable_context=5.579538 sequence=247.608070
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=138 node=N7500 type=observe q_typed_reliable_context=1.190026 sequence=248.798096
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=139 node=N7532 type=observe q_typed_reliable_context=3.001745 sequence=251.799841
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_reliable_context=1.075949 sequence=252.875789
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=141 node=N649 type=control1 q_typed_reliable_context=3.315870 sequence=256.191659
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_reliable_context=2.450617 sequence=258.642276
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=143 node=N3525 type=control1 q_typed_reliable_context=2.711618 sequence=261.353894
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=144 node=N614 type=control1 q_typed_reliable_context=2.498291 sequence=263.852185
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=145 node=N1607 type=control1 q_typed_reliable_context=2.407477 sequence=266.259662
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=146 node=N647 type=control1 q_typed_reliable_context=2.301481 sequence=268.561144
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_reliable_context=3.290216 sequence=271.851359
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=148 node=N616 type=control1 q_typed_reliable_context=1.753636 sequence=273.604995
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=149 node=N3467 type=control1 q_typed_reliable_context=1.760360 sequence=275.365354
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=150 node=N2580 type=control1 q_typed_reliable_context=3.650633 sequence=279.015987
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=151 node=N2652 type=control1 q_typed_reliable_context=1.003178 sequence=280.019165
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=152 node=N2721 type=control1 q_typed_reliable_context=5.210127 sequence=285.229292
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=153 node=N2894 type=control1 q_typed_reliable_context=7.010135 sequence=292.239427
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=154 node=N610 type=control1 q_typed_reliable_context=1.039956 sequence=293.279383
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=155 node=N638 type=control1 q_typed_reliable_context=0.892169 sequence=294.171553
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=156 node=N578 type=observe q_typed_reliable_context=0.887178 sequence=295.058731
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=157 node=N2952 type=control1 q_typed_reliable_context=6.079250 sequence=301.137980
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=158 node=N2779 type=control1 q_typed_reliable_context=6.500277 sequence=307.638257
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=159 node=N620 type=control1 q_typed_reliable_context=5.853896 sequence=313.492153
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] latent_reencode step=160 interval=32 blend=0.25
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=160 node=N7624 type=observe q_typed_reliable_context=1.999270 sequence=315.491424
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=161 node=N5867 type=observe q_typed_reliable_context=1.051053 sequence=316.542477
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=162 node=N5877 type=observe q_typed_reliable_context=4.463719 sequence=321.006196
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=163 node=N5627 type=observe q_typed_reliable_context=1.964131 sequence=322.970327
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=164 node=N7613 type=observe q_typed_reliable_context=1.378312 sequence=324.348639
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=165 node=N6948 type=observe q_typed_reliable_context=1.209367 sequence=325.558006
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=166 node=N1552 type=observe q_typed_reliable_context=0.747470 sequence=326.305477
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=167 node=N6538 type=observe q_typed_reliable_context=0.481296 sequence=326.786773
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=168 node=N7402 type=observe q_typed_reliable_context=1.432644 sequence=328.219417
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=169 node=N7442 type=control0 q_typed_reliable_context=0.658483 sequence=328.877901
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=170 node=N7679 type=observe q_typed_reliable_context=1.258634 sequence=330.136535
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=171 node=N2837 type=control1 q_typed_reliable_context=1.307494 sequence=331.444029
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=172 node=N725 type=observe q_typed_reliable_context=1.760816 sequence=333.204845
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=173 node=N3009 type=control1 q_typed_reliable_context=1.191206 sequence=334.396051
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=174 node=N5617 type=observe q_typed_reliable_context=1.402705 sequence=335.798756
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=175 node=N2157 type=observe q_typed_reliable_context=1.663441 sequence=337.462198
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=176 node=N4521 type=observe q_typed_reliable_context=1.213582 sequence=338.675779
[b15-reencode/i32/b0.25] [plan iscas99__b15_1] [plan] step=177 node=N7589 type=control1 q_typed_reliable_context=1.325553 sequence=340.001333
