[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_reliable_context/alpha_0p10_weight_0p75
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N7722 type=control0 q_typed_reliable_context=1.627569 sequence=102.778603
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N4578 type=control0 q_typed_reliable_context=1.240307 sequence=104.018910
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N7471 type=control0 q_typed_reliable_context=1.575842 sequence=105.594752
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=1.220143 sequence=106.814895
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_reliable_context=0.970428 sequence=107.785323
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_reliable_context=1.359164 sequence=109.144486
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.269961 sequence=110.414447
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N899 type=observe q_typed_reliable_context=1.280356 sequence=111.694803
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N504 type=control1 q_typed_reliable_context=1.325764 sequence=113.020567
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N2044 type=observe q_typed_reliable_context=1.249133 sequence=114.269701
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N513 type=control1 q_typed_reliable_context=1.604946 sequence=115.874647
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N2042 type=observe q_typed_reliable_context=1.188973 sequence=117.063619
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=1.997985 sequence=119.061605
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7590 type=control1 q_typed_reliable_context=0.707791 sequence=119.769396
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7875 type=control1 q_typed_reliable_context=0.895282 sequence=120.664678
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N555 type=control1 q_typed_reliable_context=1.123924 sequence=121.788602
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N556 type=control1 q_typed_reliable_context=1.050983 sequence=122.839586
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N7884 type=control1 q_typed_reliable_context=1.017336 sequence=123.856922
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7885 type=control1 q_typed_reliable_context=0.932277 sequence=124.789199
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=0.961506 sequence=125.750705
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=0.825046 sequence=126.575751
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7888 type=control1 q_typed_reliable_context=0.879847 sequence=127.455599
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N7889 type=control1 q_typed_reliable_context=1.017102 sequence=128.472701
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N7890 type=control1 q_typed_reliable_context=1.026904 sequence=129.499605
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7537 type=observe q_typed_reliable_context=0.588247 sequence=130.087852
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N704 type=observe q_typed_reliable_context=1.755727 sequence=131.843579
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=0.952467 sequence=132.796046
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_reliable_context=1.098834 sequence=133.894880
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_reliable_context=3.848992 sequence=137.743873
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7725 type=control0 q_typed_reliable_context=3.608322 sequence=141.352195
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_reliable_context=4.382654 sequence=145.734849
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7588 type=control1 q_typed_reliable_context=3.259671 sequence=148.994519
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=1.879277 sequence=150.873797
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_reliable_context=1.592477 sequence=152.466273
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=1.554485 sequence=154.020758
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7820 type=control0 q_typed_reliable_context=1.263351 sequence=155.284109
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N4557 type=control0 q_typed_reliable_context=1.464121 sequence=156.748230
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N2106 type=observe q_typed_reliable_context=2.476451 sequence=159.224681
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N620 type=control1 q_typed_reliable_context=1.916625 sequence=161.141306
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N614 type=control1 q_typed_reliable_context=1.351871 sequence=162.493177
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N610 type=control1 q_typed_reliable_context=1.285428 sequence=163.778605
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N3813 type=control0 q_typed_reliable_context=1.445706 sequence=165.224312
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N638 type=control1 q_typed_reliable_context=1.719081 sequence=166.943393
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_reliable_context=1.850260 sequence=168.793653
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N3799 type=control0 q_typed_reliable_context=1.767994 sequence=170.561647
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7370 type=control1 q_typed_reliable_context=1.984264 sequence=172.545910
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N3792 type=control0 q_typed_reliable_context=2.208135 sequence=174.754045
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N2040 type=observe q_typed_reliable_context=2.875677 sequence=177.629722
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N3785 type=control0 q_typed_reliable_context=1.399570 sequence=179.029292
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N4564 type=control0 q_typed_reliable_context=1.427629 sequence=180.456921
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N7852 type=control0 q_typed_reliable_context=1.014137 sequence=181.471057
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N7872 type=control1 q_typed_reliable_context=0.645446 sequence=182.116504
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N4520 type=control0 q_typed_reliable_context=0.941957 sequence=183.058461
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N7847 type=control0 q_typed_reliable_context=0.904195 sequence=183.962656
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N1552 type=observe q_typed_reliable_context=1.034396 sequence=184.997053
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N3903 type=control0 q_typed_reliable_context=1.049995 sequence=186.047047
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N7853 type=control0 q_typed_reliable_context=1.957514 sequence=188.004562
