[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/epoch_010/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_residual_context=4.943899 sequence=96.876197
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N2044 type=observe q_typed_residual_context=0.688042 sequence=97.564239
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N4698 type=control0 q_typed_residual_context=7.401160 sequence=104.965399
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N3701 type=control0 q_typed_residual_context=0.820030 sequence=105.785429
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3911 type=control0 q_typed_residual_context=0.706638 sequence=106.492066
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N5869 type=observe q_typed_residual_context=0.727635 sequence=107.219701
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_residual_context=2.097302 sequence=109.317002
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N3904 type=control0 q_typed_residual_context=0.682037 sequence=109.999039
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N4716 type=control0 q_typed_residual_context=1.504771 sequence=111.503810
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_residual_context=1.454429 sequence=112.958239
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_residual_context=0.958289 sequence=113.916528
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N7471 type=control0 q_typed_residual_context=1.005155 sequence=114.921683
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_residual_context=0.887438 sequence=115.809121
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N899 type=observe q_typed_residual_context=0.967963 sequence=116.777084
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3855 type=control0 q_typed_residual_context=0.873486 sequence=117.650570
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_residual_context=0.856962 sequence=118.507531
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3827 type=control0 q_typed_residual_context=0.895782 sequence=119.403313
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3820 type=control0 q_typed_residual_context=0.952910 sequence=120.356223
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N3813 type=control0 q_typed_residual_context=1.105538 sequence=121.461761
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N3799 type=control0 q_typed_residual_context=1.455345 sequence=122.917107
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_residual_context=1.563087 sequence=124.480193
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N7506 type=observe q_typed_residual_context=1.553319 sequence=126.033512
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N3792 type=control0 q_typed_residual_context=1.388458 sequence=127.421971
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N3889 type=control0 q_typed_residual_context=1.398758 sequence=128.820729
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N3882 type=control0 q_typed_residual_context=1.424914 sequence=130.245643
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4585 type=control0 q_typed_residual_context=1.424235 sequence=131.669878
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N4578 type=control0 q_typed_residual_context=1.431318 sequence=133.101196
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N4564 type=control0 q_typed_residual_context=1.164699 sequence=134.265895
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N2350 type=control0 q_typed_residual_context=1.081684 sequence=135.347579
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N4557 type=control0 q_typed_residual_context=1.190660 sequence=136.538239
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_residual_context=1.217481 sequence=137.755720
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N7724 type=control0 q_typed_residual_context=1.277642 sequence=139.033362
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N4520 type=control0 q_typed_residual_context=1.133444 sequence=140.166806
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N7722 type=control0 q_typed_residual_context=1.349199 sequence=141.516005
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N7725 type=control0 q_typed_residual_context=1.131569 sequence=142.647574
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N519 type=control1 q_typed_residual_context=1.734892 sequence=144.382466
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N504 type=control1 q_typed_residual_context=1.166031 sequence=145.548498
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N2042 type=observe q_typed_residual_context=1.226078 sequence=146.774576
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N516 type=control1 q_typed_residual_context=1.732403 sequence=148.506979
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_residual_context=0.834851 sequence=149.341830
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N513 type=control1 q_typed_residual_context=1.548418 sequence=150.890248
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N520 type=control1 q_typed_residual_context=1.091251 sequence=151.981500
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N704 type=observe q_typed_residual_context=2.544958 sequence=154.526457
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N3903 type=control0 q_typed_residual_context=1.022827 sequence=155.549284
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7370 type=control1 q_typed_residual_context=0.789026 sequence=156.338310
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_residual_context=1.090644 sequence=157.428954
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3840 type=control0 q_typed_residual_context=0.864800 sequence=158.293753
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7889 type=control1 q_typed_residual_context=1.231031 sequence=159.524785
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N7890 type=control1 q_typed_residual_context=1.869711 sequence=161.394496
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N3805 type=control0 q_typed_residual_context=1.575235 sequence=162.969731
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7887 type=control1 q_typed_residual_context=1.683432 sequence=164.653163
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N7888 type=control1 q_typed_residual_context=1.961049 sequence=166.614212
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N3785 type=control0 q_typed_residual_context=1.435645 sequence=168.049857
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7846 type=control0 q_typed_residual_context=2.206645 sequence=170.256502
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7408 type=control0 q_typed_residual_context=1.659338 sequence=171.915839
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_residual_context=1.676308 sequence=173.592148
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7886 type=control1 q_typed_residual_context=0.944813 sequence=174.536960
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N2106 type=observe q_typed_residual_context=3.707395 sequence=178.244356
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_residual_context=1.698145 sequence=179.942501
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7884 type=control1 q_typed_residual_context=1.459715 sequence=181.402216
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7885 type=control1 q_typed_residual_context=1.954275 sequence=183.356491
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7883 type=control1 q_typed_residual_context=1.325352 sequence=184.681842
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7882 type=control1 q_typed_residual_context=1.202592 sequence=185.884434
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N3681 type=control0 q_typed_residual_context=1.382643 sequence=187.267077
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7532 type=observe q_typed_residual_context=0.983372 sequence=188.250448
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N7820 type=control0 q_typed_residual_context=0.677035 sequence=188.927483
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N7465 type=observe q_typed_residual_context=0.779307 sequence=189.706791
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N555 type=control1 q_typed_residual_context=1.622987 sequence=191.329777
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N510 type=control1 q_typed_residual_context=1.383169 sequence=192.712947
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N2040 type=observe q_typed_residual_context=0.812483 sequence=193.525430
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N578 type=observe q_typed_residual_context=2.311558 sequence=195.836987
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7535 type=observe q_typed_residual_context=1.222082 sequence=197.059069
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7881 type=control1 q_typed_residual_context=1.066122 sequence=198.125191
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N7534 type=observe q_typed_residual_context=1.443848 sequence=199.569039
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N634 type=control1 q_typed_residual_context=1.026324 sequence=200.595362
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N614 type=control1 q_typed_residual_context=1.186669 sequence=201.782032
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N3180 type=control1 q_typed_residual_context=1.472181 sequence=203.254213
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N7518 type=observe q_typed_residual_context=1.369233 sequence=204.623446
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N3352 type=control1 q_typed_residual_context=1.091676 sequence=205.715122
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N3124 type=control1 q_typed_residual_context=1.288397 sequence=207.003519
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N638 type=control1 q_typed_residual_context=1.687315 sequence=208.690834
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=2.859252 sequence=211.550086
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N3237 type=control1 q_typed_residual_context=2.538008 sequence=214.088094
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N610 type=control1 q_typed_residual_context=2.614448 sequence=216.702542
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N3410 type=control1 q_typed_residual_context=3.829654 sequence=220.532195
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N7424 type=control1 q_typed_residual_context=1.657950 sequence=222.190146
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=1.791241 sequence=223.981386
[b15-r7/cone_long_toplist/epoch_010/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N2580 type=control1 q_typed_residual_context=2.170296 sequence=226.151683
