[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/latent_reencode/interval_64/blend_1p00
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 budgets=iscas99__b15_1:278
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reencode/i64/b1.00] [gmean] 2026-07-21T14:49:24 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_reliable_context=2.351359 sequence=101.876667
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=66 node=N1539 type=control0 q_typed_reliable_context=2.106853 sequence=103.983520
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=67 node=N519 type=control1 q_typed_reliable_context=2.346761 sequence=106.330281
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=68 node=N504 type=control1 q_typed_reliable_context=2.031287 sequence=108.361569
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=69 node=N4716 type=control0 q_typed_reliable_context=1.335168 sequence=109.696736
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=70 node=N7535 type=observe q_typed_reliable_context=2.494766 sequence=112.191503
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=71 node=N7518 type=observe q_typed_reliable_context=1.482278 sequence=113.673781
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=72 node=N7854 type=control0 q_typed_reliable_context=1.363642 sequence=115.037423
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=73 node=N7722 type=control0 q_typed_reliable_context=1.264291 sequence=116.301714
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_reliable_context=0.426452 sequence=116.728166
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=75 node=N7370 type=control1 q_typed_reliable_context=0.835887 sequence=117.564053
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=2.036693 sequence=119.600746
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=77 node=N520 type=control1 q_typed_reliable_context=1.857531 sequence=121.458277
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=78 node=N899 type=observe q_typed_reliable_context=1.310701 sequence=122.768978
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=79 node=N7388 type=observe q_typed_reliable_context=1.695493 sequence=124.464471
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=80 node=N513 type=control1 q_typed_reliable_context=1.757442 sequence=126.221913
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=81 node=N555 type=control1 q_typed_reliable_context=2.613757 sequence=128.835670
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=82 node=N7465 type=observe q_typed_reliable_context=2.931543 sequence=131.767213
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=83 node=N8054 type=control0 q_typed_reliable_context=2.107606 sequence=133.874819
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=84 node=N3681 type=control0 q_typed_reliable_context=2.447935 sequence=136.322754
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=85 node=N7721 type=control0 q_typed_reliable_context=1.488612 sequence=137.811366
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=86 node=N7820 type=control0 q_typed_reliable_context=3.274726 sequence=141.086092
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=87 node=N8048 type=control0 q_typed_reliable_context=1.534022 sequence=142.620114
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=88 node=N2580 type=control1 q_typed_reliable_context=1.501368 sequence=144.121482
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=89 node=N8050 type=control0 q_typed_reliable_context=2.011748 sequence=146.133230
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=90 node=N556 type=control1 q_typed_reliable_context=2.409866 sequence=148.543097
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=91 node=N7723 type=control0 q_typed_reliable_context=1.378076 sequence=149.921173
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=92 node=N7725 type=control0 q_typed_reliable_context=1.596993 sequence=151.518166
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=93 node=N614 type=control1 q_typed_reliable_context=2.279854 sequence=153.798020
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=94 node=N7736 type=control0 q_typed_reliable_context=1.480284 sequence=155.278304
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=95 node=N7730 type=control0 q_typed_reliable_context=1.026207 sequence=156.304511
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=1.519742 sequence=157.824253
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=97 node=N7506 type=observe q_typed_reliable_context=1.918457 sequence=159.742710
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=98 node=N634 type=control1 q_typed_reliable_context=1.484013 sequence=161.226722
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=99 node=N510 type=control1 q_typed_reliable_context=1.370508 sequence=162.597230
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=100 node=N610 type=control1 q_typed_reliable_context=1.799910 sequence=164.397140
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=101 node=N620 type=control1 q_typed_reliable_context=1.527414 sequence=165.924554
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=102 node=N7733 type=control0 q_typed_reliable_context=1.184217 sequence=167.108771
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=103 node=N7731 type=control0 q_typed_reliable_context=1.267286 sequence=168.376057
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=104 node=N7734 type=control0 q_typed_reliable_context=1.270477 sequence=169.646534
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=105 node=N638 type=control1 q_typed_reliable_context=1.976996 sequence=171.623530
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=106 node=N7846 type=control0 q_typed_reliable_context=1.894124 sequence=173.517654
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=107 node=N2340 type=observe q_typed_reliable_context=1.234179 sequence=174.751832
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=108 node=N713 type=observe q_typed_reliable_context=3.001215 sequence=177.753047
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=109 node=N7534 type=observe q_typed_reliable_context=1.514342 sequence=179.267389
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=110 node=N723 type=observe q_typed_reliable_context=2.655201 sequence=181.922590
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=111 node=N7424 type=control1 q_typed_reliable_context=3.784291 sequence=185.706880
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=112 node=N7877 type=control1 q_typed_reliable_context=3.836012 sequence=189.542892
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=113 node=N7879 type=control1 q_typed_reliable_context=2.890689 sequence=192.433581
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=114 node=N4520 type=control0 q_typed_reliable_context=1.467642 sequence=193.901223
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=115 node=N7923 type=control0 q_typed_reliable_context=2.069600 sequence=195.970823
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=116 node=N7532 type=observe q_typed_reliable_context=3.760919 sequence=199.731742
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=117 node=N7537 type=observe q_typed_reliable_context=4.026005 sequence=203.757747
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=118 node=N7613 type=observe q_typed_reliable_context=5.411329 sequence=209.169076
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=119 node=N7624 type=observe q_typed_reliable_context=1.460874 sequence=210.629951
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=120 node=N785 type=observe q_typed_reliable_context=3.494202 sequence=214.124152
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=121 node=N7847 type=control0 q_typed_reliable_context=3.566479 sequence=217.690631
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=122 node=N7735 type=control0 q_typed_reliable_context=4.220582 sequence=221.911213
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=123 node=N616 type=control1 q_typed_reliable_context=3.104211 sequence=225.015424
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=124 node=N8003 type=control0 q_typed_reliable_context=3.688794 sequence=228.704218
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=125 node=N636 type=control1 q_typed_reliable_context=3.210176 sequence=231.914394
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=126 node=N8005 type=control0 q_typed_reliable_context=1.901905 sequence=233.816299
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=127 node=N7732 type=control0 q_typed_reliable_context=2.711469 sequence=236.527768
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] latent_reencode step=128 interval=64 blend=1
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=128 node=N3295 type=control1 q_typed_reliable_context=2.527947 sequence=239.055716
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=129 node=N7594 type=control1 q_typed_reliable_context=2.844421 sequence=241.900137
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=130 node=N3180 type=control1 q_typed_reliable_context=1.586288 sequence=243.486425
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=131 node=N3410 type=control1 q_typed_reliable_context=1.481638 sequence=244.968063
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=132 node=N7423 type=control1 q_typed_reliable_context=1.621000 sequence=246.589063
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=133 node=N4585 type=control0 q_typed_reliable_context=1.555291 sequence=248.144354
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=134 node=N4557 type=control0 q_typed_reliable_context=1.487232 sequence=249.631585
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=135 node=N578 type=observe q_typed_reliable_context=1.721435 sequence=251.353020
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=136 node=N4578 type=control0 q_typed_reliable_context=1.522787 sequence=252.875808
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=137 node=N4564 type=control0 q_typed_reliable_context=1.259178 sequence=254.134985
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=138 node=N7471 type=control0 q_typed_reliable_context=1.520442 sequence=255.655427
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=139 node=N649 type=control1 q_typed_reliable_context=1.417934 sequence=257.073361
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=140 node=N6948 type=observe q_typed_reliable_context=0.913275 sequence=257.986636
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=141 node=N645 type=control1 q_typed_reliable_context=0.886261 sequence=258.872896
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=142 node=N630 type=control1 q_typed_reliable_context=2.519038 sequence=261.391934
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=1.565296 sequence=262.957230
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=144 node=N6538 type=observe q_typed_reliable_context=1.929296 sequence=264.886526
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=145 node=N1586 type=control1 q_typed_reliable_context=2.144253 sequence=267.030779
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=146 node=N647 type=control1 q_typed_reliable_context=1.885043 sequence=268.915823
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=147 node=N7453 type=observe q_typed_reliable_context=1.334466 sequence=270.250288
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=148 node=N7500 type=observe q_typed_reliable_context=1.419067 sequence=271.669355
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=149 node=N3903 type=control0 q_typed_reliable_context=1.103017 sequence=272.772373
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=150 node=N3896 type=control0 q_typed_reliable_context=1.740088 sequence=274.512461
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_reliable_context=1.578526 sequence=276.090987
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=152 node=N3805 type=control0 q_typed_reliable_context=1.169914 sequence=277.260901
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=153 node=N7442 type=control0 q_typed_reliable_context=1.217146 sequence=278.478047
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=154 node=N7696 type=control0 q_typed_reliable_context=2.075250 sequence=280.553298
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=155 node=N7473 type=control0 q_typed_reliable_context=2.639150 sequence=283.192447
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=156 node=N2721 type=control1 q_typed_reliable_context=1.620468 sequence=284.812916
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=157 node=N2894 type=control1 q_typed_reliable_context=1.379981 sequence=286.192897
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=158 node=N3792 type=control0 q_typed_reliable_context=1.857558 sequence=288.050455
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=159 node=N3785 type=control0 q_typed_reliable_context=2.401115 sequence=290.451570
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=160 node=N3701 type=control0 q_typed_reliable_context=2.396130 sequence=292.847700
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=161 node=N4628 type=control0 q_typed_reliable_context=2.101364 sequence=294.949064
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=162 node=N7855 type=control0 q_typed_reliable_context=5.965294 sequence=300.914358
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=163 node=N7542 type=control0 q_typed_reliable_context=5.784858 sequence=306.699216
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=164 node=N6955 type=control0 q_typed_reliable_context=3.692523 sequence=310.391739
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_reliable_context=3.895375 sequence=314.287114
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=166 node=N7588 type=control1 q_typed_reliable_context=3.542667 sequence=317.829781
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_reliable_context=4.017300 sequence=321.847081
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=168 node=N2952 type=control1 q_typed_reliable_context=3.353457 sequence=325.200538
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=169 node=N2779 type=control1 q_typed_reliable_context=6.247044 sequence=331.447582
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=170 node=N2149 type=observe q_typed_reliable_context=6.862605 sequence=338.310187
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=171 node=N7385 type=observe q_typed_reliable_context=6.653837 sequence=344.964024
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=172 node=N2102 type=observe q_typed_reliable_context=6.948970 sequence=351.912994
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=173 node=N7482 type=observe q_typed_reliable_context=5.510874 sequence=357.423868
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=174 node=N694 type=observe q_typed_reliable_context=6.285212 sequence=363.709080
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=175 node=N4460 type=control0 q_typed_reliable_context=6.367728 sequence=370.076807
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=176 node=N3237 type=control1 q_typed_reliable_context=5.810729 sequence=375.887537
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=177 node=N8790 type=control1 q_typed_reliable_context=4.774160 sequence=380.661696
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=178 node=N8240 type=control1 q_typed_reliable_context=7.028710 sequence=387.690407
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=179 node=N8789 type=control1 q_typed_reliable_context=5.215363 sequence=392.905770
[b15-reencode/i64/b1.00] [plan iscas99__b15_1] [plan] step=180 node=N8239 type=control1 q_typed_reliable_context=5.078119 sequence=397.983888
