[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:44:42 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/epoch_010/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:44:42 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:44:42 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:44:42 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3820 type=control0 q_typed_residual_context=1.533894 sequence=112.951392
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3813 type=control0 q_typed_residual_context=1.678406 sequence=114.629798
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3799 type=control0 q_typed_residual_context=1.772183 sequence=116.401982
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3792 type=control0 q_typed_residual_context=1.830948 sequence=118.232929
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3785 type=control0 q_typed_residual_context=1.987429 sequence=120.220358
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3889 type=control0 q_typed_residual_context=1.985853 sequence=122.206211
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N3756 type=control0 q_typed_residual_context=1.958215 sequence=124.164425
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_residual_context=2.028824 sequence=126.193249
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_residual_context=2.029256 sequence=128.222506
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=1.864562 sequence=130.087067
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N2083 type=observe q_typed_residual_context=1.850680 sequence=131.937748
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N7506 type=observe q_typed_residual_context=2.349063 sequence=134.286810
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N4585 type=control0 q_typed_residual_context=1.891825 sequence=136.178636
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N2350 type=control0 q_typed_residual_context=1.596958 sequence=137.775594
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N3840 type=control0 q_typed_residual_context=1.326398 sequence=139.101992
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N7722 type=control0 q_typed_residual_context=1.259983 sequence=140.361975
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N4578 type=control0 q_typed_residual_context=1.567889 sequence=141.929864
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_residual_context=1.596318 sequence=143.526182
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=1.685843 sequence=145.212025
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_residual_context=2.592418 sequence=147.804443
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N504 type=control1 q_typed_residual_context=1.578771 sequence=149.383214
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N899 type=observe q_typed_residual_context=1.221224 sequence=150.604438
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N513 type=control1 q_typed_residual_context=1.783504 sequence=152.387942
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N520 type=control1 q_typed_residual_context=1.492971 sequence=153.880914
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N5234 type=observe q_typed_residual_context=1.464219 sequence=155.345132
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N516 type=control1 q_typed_residual_context=2.212428 sequence=157.557561
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N2044 type=observe q_typed_residual_context=1.635438 sequence=159.192998
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_residual_context=1.298840 sequence=160.491839
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N3903 type=control0 q_typed_residual_context=1.346353 sequence=161.838192
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N704 type=observe q_typed_residual_context=2.839740 sequence=164.677932
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7725 type=control0 q_typed_residual_context=1.390998 sequence=166.068930
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N7723 type=control0 q_typed_residual_context=1.698541 sequence=167.767471
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N555 type=control1 q_typed_residual_context=2.810428 sequence=170.577899
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N2042 type=observe q_typed_residual_context=1.149190 sequence=171.727090
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N7537 type=observe q_typed_residual_context=1.112365 sequence=172.839455
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7532 type=observe q_typed_residual_context=1.254657 sequence=174.094112
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N556 type=control1 q_typed_residual_context=1.412159 sequence=175.506271
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N7534 type=observe q_typed_residual_context=1.291507 sequence=176.797778
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7535 type=observe q_typed_residual_context=1.406341 sequence=178.204118
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N7421 type=control1 q_typed_residual_context=1.066759 sequence=179.270877
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N3896 type=control0 q_typed_residual_context=1.755001 sequence=181.025878
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N4564 type=control0 q_typed_residual_context=1.460704 sequence=182.486582
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7872 type=control1 q_typed_residual_context=1.886943 sequence=184.373525
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N2106 type=observe q_typed_residual_context=3.365170 sequence=187.738695
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N4557 type=control0 q_typed_residual_context=2.421824 sequence=190.160519
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N3701 type=control0 q_typed_residual_context=1.463823 sequence=191.624342
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N7736 type=control0 q_typed_residual_context=1.368118 sequence=192.992460
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_residual_context=1.968959 sequence=194.961418
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7820 type=control0 q_typed_residual_context=1.195142 sequence=196.156560
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_residual_context=2.470025 sequence=198.626585
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7408 type=control0 q_typed_residual_context=2.151068 sequence=200.777653
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N7541 type=control0 q_typed_residual_context=1.631924 sequence=202.409577
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7588 type=control1 q_typed_residual_context=1.382515 sequence=203.792092
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N3681 type=control0 q_typed_residual_context=1.613938 sequence=205.406030
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N7735 type=control0 q_typed_residual_context=1.889608 sequence=207.295639
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N2580 type=control1 q_typed_residual_context=1.326386 sequence=208.622025
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N510 type=control1 q_typed_residual_context=3.322117 sequence=211.944142
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N578 type=observe q_typed_residual_context=3.223656 sequence=215.167799
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N610 type=control1 q_typed_residual_context=1.888661 sequence=217.056459
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7733 type=control0 q_typed_residual_context=1.032548 sequence=218.089007
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7518 type=observe q_typed_residual_context=1.556471 sequence=219.645479
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N785 type=observe q_typed_residual_context=1.322748 sequence=220.968227
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N7732 type=control0 q_typed_residual_context=1.792669 sequence=222.760895
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N638 type=control1 q_typed_residual_context=2.585685 sequence=225.346581
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N620 type=control1 q_typed_residual_context=2.327537 sequence=227.674118
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N7731 type=control0 q_typed_residual_context=1.874286 sequence=229.548403
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N634 type=control1 q_typed_residual_context=2.626238 sequence=232.174641
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N3180 type=control1 q_typed_residual_context=3.014691 sequence=235.189332
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N7730 type=control0 q_typed_residual_context=0.984582 sequence=236.173915
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N3410 type=control1 q_typed_residual_context=2.564395 sequence=238.738310
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N7729 type=control0 q_typed_residual_context=1.305822 sequence=240.044132
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N7728 type=control0 q_typed_residual_context=1.538648 sequence=241.582780
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7727 type=control0 q_typed_residual_context=1.255467 sequence=242.838246
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=1.893997 sequence=244.732243
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N7424 type=control1 q_typed_residual_context=2.589427 sequence=247.321671
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N2040 type=observe q_typed_residual_context=1.451766 sequence=248.773437
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N636 type=control1 q_typed_residual_context=2.424534 sequence=251.197971
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N7726 type=control0 q_typed_residual_context=1.860331 sequence=253.058302
