[b15-long-decay/d32/a0.05] [gmean] 2026-07-21T14:37:17 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/long_decay/decay_32/alpha_0p05
[b15-long-decay/d32/a0.05] [gmean] 2026-07-21T14:37:17 budgets=iscas99__b15_1:278
[b15-long-decay/d32/a0.05] [gmean] 2026-07-21T14:37:17 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-long-decay/d32/a0.05] [gmean] 2026-07-21T14:37:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=47 node=N7881 type=control1 q_typed_reliable_context=0.698461 sequence=77.217970
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=48 node=N7882 type=control1 q_typed_reliable_context=0.739293 sequence=77.957263
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=49 node=N7883 type=control1 q_typed_reliable_context=0.685036 sequence=78.642298
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_reliable_context=2.102052 sequence=80.744350
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=51 node=N4705 type=control0 q_typed_reliable_context=1.476409 sequence=82.220759
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=52 node=N3911 type=control0 q_typed_reliable_context=0.915468 sequence=83.136227
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.945739 sequence=84.081966
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=54 node=N4716 type=control0 q_typed_reliable_context=1.012009 sequence=85.093974
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=55 node=N4712 type=control0 q_typed_reliable_context=0.972547 sequence=86.066521
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=56 node=N3897 type=control0 q_typed_reliable_context=0.930293 sequence=86.996814
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=57 node=N3862 type=control0 q_typed_reliable_context=0.963579 sequence=87.960393
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=58 node=N3855 type=control0 q_typed_reliable_context=0.947974 sequence=88.908366
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_reliable_context=0.928876 sequence=89.837242
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=60 node=N3827 type=control0 q_typed_reliable_context=1.129351 sequence=90.966593
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=61 node=N3820 type=control0 q_typed_reliable_context=1.203048 sequence=92.169642
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=62 node=N3889 type=control0 q_typed_reliable_context=1.150360 sequence=93.320002
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_reliable_context=1.091057 sequence=94.411059
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_reliable_context=1.005242 sequence=95.416300
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=65 node=N5603 type=control0 q_typed_reliable_context=1.040433 sequence=96.456734
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=66 node=N7506 type=observe q_typed_reliable_context=1.806652 sequence=98.263385
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=67 node=N4606 type=control0 q_typed_reliable_context=0.938240 sequence=99.201625
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=68 node=N2083 type=observe q_typed_reliable_context=0.977938 sequence=100.179563
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=69 node=N4585 type=control0 q_typed_reliable_context=0.975756 sequence=101.155319
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=70 node=N7722 type=control0 q_typed_reliable_context=1.627569 sequence=102.782889
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=71 node=N4578 type=control0 q_typed_reliable_context=1.240307 sequence=104.023196
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=72 node=N7471 type=control0 q_typed_reliable_context=1.575842 sequence=105.599038
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=1.220143 sequence=106.819180
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_reliable_context=0.974180 sequence=107.793360
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_reliable_context=1.359164 sequence=109.152524
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.269961 sequence=110.422485
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=77 node=N899 type=observe q_typed_reliable_context=1.280356 sequence=111.702840
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=78 node=N504 type=control1 q_typed_reliable_context=1.325764 sequence=113.028604
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=79 node=N2044 type=observe q_typed_reliable_context=1.249133 sequence=114.277738
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=80 node=N513 type=control1 q_typed_reliable_context=1.604946 sequence=115.882684
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=81 node=N2042 type=observe q_typed_reliable_context=1.193244 sequence=117.075928
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=1.997985 sequence=119.073913
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=83 node=N7590 type=control1 q_typed_reliable_context=0.707721 sequence=119.781634
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=84 node=N7875 type=control1 q_typed_reliable_context=0.895282 sequence=120.676917
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=85 node=N555 type=control1 q_typed_reliable_context=1.123924 sequence=121.800841
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=86 node=N556 type=control1 q_typed_reliable_context=1.050983 sequence=122.851825
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=87 node=N7884 type=control1 q_typed_reliable_context=1.017336 sequence=123.869161
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=88 node=N7885 type=control1 q_typed_reliable_context=0.932277 sequence=124.801438
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=0.961506 sequence=125.762944
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=0.825046 sequence=126.587990
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=91 node=N7888 type=control1 q_typed_reliable_context=0.879847 sequence=127.467838
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=92 node=N7889 type=control1 q_typed_reliable_context=1.017102 sequence=128.484940
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=93 node=N7890 type=control1 q_typed_reliable_context=1.026904 sequence=129.511844
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=94 node=N7537 type=observe q_typed_reliable_context=0.588247 sequence=130.100091
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=95 node=N704 type=observe q_typed_reliable_context=1.755727 sequence=131.855818
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=0.952467 sequence=132.808285
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_reliable_context=1.098834 sequence=133.907119
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_reliable_context=3.848992 sequence=137.756112
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=99 node=N7725 type=control0 q_typed_reliable_context=3.608322 sequence=141.364434
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_reliable_context=4.382654 sequence=145.747088
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=101 node=N7588 type=control1 q_typed_reliable_context=3.259671 sequence=149.006758
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=1.879277 sequence=150.886036
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_reliable_context=1.592477 sequence=152.478512
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=1.554485 sequence=154.032997
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=105 node=N7820 type=control0 q_typed_reliable_context=1.263351 sequence=155.296348
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=106 node=N4557 type=control0 q_typed_reliable_context=1.464121 sequence=156.760469
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=107 node=N2106 type=observe q_typed_reliable_context=2.476451 sequence=159.236920
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=108 node=N620 type=control1 q_typed_reliable_context=1.916625 sequence=161.153545
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=109 node=N614 type=control1 q_typed_reliable_context=1.351925 sequence=162.505470
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=110 node=N610 type=control1 q_typed_reliable_context=1.285428 sequence=163.790898
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=111 node=N3813 type=control0 q_typed_reliable_context=1.445706 sequence=165.236604
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=112 node=N638 type=control1 q_typed_reliable_context=1.719081 sequence=166.955685
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_reliable_context=1.850260 sequence=168.805946
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=114 node=N3799 type=control0 q_typed_reliable_context=1.767994 sequence=170.573939
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=115 node=N7370 type=control1 q_typed_reliable_context=1.984264 sequence=172.558203
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=116 node=N3792 type=control0 q_typed_reliable_context=2.208135 sequence=174.766338
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=117 node=N2040 type=observe q_typed_reliable_context=2.875677 sequence=177.642015
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=118 node=N3785 type=control0 q_typed_reliable_context=1.399570 sequence=179.041585
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=119 node=N4564 type=control0 q_typed_reliable_context=1.427629 sequence=180.469213
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=120 node=N7852 type=control0 q_typed_reliable_context=1.014137 sequence=181.483350
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=121 node=N7872 type=control1 q_typed_reliable_context=0.645446 sequence=182.128797
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=122 node=N4520 type=control0 q_typed_reliable_context=0.941957 sequence=183.070754
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=123 node=N7847 type=control0 q_typed_reliable_context=0.904195 sequence=183.974949
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=124 node=N1552 type=observe q_typed_reliable_context=1.034396 sequence=185.009345
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=125 node=N3903 type=control0 q_typed_reliable_context=1.049995 sequence=186.059340
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=126 node=N7853 type=control0 q_typed_reliable_context=1.957514 sequence=188.016854
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=127 node=N7518 type=observe q_typed_reliable_context=1.141662 sequence=189.158517
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=128 node=N3896 type=control0 q_typed_reliable_context=1.625628 sequence=190.784145
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=129 node=N7421 type=control1 q_typed_reliable_context=1.038630 sequence=191.822775
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=130 node=N785 type=observe q_typed_reliable_context=0.704988 sequence=192.527763
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=131 node=N771 type=observe q_typed_reliable_context=0.607875 sequence=193.135638
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=132 node=N7535 type=observe q_typed_reliable_context=1.486666 sequence=194.622303
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=133 node=N7534 type=observe q_typed_reliable_context=1.461762 sequence=196.084066
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=134 node=N7532 type=observe q_typed_reliable_context=1.172764 sequence=197.256830
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=135 node=N7627 type=observe q_typed_reliable_context=0.489145 sequence=197.745975
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=136 node=N694 type=observe q_typed_reliable_context=1.260199 sequence=199.006174
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=137 node=N7385 type=observe q_typed_reliable_context=1.314790 sequence=200.320965
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=138 node=N2102 type=observe q_typed_reliable_context=1.373789 sequence=201.694754
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=139 node=N7500 type=observe q_typed_reliable_context=0.797904 sequence=202.492658
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=140 node=N645 type=control1 q_typed_reliable_context=1.154141 sequence=203.646799
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=141 node=N616 type=control1 q_typed_reliable_context=0.863874 sequence=204.510673
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=142 node=N7680 type=observe q_typed_reliable_context=1.036079 sequence=205.546752
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=143 node=N636 type=control1 q_typed_reliable_context=1.386391 sequence=206.933143
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=144 node=N630 type=control1 q_typed_reliable_context=1.124584 sequence=208.057727
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=145 node=N642 type=control1 q_typed_reliable_context=1.524539 sequence=209.582266
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=146 node=N7465 type=observe q_typed_reliable_context=1.299852 sequence=210.882118
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_reliable_context=1.031482 sequence=211.913600
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=148 node=N7624 type=observe q_typed_reliable_context=1.703634 sequence=213.617234
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=149 node=N7441 type=control0 q_typed_reliable_context=1.141206 sequence=214.758440
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=150 node=N2157 type=observe q_typed_reliable_context=2.279673 sequence=217.038113
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=1.578779 sequence=218.616893
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=152 node=N5867 type=observe q_typed_reliable_context=1.405760 sequence=220.022653
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=153 node=N5627 type=observe q_typed_reliable_context=0.901116 sequence=220.923769
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=154 node=N6538 type=observe q_typed_reliable_context=0.455704 sequence=221.379473
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=155 node=N5617 type=observe q_typed_reliable_context=1.419249 sequence=222.798723
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=156 node=N4521 type=observe q_typed_reliable_context=1.569150 sequence=224.367873
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=157 node=N2580 type=control1 q_typed_reliable_context=0.413265 sequence=224.781137
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=158 node=N722 type=observe q_typed_reliable_context=1.251509 sequence=226.032646
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=159 node=N7846 type=control0 q_typed_reliable_context=0.407464 sequence=226.440111
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=160 node=N1586 type=control1 q_typed_reliable_context=1.905511 sequence=228.345621
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=161 node=N7402 type=observe q_typed_reliable_context=2.309488 sequence=230.655109
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=162 node=N7453 type=observe q_typed_reliable_context=1.405864 sequence=232.060973
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=163 node=N6531 type=observe q_typed_reliable_context=0.842302 sequence=232.903275
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=164 node=N2149 type=observe q_typed_reliable_context=2.192706 sequence=235.095981
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=165 node=N5877 type=observe q_typed_reliable_context=1.601917 sequence=236.697898
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=166 node=N7614 type=observe q_typed_reliable_context=2.910042 sequence=239.607939
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=167 node=N5356 type=observe q_typed_reliable_context=3.012904 sequence=242.620844
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=168 node=N712 type=observe q_typed_reliable_context=3.316729 sequence=245.937573
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=169 node=N3467 type=control1 q_typed_reliable_context=2.050198 sequence=247.987771
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=170 node=N7401 type=observe q_typed_reliable_context=1.097166 sequence=249.084936
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=171 node=N5740 type=observe q_typed_reliable_context=0.825704 sequence=249.910640
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=172 node=N578 type=observe q_typed_reliable_context=5.488767 sequence=255.399408
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=173 node=N7681 type=observe q_typed_reliable_context=1.893488 sequence=257.292896
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=174 node=N4529 type=observe q_typed_reliable_context=4.945575 sequence=262.238471
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=175 node=N714 type=observe q_typed_reliable_context=3.910323 sequence=266.148794
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=176 node=N6673 type=observe q_typed_reliable_context=3.926950 sequence=270.075744
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=177 node=N5873 type=observe q_typed_reliable_context=4.155861 sequence=274.231605
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=178 node=N5473 type=observe q_typed_reliable_context=1.818148 sequence=276.049753
[b15-long-decay/d32/a0.05] [plan iscas99__b15_1] [plan] step=179 node=N715 type=observe q_typed_reliable_context=2.310654 sequence=278.360407
