[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p40
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.40] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=35 node=N7413 type=control1 q_typed_reliable_context=0.741403 sequence=57.535081
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=36 node=N7891 type=control1 q_typed_reliable_context=1.059208 sequence=58.594289
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=37 node=N4684 type=control0 q_typed_reliable_context=2.000437 sequence=60.594726
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=38 node=N4663 type=control0 q_typed_reliable_context=3.211008 sequence=63.805734
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_reliable_context=1.972217 sequence=65.777951
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_reliable_context=2.290583 sequence=68.068534
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=41 node=N4670 type=control0 q_typed_reliable_context=3.099262 sequence=71.167796
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=42 node=N6537 type=observe q_typed_reliable_context=4.595700 sequence=75.763496
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_reliable_context=2.273440 sequence=78.036937
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=44 node=N724 type=observe q_typed_reliable_context=2.615288 sequence=80.652225
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=45 node=N4698 type=control0 q_typed_reliable_context=3.716996 sequence=84.369221
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=46 node=N4649 type=control0 q_typed_reliable_context=3.172646 sequence=87.541866
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=47 node=N4635 type=control0 q_typed_reliable_context=3.148892 sequence=90.690759
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=48 node=N2044 type=observe q_typed_reliable_context=1.881798 sequence=92.572556
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=49 node=N4705 type=control0 q_typed_reliable_context=7.590198 sequence=100.162754
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=50 node=N2042 type=observe q_typed_reliable_context=0.936608 sequence=101.099362
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=51 node=N2040 type=observe q_typed_reliable_context=1.143556 sequence=102.242918
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=52 node=N3911 type=control0 q_typed_reliable_context=0.847458 sequence=103.090377
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_reliable_context=3.608940 sequence=106.699317
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=54 node=N899 type=observe q_typed_reliable_context=0.947734 sequence=107.647051
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=55 node=N7889 type=control1 q_typed_reliable_context=0.787964 sequence=108.435014
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=56 node=N4716 type=control0 q_typed_reliable_context=2.002664 sequence=110.437679
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=57 node=N7887 type=control1 q_typed_reliable_context=1.004305 sequence=111.441983
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=58 node=N7506 type=observe q_typed_reliable_context=1.974134 sequence=113.416117
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=59 node=N7885 type=control1 q_typed_reliable_context=0.883575 sequence=114.299692
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=60 node=N3904 type=control0 q_typed_reliable_context=0.869192 sequence=115.168884
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=61 node=N3897 type=control0 q_typed_reliable_context=0.879716 sequence=116.048599
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=62 node=N3862 type=control0 q_typed_reliable_context=1.050240 sequence=117.098839
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_reliable_context=1.140682 sequence=118.239522
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_reliable_context=1.305708 sequence=119.545230
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=65 node=N3827 type=control0 q_typed_reliable_context=1.611907 sequence=121.157137
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=66 node=N3820 type=control0 q_typed_reliable_context=1.569867 sequence=122.727004
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=67 node=N3813 type=control0 q_typed_reliable_context=1.361287 sequence=124.088291
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=68 node=N3889 type=control0 q_typed_reliable_context=1.272748 sequence=125.361039
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_reliable_context=1.177361 sequence=126.538400
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=70 node=N3701 type=control0 q_typed_reliable_context=1.269068 sequence=127.807468
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=71 node=N4606 type=control0 q_typed_reliable_context=1.260537 sequence=129.068005
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=72 node=N3882 type=control0 q_typed_reliable_context=1.277298 sequence=130.345303
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_reliable_context=1.309435 sequence=131.654738
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=74 node=N7471 type=control0 q_typed_reliable_context=1.124394 sequence=132.779132
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=75 node=N3903 type=control0 q_typed_reliable_context=1.070470 sequence=133.849602
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_reliable_context=1.381515 sequence=135.231117
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=77 node=N519 type=control1 q_typed_reliable_context=1.275299 sequence=136.506416
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=78 node=N504 type=control1 q_typed_reliable_context=1.155912 sequence=137.662328
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=79 node=N2083 type=observe q_typed_reliable_context=1.192065 sequence=138.854393
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=80 node=N516 type=control1 q_typed_reliable_context=1.261307 sequence=140.115700
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=81 node=N513 type=control1 q_typed_reliable_context=1.003353 sequence=141.119052
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=82 node=N7890 type=control1 q_typed_reliable_context=0.902718 sequence=142.021770
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=83 node=N1533 type=control1 q_typed_reliable_context=0.979322 sequence=143.001092
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=84 node=N3896 type=control0 q_typed_reliable_context=1.131380 sequence=144.132472
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=85 node=N3840 type=control0 q_typed_reliable_context=1.067949 sequence=145.200421
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_reliable_context=1.387792 sequence=146.588213
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=87 node=N7725 type=control0 q_typed_reliable_context=1.046238 sequence=147.634451
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=88 node=N556 type=control1 q_typed_reliable_context=1.044573 sequence=148.679024
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=1.402348 sequence=150.081372
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=90 node=N520 type=control1 q_typed_reliable_context=0.959827 sequence=151.041199
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=91 node=N7883 type=control1 q_typed_reliable_context=0.778383 sequence=151.819582
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=92 node=N7884 type=control1 q_typed_reliable_context=1.054179 sequence=152.873761
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=93 node=N3805 type=control0 q_typed_reliable_context=1.019352 sequence=153.893113
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=94 node=N704 type=observe q_typed_reliable_context=3.491371 sequence=157.384483
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=95 node=N3799 type=control0 q_typed_reliable_context=0.811820 sequence=158.196304
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=96 node=N7727 type=control0 q_typed_reliable_context=1.001673 sequence=159.197977
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=97 node=N555 type=control1 q_typed_reliable_context=1.137590 sequence=160.335567
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=98 node=N7888 type=control1 q_typed_reliable_context=0.975635 sequence=161.311202
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.327369 sequence=162.638570
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.361770 sequence=164.000340
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=101 node=N3792 type=control0 q_typed_reliable_context=1.174982 sequence=165.175322
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=102 node=N7875 type=control1 q_typed_reliable_context=0.988424 sequence=166.163746
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=103 node=N4585 type=control0 q_typed_reliable_context=1.873087 sequence=168.036832
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=104 node=N7820 type=control0 q_typed_reliable_context=1.010079 sequence=169.046912
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=105 node=N3785 type=control0 q_typed_reliable_context=0.978288 sequence=170.025199
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=106 node=N2106 type=observe q_typed_reliable_context=3.262747 sequence=173.287946
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=107 node=N4520 type=control0 q_typed_reliable_context=1.181901 sequence=174.469848
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=108 node=N7726 type=control0 q_typed_reliable_context=1.567467 sequence=176.037315
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.250698 sequence=177.288013
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=110 node=N4578 type=control0 q_typed_reliable_context=1.302024 sequence=178.590036
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=111 node=N7588 type=control1 q_typed_reliable_context=2.242292 sequence=180.832328
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=112 node=N7590 type=control1 q_typed_reliable_context=1.821511 sequence=182.653839
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=113 node=N4564 type=control0 q_typed_reliable_context=2.590588 sequence=185.244427
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=114 node=N7722 type=control0 q_typed_reliable_context=2.802545 sequence=188.046972
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=115 node=N610 type=control1 q_typed_reliable_context=3.101138 sequence=191.148110
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=116 node=N3681 type=control0 q_typed_reliable_context=4.842649 sequence=195.990759
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=117 node=N638 type=control1 q_typed_reliable_context=4.188521 sequence=200.179279
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=118 node=N7721 type=control0 q_typed_reliable_context=2.996776 sequence=203.176055
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=119 node=N7370 type=control1 q_typed_reliable_context=2.505965 sequence=205.682020
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=120 node=N634 type=control1 q_typed_reliable_context=4.044082 sequence=209.726101
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=121 node=N614 type=control1 q_typed_reliable_context=5.796521 sequence=215.522623
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=122 node=N3410 type=control1 q_typed_reliable_context=5.653736 sequence=221.176359
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=123 node=N2580 type=control1 q_typed_reliable_context=2.157076 sequence=223.333435
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=124 node=N3180 type=control1 q_typed_reliable_context=2.124548 sequence=225.457983
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=125 node=N7518 type=observe q_typed_reliable_context=1.879692 sequence=227.337675
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=126 node=N645 type=control1 q_typed_reliable_context=1.843851 sequence=229.181526
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=127 node=N616 type=control1 q_typed_reliable_context=2.172148 sequence=231.353674
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=128 node=N636 type=control1 q_typed_reliable_context=1.801974 sequence=233.155648
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=129 node=N7424 type=control1 q_typed_reliable_context=2.238061 sequence=235.393709
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=130 node=N7846 type=control0 q_typed_reliable_context=2.115937 sequence=237.509647
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=131 node=N7537 type=observe q_typed_reliable_context=1.831551 sequence=239.341197
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=132 node=N3295 type=control1 q_typed_reliable_context=2.080362 sequence=241.421559
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=133 node=N3467 type=control1 q_typed_reliable_context=2.249156 sequence=243.670715
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=134 node=N630 type=control1 q_typed_reliable_context=2.096093 sequence=245.766808
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=135 node=N642 type=control1 q_typed_reliable_context=1.472841 sequence=247.239649
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=136 node=N649 type=control1 q_typed_reliable_context=1.673139 sequence=248.912788
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=137 node=N7465 type=observe q_typed_reliable_context=1.186762 sequence=250.099550
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=138 node=N7879 type=control1 q_typed_reliable_context=0.920849 sequence=251.020399
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=139 node=N5603 type=observe q_typed_reliable_context=2.171420 sequence=253.191819
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=140 node=N1607 type=control1 q_typed_reliable_context=1.431379 sequence=254.623198
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=141 node=N647 type=control1 q_typed_reliable_context=4.890851 sequence=259.514049
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=142 node=N1586 type=control1 q_typed_reliable_context=5.262989 sequence=264.777038
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=143 node=N1552 type=observe q_typed_reliable_context=1.083044 sequence=265.860082
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=144 node=N785 type=observe q_typed_reliable_context=2.100867 sequence=267.960948
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=145 node=N7535 type=observe q_typed_reliable_context=1.711944 sequence=269.672893
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=146 node=N7534 type=observe q_typed_reliable_context=1.824730 sequence=271.497623
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=147 node=N7532 type=observe q_typed_reliable_context=3.225930 sequence=274.723553
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_reliable_context=2.072487 sequence=276.796040
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=149 node=N694 type=observe q_typed_reliable_context=2.695648 sequence=279.491688
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=150 node=N7454 type=observe q_typed_reliable_context=1.734944 sequence=281.226633
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=151 node=N7453 type=observe q_typed_reliable_context=1.167358 sequence=282.393990
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=152 node=N578 type=observe q_typed_reliable_context=2.237047 sequence=284.631038
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=153 node=N2652 type=control1 q_typed_reliable_context=1.320044 sequence=285.951081
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=154 node=N2102 type=observe q_typed_reliable_context=1.263673 sequence=287.214755
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=155 node=N7385 type=observe q_typed_reliable_context=1.017752 sequence=288.232506
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=156 node=N7877 type=control1 q_typed_reliable_context=0.791883 sequence=289.024389
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=157 node=N7482 type=observe q_typed_reliable_context=0.992856 sequence=290.017245
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=158 node=N7892 type=control1 q_typed_reliable_context=0.620807 sequence=290.638051
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=159 node=N2157 type=observe q_typed_reliable_context=1.505841 sequence=292.143892
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=160 node=N2721 type=control1 q_typed_reliable_context=0.598544 sequence=292.742437
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=161 node=N2894 type=control1 q_typed_reliable_context=0.653109 sequence=293.395546
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=162 node=N763 type=observe q_typed_reliable_context=1.090449 sequence=294.485995
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=163 node=N5617 type=observe q_typed_reliable_context=0.767282 sequence=295.253277
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=164 node=N5873 type=observe q_typed_reliable_context=1.018746 sequence=296.272024
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=165 node=N2952 type=control1 q_typed_reliable_context=0.953226 sequence=297.225250
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=166 node=N722 type=observe q_typed_reliable_context=1.093366 sequence=298.318616
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=167 node=N7442 type=control0 q_typed_reliable_context=1.023802 sequence=299.342417
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=168 node=N7436 type=observe q_typed_reliable_context=0.911538 sequence=300.253955
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=169 node=N2779 type=control1 q_typed_reliable_context=1.140010 sequence=301.393965
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=170 node=N2149 type=observe q_typed_reliable_context=1.278829 sequence=302.672794
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=171 node=N2837 type=control1 q_typed_reliable_context=1.197891 sequence=303.870685
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=172 node=N7873 type=control1 q_typed_reliable_context=0.887766 sequence=304.758452
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=173 node=N7614 type=observe q_typed_reliable_context=0.930073 sequence=305.688525
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=174 node=N5867 type=observe q_typed_reliable_context=0.671589 sequence=306.360114
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=175 node=N723 type=observe q_typed_reliable_context=3.959461 sequence=310.319575
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=176 node=N5738 type=observe q_typed_reliable_context=1.415794 sequence=311.735369
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=177 node=N3009 type=control1 q_typed_reliable_context=1.187263 sequence=312.922632
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=178 node=N3067 type=control1 q_typed_reliable_context=1.017758 sequence=313.940390
[b15-alpha-boundary/a0.40] [plan iscas99__b15_1] [plan] step=179 node=N8790 type=control1 q_typed_reliable_context=1.102711 sequence=315.043101
