[b15-long-decay/d32/a0.20] [gmean] 2026-07-21T14:37:17 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/long_decay/decay_32/alpha_0p20
[b15-long-decay/d32/a0.20] [gmean] 2026-07-21T14:37:17 budgets=iscas99__b15_1:278
[b15-long-decay/d32/a0.20] [gmean] 2026-07-21T14:37:17 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-long-decay/d32/a0.20] [gmean] 2026-07-21T14:37:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=33 node=N4677 type=control0 q_typed_reliable_context=1.674298 sequence=55.918971
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=34 node=N7411 type=control1 q_typed_reliable_context=0.742892 sequence=56.661863
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=35 node=N7413 type=control1 q_typed_reliable_context=0.741403 sequence=57.403266
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=36 node=N7891 type=control1 q_typed_reliable_context=1.059208 sequence=58.462474
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=37 node=N4684 type=control0 q_typed_reliable_context=2.000437 sequence=60.462911
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=38 node=N4663 type=control0 q_typed_reliable_context=3.211008 sequence=63.673919
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_reliable_context=1.972217 sequence=65.646136
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_reliable_context=2.290583 sequence=67.936719
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=41 node=N4670 type=control0 q_typed_reliable_context=3.099262 sequence=71.035981
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=42 node=N6537 type=observe q_typed_reliable_context=4.595700 sequence=75.631681
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_reliable_context=2.273440 sequence=77.905122
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=44 node=N724 type=observe q_typed_reliable_context=2.615288 sequence=80.520410
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=45 node=N4698 type=control0 q_typed_reliable_context=3.716996 sequence=84.237406
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=46 node=N4649 type=control0 q_typed_reliable_context=3.172646 sequence=87.410051
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=47 node=N4635 type=control0 q_typed_reliable_context=3.148892 sequence=90.558944
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=48 node=N2044 type=observe q_typed_reliable_context=1.881801 sequence=92.440745
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=49 node=N4705 type=control0 q_typed_reliable_context=7.590198 sequence=100.030943
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=50 node=N2042 type=observe q_typed_reliable_context=0.936608 sequence=100.967550
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=51 node=N2040 type=observe q_typed_reliable_context=1.143556 sequence=102.111106
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=52 node=N3911 type=control0 q_typed_reliable_context=0.847458 sequence=102.958565
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_reliable_context=3.608940 sequence=106.567505
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=54 node=N899 type=observe q_typed_reliable_context=0.947734 sequence=107.515239
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=55 node=N7889 type=control1 q_typed_reliable_context=0.787964 sequence=108.303203
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=56 node=N4716 type=control0 q_typed_reliable_context=2.002664 sequence=110.305867
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=57 node=N7887 type=control1 q_typed_reliable_context=1.004305 sequence=111.310171
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=58 node=N7506 type=observe q_typed_reliable_context=1.974134 sequence=113.284305
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=59 node=N3904 type=control0 q_typed_reliable_context=0.893801 sequence=114.178106
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=60 node=N7885 type=control1 q_typed_reliable_context=0.897209 sequence=115.075315
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=61 node=N3799 type=control0 q_typed_reliable_context=0.890585 sequence=115.965900
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=62 node=N3897 type=control0 q_typed_reliable_context=0.904096 sequence=116.869996
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=63 node=N3792 type=control0 q_typed_reliable_context=1.160654 sequence=118.030650
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=64 node=N3862 type=control0 q_typed_reliable_context=1.318173 sequence=119.348823
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=65 node=N3855 type=control0 q_typed_reliable_context=1.621688 sequence=120.970512
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=66 node=N3785 type=control0 q_typed_reliable_context=1.628509 sequence=122.599021
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=67 node=N3848 type=control0 q_typed_reliable_context=1.456830 sequence=124.055851
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=68 node=N3701 type=control0 q_typed_reliable_context=1.317991 sequence=125.373842
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=69 node=N3889 type=control0 q_typed_reliable_context=1.242571 sequence=126.616413
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=70 node=N3882 type=control0 q_typed_reliable_context=1.250530 sequence=127.866943
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=71 node=N4606 type=control0 q_typed_reliable_context=1.368160 sequence=129.235103
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=72 node=N3805 type=control0 q_typed_reliable_context=1.343283 sequence=130.578386
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_reliable_context=1.372724 sequence=131.951111
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=74 node=N3840 type=control0 q_typed_reliable_context=1.142246 sequence=133.093356
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=75 node=N7471 type=control0 q_typed_reliable_context=1.413850 sequence=134.507207
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_reliable_context=1.219331 sequence=135.726538
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=77 node=N519 type=control1 q_typed_reliable_context=1.480094 sequence=137.206631
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=78 node=N3903 type=control0 q_typed_reliable_context=1.195649 sequence=138.402281
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=79 node=N2083 type=observe q_typed_reliable_context=1.298969 sequence=139.701249
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=80 node=N516 type=control1 q_typed_reliable_context=1.572887 sequence=141.274136
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=81 node=N504 type=control1 q_typed_reliable_context=1.141004 sequence=142.415140
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=82 node=N513 type=control1 q_typed_reliable_context=0.992401 sequence=143.407541
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=83 node=N7890 type=control1 q_typed_reliable_context=0.963768 sequence=144.371309
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=84 node=N1533 type=control1 q_typed_reliable_context=0.843063 sequence=145.214372
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=85 node=N3896 type=control0 q_typed_reliable_context=1.056188 sequence=146.270560
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=86 node=N3827 type=control0 q_typed_reliable_context=0.971136 sequence=147.241696
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=87 node=N7723 type=control0 q_typed_reliable_context=1.318078 sequence=148.559774
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=88 node=N7725 type=control0 q_typed_reliable_context=1.269575 sequence=149.829349
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=89 node=N7883 type=control1 q_typed_reliable_context=1.017071 sequence=150.846420
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=90 node=N556 type=control1 q_typed_reliable_context=1.000435 sequence=151.846854
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=91 node=N7884 type=control1 q_typed_reliable_context=1.211527 sequence=153.058382
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=92 node=N3820 type=control0 q_typed_reliable_context=0.766235 sequence=153.824617
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=93 node=N3813 type=control0 q_typed_reliable_context=1.161094 sequence=154.985711
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=94 node=N704 type=observe q_typed_reliable_context=4.143275 sequence=159.128986
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=95 node=N4520 type=control0 q_typed_reliable_context=0.847715 sequence=159.976701
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=96 node=N7888 type=control1 q_typed_reliable_context=0.912346 sequence=160.889047
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=97 node=N4585 type=control0 q_typed_reliable_context=0.974596 sequence=161.863643
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=98 node=N7408 type=control0 q_typed_reliable_context=1.475139 sequence=163.338781
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_reliable_context=1.330760 sequence=164.669541
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=100 node=N520 type=control1 q_typed_reliable_context=0.986633 sequence=165.656173
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=101 node=N7886 type=control1 q_typed_reliable_context=0.805030 sequence=166.461204
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=102 node=N7882 type=control1 q_typed_reliable_context=1.029952 sequence=167.491156
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=103 node=N555 type=control1 q_typed_reliable_context=1.079787 sequence=168.570943
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=104 node=N2102 type=observe q_typed_reliable_context=0.999826 sequence=169.570769
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=105 node=N4578 type=control0 q_typed_reliable_context=1.553862 sequence=171.124631
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=106 node=N7820 type=control0 q_typed_reliable_context=0.692070 sequence=171.816701
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=107 node=N4557 type=control0 q_typed_reliable_context=1.717421 sequence=173.534122
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=108 node=N7726 type=control0 q_typed_reliable_context=0.916684 sequence=174.450806
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=109 node=N4564 type=control0 q_typed_reliable_context=1.056794 sequence=175.507600
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=110 node=N7872 type=control1 q_typed_reliable_context=1.727397 sequence=177.234997
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=111 node=N7846 type=control0 q_typed_reliable_context=2.630038 sequence=179.865035
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=112 node=N3681 type=control0 q_typed_reliable_context=1.600157 sequence=181.465191
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=113 node=N7847 type=control0 q_typed_reliable_context=2.691817 sequence=184.157009
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=114 node=N7852 type=control0 q_typed_reliable_context=2.165565 sequence=186.322574
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=115 node=N7370 type=control1 q_typed_reliable_context=2.289669 sequence=188.612243
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=116 node=N634 type=control1 q_typed_reliable_context=1.768251 sequence=190.380495
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=117 node=N614 type=control1 q_typed_reliable_context=1.762626 sequence=192.143121
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=118 node=N7588 type=control1 q_typed_reliable_context=2.675858 sequence=194.818979
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=119 node=N2580 type=control1 q_typed_reliable_context=2.049566 sequence=196.868545
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_reliable_context=2.136998 sequence=199.005543
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=121 node=N7518 type=observe q_typed_reliable_context=2.596488 sequence=201.602031
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=122 node=N620 type=control1 q_typed_reliable_context=1.685422 sequence=203.287453
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=123 node=N7875 type=control1 q_typed_reliable_context=1.978784 sequence=205.266237
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=124 node=N3410 type=control1 q_typed_reliable_context=1.479174 sequence=206.745412
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_reliable_context=1.593059 sequence=208.338470
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=126 node=N3180 type=control1 q_typed_reliable_context=2.631380 sequence=210.969851
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_reliable_context=1.925688 sequence=212.895539
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=128 node=N616 type=control1 q_typed_reliable_context=2.757147 sequence=215.652685
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=129 node=N636 type=control1 q_typed_reliable_context=2.781492 sequence=218.434177
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=130 node=N7877 type=control1 q_typed_reliable_context=2.810021 sequence=221.244199
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=131 node=N7722 type=control0 q_typed_reliable_context=0.816132 sequence=222.060331
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=132 node=N630 type=control1 q_typed_reliable_context=0.747268 sequence=222.807598
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=133 node=N3295 type=control1 q_typed_reliable_context=2.350315 sequence=225.157913
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=134 node=N642 type=control1 q_typed_reliable_context=2.875999 sequence=228.033912
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=135 node=N649 type=control1 q_typed_reliable_context=5.712119 sequence=233.746031
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=136 node=N7465 type=observe q_typed_reliable_context=5.021860 sequence=238.767891
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.524945 sequence=240.292836
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=138 node=N7537 type=observe q_typed_reliable_context=0.973603 sequence=241.266439
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=139 node=N1607 type=control1 q_typed_reliable_context=1.114233 sequence=242.380671
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=140 node=N647 type=control1 q_typed_reliable_context=2.684223 sequence=245.064895
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=141 node=N7534 type=observe q_typed_reliable_context=1.826293 sequence=246.891188
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=142 node=N1586 type=control1 q_typed_reliable_context=1.356804 sequence=248.247992
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=143 node=N3525 type=control1 q_typed_reliable_context=1.823890 sequence=250.071883
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=144 node=N7532 type=observe q_typed_reliable_context=1.017137 sequence=251.089020
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=145 node=N785 type=observe q_typed_reliable_context=1.876738 sequence=252.965758
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=146 node=N7535 type=observe q_typed_reliable_context=1.507942 sequence=254.473700
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=147 node=N5603 type=observe q_typed_reliable_context=1.463810 sequence=255.937511
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=148 node=N7624 type=observe q_typed_reliable_context=0.867026 sequence=256.804537
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=149 node=N578 type=observe q_typed_reliable_context=1.011230 sequence=257.815767
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=150 node=N5878 type=observe q_typed_reliable_context=0.790889 sequence=258.606656
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=151 node=N7627 type=observe q_typed_reliable_context=1.797998 sequence=260.404654
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=2.131835 sequence=262.536490
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=153 node=N694 type=observe q_typed_reliable_context=3.331417 sequence=265.867907
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=154 node=N7442 type=control0 q_typed_reliable_context=3.523325 sequence=269.391232
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=155 node=N2721 type=control1 q_typed_reliable_context=1.747449 sequence=271.138681
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=156 node=N5876 type=observe q_typed_reliable_context=1.142124 sequence=272.280805
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=157 node=N7385 type=observe q_typed_reliable_context=1.645818 sequence=273.926623
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=158 node=N6948 type=observe q_typed_reliable_context=1.165435 sequence=275.092058
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=159 node=N2106 type=observe q_typed_reliable_context=3.248086 sequence=278.340144
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=160 node=N7482 type=observe q_typed_reliable_context=2.984213 sequence=281.324357
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=161 node=N2157 type=observe q_typed_reliable_context=4.019884 sequence=285.344241
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=162 node=N5867 type=observe q_typed_reliable_context=5.248557 sequence=290.592798
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=163 node=N5627 type=observe q_typed_reliable_context=1.172377 sequence=291.765175
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=164 node=N7500 type=observe q_typed_reliable_context=0.800680 sequence=292.565855
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=165 node=N7453 type=observe q_typed_reliable_context=0.207915 sequence=292.773770
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=166 node=N7473 type=control0 q_typed_reliable_context=1.327459 sequence=294.101229
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_reliable_context=1.215676 sequence=295.316905
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=168 node=N2894 type=control1 q_typed_reliable_context=1.064244 sequence=296.381149
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=169 node=N2952 type=control1 q_typed_reliable_context=1.083823 sequence=297.464971
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=170 node=N2779 type=control1 q_typed_reliable_context=0.995866 sequence=298.460837
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=171 node=N6534 type=observe q_typed_reliable_context=0.747060 sequence=299.207898
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=172 node=N5617 type=observe q_typed_reliable_context=0.886929 sequence=300.094826
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=173 node=N5740 type=observe q_typed_reliable_context=1.116817 sequence=301.211643
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=174 node=N5874 type=observe q_typed_reliable_context=0.283597 sequence=301.495240
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=175 node=N7401 type=observe q_typed_reliable_context=0.774662 sequence=302.269902
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=176 node=N5738 type=observe q_typed_reliable_context=0.959881 sequence=303.229782
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=177 node=N7614 type=observe q_typed_reliable_context=0.929420 sequence=304.159202
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=178 node=N5356 type=observe q_typed_reliable_context=1.091945 sequence=305.251147
[b15-long-decay/d32/a0.20] [plan iscas99__b15_1] [plan] step=179 node=N703 type=observe q_typed_reliable_context=1.395775 sequence=306.646922
