benchmark_id,net,fault_count,hard_fault_count,hard_fault_ratio,status_counts,source_fault_csv_count,source_label_count
iscas99__b17,__tpi_cp_62_N26510,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,__tpi_cp_63_N26509,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,__tpi_cp_6_N13662,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,__tpi_cp_71_N6988,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,__tpi_cp_73_N19464,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,__tpi_cp_74_N19462,2,2,1.0,"{""UNDETECTED"": 2}",1,1
iscas99__b17,N11914,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11923,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11932,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11941,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11950,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11952,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11959,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11967,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11975,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11983,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N11999,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12015,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12038,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12039,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12055,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12070,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12071,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12158,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12159,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12162,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12163,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12167,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12212,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12213,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12215,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12216,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12217,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12222,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12224,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12261,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12262,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12263,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12272,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12274,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12278,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12281,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12285,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12288,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12289,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12290,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12292,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12294,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12295,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12300,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12304,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12305,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12308,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12310,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12311,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12313,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12318,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12320,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12348,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12350,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12351,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12352,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12356,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12362,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12363,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12366,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12370,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12372,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12379,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12380,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12381,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12382,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12383,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12386,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12388,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12398,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12401,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12402,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12404,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12408,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12411,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12412,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12414,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12417,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12419,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12424,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12427,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12430,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12431,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12432,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12433,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12452,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12456,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12461,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12462,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12466,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12502,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12503,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12504,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12505,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12510,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12511,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12512,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12513,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12617,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12618,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12619,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12621,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12622,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12623,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12624,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12627,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12628,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12629,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12630,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12631,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12736,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12739,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12740,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12743,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12748,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12750,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12765,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12769,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12782,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12785,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12788,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12791,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12794,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12797,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12800,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12803,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12806,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12809,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12812,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12815,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12818,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12821,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12824,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12827,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12830,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12833,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12836,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12847,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12863,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N12866,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13403,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13455,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13459,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13613,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13615,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13617,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13624,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13626,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13644,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13646,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N13662,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N14033,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N14047,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N14893,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15363,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15364,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15370,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15371,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15373,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15374,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15577,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15578,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N15582,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N16901,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N17113,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N17141,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N17155,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N17204,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18004,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18008,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18009,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18084,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18172,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18176,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18188,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18233,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18272,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18309,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18317,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18340,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18341,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18408,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18409,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18417,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18441,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18447,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18449,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18771,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18874,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N18879,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19016,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19160,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19163,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19166,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19170,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19172,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19193,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19195,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19206,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19207,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19215,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19217,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19219,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19222,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19225,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19227,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19229,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19232,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19248,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19249,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19250,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19251,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19254,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19258,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19259,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19260,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19261,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19262,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19263,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19264,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19265,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19266,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19267,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19268,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19269,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19270,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19271,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19272,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19273,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19274,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19275,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19276,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19277,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19278,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19279,1,1,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b17,N19280,1,1,1.0,"{""UNDETECTED"": 1}",1,1
