[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p20_decay_128
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.20/d128] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=11 node=N5143 type=observe q_typed_reliable_context=1.325577 sequence=20.473096
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_reliable_context=1.450593 sequence=21.923689
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_reliable_context=1.255322 sequence=23.179010
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_reliable_context=1.398669 sequence=24.577680
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.178056
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=1.066810 sequence=29.244865
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.989907
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=18 node=N5234 type=observe q_typed_reliable_context=1.430190 sequence=32.420098
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.894227 sequence=34.314325
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.329455 sequence=36.643780
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=21 node=N4656 type=control0 q_typed_reliable_context=3.670081 sequence=40.313861
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.725400 sequence=43.039261
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=23 node=N1853 type=observe q_typed_reliable_context=2.730174 sequence=45.769435
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.328391 sequence=48.097826
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.675225 sequence=49.773051
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=26 node=N582 type=control1 q_typed_reliable_context=1.553827 sequence=51.326878
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=1.030797 sequence=52.357675
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=28 node=N5723 type=control0 q_typed_reliable_context=0.981214 sequence=53.338889
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=29 node=N1532 type=observe q_typed_reliable_context=0.569775 sequence=53.908664
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.736852 sequence=54.645516
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.336128 sequence=54.981644
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=32 node=N576 type=observe q_typed_reliable_context=1.437403 sequence=56.419047
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=33 node=N4670 type=control0 q_typed_reliable_context=2.226688 sequence=58.645735
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=34 node=N4684 type=control0 q_typed_reliable_context=2.533828 sequence=61.179563
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=35 node=N7411 type=control1 q_typed_reliable_context=0.996897 sequence=62.176460
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_reliable_context=1.730389 sequence=63.906849
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=37 node=N4677 type=control0 q_typed_reliable_context=3.539049 sequence=67.445898
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=38 node=N4663 type=control0 q_typed_reliable_context=3.473659 sequence=70.919557
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=39 node=N4649 type=control0 q_typed_reliable_context=2.128427 sequence=73.047983
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_reliable_context=1.801247 sequence=74.849230
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=41 node=N6537 type=observe q_typed_reliable_context=3.151652 sequence=78.000883
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=42 node=N4691 type=control0 q_typed_reliable_context=1.530783 sequence=79.531666
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_reliable_context=1.987060 sequence=81.518726
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=44 node=N3701 type=control0 q_typed_reliable_context=0.998008 sequence=82.516734
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=45 node=N4635 type=control0 q_typed_reliable_context=1.664545 sequence=84.181279
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=46 node=N4698 type=control0 q_typed_reliable_context=1.354295 sequence=85.535574
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=47 node=N3903 type=control0 q_typed_reliable_context=0.992912 sequence=86.528487
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=48 node=N4705 type=control0 q_typed_reliable_context=1.872267 sequence=88.400754
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=49 node=N3896 type=control0 q_typed_reliable_context=1.005575 sequence=89.406329
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=50 node=N4716 type=control0 q_typed_reliable_context=2.032865 sequence=91.439194
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=51 node=N4712 type=control0 q_typed_reliable_context=1.872152 sequence=93.311346
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_reliable_context=1.460509 sequence=94.771855
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=53 node=N2044 type=observe q_typed_reliable_context=1.594776 sequence=96.366631
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=54 node=N7891 type=control1 q_typed_reliable_context=1.729847 sequence=98.096478
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=55 node=N3911 type=control0 q_typed_reliable_context=1.621761 sequence=99.718239
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=56 node=N3785 type=control0 q_typed_reliable_context=1.616035 sequence=101.334274
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=57 node=N3820 type=control0 q_typed_reliable_context=1.760620 sequence=103.094895
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=58 node=N3862 type=control0 q_typed_reliable_context=1.889527 sequence=104.984422
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=59 node=N519 type=control1 q_typed_reliable_context=2.377535 sequence=107.361956
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=60 node=N3855 type=control0 q_typed_reliable_context=1.943693 sequence=109.305649
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=61 node=N3799 type=control0 q_typed_reliable_context=2.294845 sequence=111.600495
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=62 node=N3792 type=control0 q_typed_reliable_context=2.390791 sequence=113.991286
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=63 node=N3813 type=control0 q_typed_reliable_context=2.273707 sequence=116.264993
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_reliable_context=2.210162 sequence=118.475155
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=65 node=N3827 type=control0 q_typed_reliable_context=2.198667 sequence=120.673822
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=66 node=N3889 type=control0 q_typed_reliable_context=2.367867 sequence=123.041688
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=67 node=N4585 type=control0 q_typed_reliable_context=2.380697 sequence=125.422385
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=68 node=N4578 type=control0 q_typed_reliable_context=2.553888 sequence=127.976274
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=69 node=N7506 type=observe q_typed_reliable_context=2.294373 sequence=130.270646
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=70 node=N3897 type=control0 q_typed_reliable_context=2.612077 sequence=132.882723
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=71 node=N3805 type=control0 q_typed_reliable_context=2.321148 sequence=135.203871
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=72 node=N4606 type=control0 q_typed_reliable_context=2.041557 sequence=137.245428
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=73 node=N2350 type=control0 q_typed_reliable_context=1.693191 sequence=138.938619
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=74 node=N3904 type=control0 q_typed_reliable_context=1.928040 sequence=140.866659
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=75 node=N3882 type=control0 q_typed_reliable_context=1.835557 sequence=142.702216
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=76 node=N3840 type=control0 q_typed_reliable_context=2.050792 sequence=144.753008
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=77 node=N1539 type=control0 q_typed_reliable_context=1.996982 sequence=146.749990
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=78 node=N4520 type=control0 q_typed_reliable_context=1.894358 sequence=148.644348
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=79 node=N2042 type=observe q_typed_reliable_context=1.320696 sequence=149.965044
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=80 node=N504 type=control1 q_typed_reliable_context=2.616718 sequence=152.581763
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=81 node=N899 type=observe q_typed_reliable_context=1.597626 sequence=154.179389
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=2.101966 sequence=156.281355
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=83 node=N4564 type=control0 q_typed_reliable_context=1.366989 sequence=157.648344
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=84 node=N7725 type=control0 q_typed_reliable_context=1.409925 sequence=159.058269
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=85 node=N516 type=control1 q_typed_reliable_context=2.272794 sequence=161.331063
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_reliable_context=1.573205 sequence=162.904268
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=87 node=N7471 type=control0 q_typed_reliable_context=1.637333 sequence=164.541601
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=88 node=N4557 type=control0 q_typed_reliable_context=2.214701 sequence=166.756302
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=89 node=N704 type=observe q_typed_reliable_context=5.820180 sequence=172.576482
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=90 node=N2083 type=observe q_typed_reliable_context=1.441420 sequence=174.017902
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=91 node=N7724 type=control0 q_typed_reliable_context=1.203110 sequence=175.221011
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=92 node=N513 type=control1 q_typed_reliable_context=1.723110 sequence=176.944121
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=93 node=N6948 type=observe q_typed_reliable_context=0.860964 sequence=177.805086
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=94 node=N2106 type=observe q_typed_reliable_context=1.625001 sequence=179.430087
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=95 node=N7590 type=control1 q_typed_reliable_context=0.945887 sequence=180.375974
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=96 node=N7532 type=observe q_typed_reliable_context=0.702342 sequence=181.078315
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=97 node=N7872 type=control1 q_typed_reliable_context=0.767321 sequence=181.845636
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=98 node=N7370 type=control1 q_typed_reliable_context=1.044396 sequence=182.890032
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_reliable_context=2.840228 sequence=185.730260
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=100 node=N7722 type=control0 q_typed_reliable_context=1.595430 sequence=187.325690
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=101 node=N7588 type=control1 q_typed_reliable_context=2.268118 sequence=189.593807
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=102 node=N555 type=control1 q_typed_reliable_context=2.850797 sequence=192.444605
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=103 node=N7820 type=control0 q_typed_reliable_context=2.230153 sequence=194.674758
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=1.616831 sequence=196.291589
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=105 node=N7408 type=control0 q_typed_reliable_context=1.164433 sequence=197.456022
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=106 node=N7541 type=control0 q_typed_reliable_context=1.016813 sequence=198.472835
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=107 node=N7537 type=observe q_typed_reliable_context=0.966548 sequence=199.439384
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=108 node=N7534 type=observe q_typed_reliable_context=1.103749 sequence=200.543133
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=109 node=N7518 type=observe q_typed_reliable_context=1.929603 sequence=202.472736
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=110 node=N7535 type=observe q_typed_reliable_context=2.039116 sequence=204.511852
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=111 node=N785 type=observe q_typed_reliable_context=0.901262 sequence=205.413115
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=112 node=N510 type=control1 q_typed_reliable_context=5.734371 sequence=211.147485
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=113 node=N7846 type=control0 q_typed_reliable_context=1.075520 sequence=212.223005
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=114 node=N634 type=control1 q_typed_reliable_context=1.110929 sequence=213.333934
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=115 node=N2580 type=control1 q_typed_reliable_context=1.133725 sequence=214.467659
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=116 node=N5627 type=observe q_typed_reliable_context=0.971500 sequence=215.439159
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=117 node=N578 type=observe q_typed_reliable_context=1.679319 sequence=217.118478
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=118 node=N2040 type=observe q_typed_reliable_context=1.380396 sequence=218.498874
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=119 node=N620 type=control1 q_typed_reliable_context=1.506912 sequence=220.005786
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=120 node=N614 type=control1 q_typed_reliable_context=1.572225 sequence=221.578011
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=121 node=N610 type=control1 q_typed_reliable_context=1.724310 sequence=223.302321
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=122 node=N638 type=control1 q_typed_reliable_context=1.896574 sequence=225.198895
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=123 node=N3410 type=control1 q_typed_reliable_context=2.163074 sequence=227.361970
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=124 node=N3180 type=control1 q_typed_reliable_context=1.832501 sequence=229.194471
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=125 node=N7424 type=control1 q_typed_reliable_context=1.586984 sequence=230.781455
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=126 node=N3237 type=control1 q_typed_reliable_context=1.342298 sequence=232.123752
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=127 node=N7847 type=control0 q_typed_reliable_context=0.856624 sequence=232.980377
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=128 node=N5878 type=observe q_typed_reliable_context=0.422834 sequence=233.403210
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=129 node=N7853 type=control0 q_typed_reliable_context=1.111492 sequence=234.514702
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=130 node=N7852 type=control0 q_typed_reliable_context=1.221301 sequence=235.736003
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=131 node=N645 type=control1 q_typed_reliable_context=1.718568 sequence=237.454570
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=2.100800 sequence=239.555371
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=133 node=N7726 type=control0 q_typed_reliable_context=1.193854 sequence=240.749224
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=134 node=N7727 type=control0 q_typed_reliable_context=1.099572 sequence=241.848796
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_reliable_context=1.831359 sequence=243.680155
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=136 node=N3295 type=control1 q_typed_reliable_context=2.029954 sequence=245.710109
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=137 node=N7453 type=observe q_typed_reliable_context=1.231380 sequence=246.941489
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=138 node=N7500 type=observe q_typed_reliable_context=1.656078 sequence=248.597567
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=139 node=N630 type=control1 q_typed_reliable_context=3.067466 sequence=251.665033
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=140 node=N6538 type=observe q_typed_reliable_context=0.924640 sequence=252.589672
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=141 node=N694 type=observe q_typed_reliable_context=2.981124 sequence=255.570797
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_reliable_context=2.542702 sequence=258.113499
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=143 node=N649 type=control1 q_typed_reliable_context=2.316061 sequence=260.429560
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=144 node=N7401 type=observe q_typed_reliable_context=1.418965 sequence=261.848525
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=145 node=N2102 type=observe q_typed_reliable_context=1.488526 sequence=263.337051
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=146 node=N3124 type=control1 q_typed_reliable_context=1.266013 sequence=264.603064
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=147 node=N3352 type=control1 q_typed_reliable_context=1.573622 sequence=266.176687
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_reliable_context=1.364483 sequence=267.541170
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=149 node=N7679 type=observe q_typed_reliable_context=1.247547 sequence=268.788717
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=150 node=N1607 type=control1 q_typed_reliable_context=1.359938 sequence=270.148655
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=151 node=N647 type=control1 q_typed_reliable_context=1.388499 sequence=271.537154
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=152 node=N7854 type=control0 q_typed_reliable_context=1.146192 sequence=272.683346
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=153 node=N1586 type=control1 q_typed_reliable_context=2.694140 sequence=275.377486
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=154 node=N3467 type=control1 q_typed_reliable_context=5.609199 sequence=280.986685
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=155 node=N7465 type=observe q_typed_reliable_context=2.154400 sequence=283.141085
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=156 node=N2652 type=control1 q_typed_reliable_context=2.067138 sequence=285.208222
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=157 node=N5617 type=observe q_typed_reliable_context=1.881645 sequence=287.089868
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=158 node=N2721 type=control1 q_typed_reliable_context=1.757984 sequence=288.847852
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=159 node=N2894 type=control1 q_typed_reliable_context=2.011941 sequence=290.859792
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=160 node=N2952 type=control1 q_typed_reliable_context=2.396372 sequence=293.256164
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=161 node=N7613 type=observe q_typed_reliable_context=1.719844 sequence=294.976009
[b15-r9/horizon_joint_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=162 node=N2149 type=observe q_typed_reliable_context=1.610798 sequence=296.586807
