[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_only_late/best_final_horizon/alpha_0p20_decay_128
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 budgets=iscas99__b15_1:278
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_only_late/a0.20/d128] [gmean] 2026-07-21T16:29:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=21 node=N4656 type=control0 q_typed_reliable_context=3.670485 sequence=40.389677
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.747357 sequence=43.137035
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=23 node=N1853 type=observe q_typed_reliable_context=2.762221 sequence=45.899256
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.366865 sequence=48.266121
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.726323 sequence=49.992443
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=26 node=N582 type=control1 q_typed_reliable_context=1.553827 sequence=51.546271
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=1.032978 sequence=52.579249
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=28 node=N5723 type=control0 q_typed_reliable_context=0.981214 sequence=53.560463
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=29 node=N1532 type=observe q_typed_reliable_context=0.543840 sequence=54.104303
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.736852 sequence=54.841155
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.298839 sequence=55.139994
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=32 node=N576 type=observe q_typed_reliable_context=1.414333 sequence=56.554327
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=33 node=N4670 type=control0 q_typed_reliable_context=2.226622 sequence=58.780949
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=34 node=N7411 type=control1 q_typed_reliable_context=0.326752 sequence=59.107701
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=35 node=N7413 type=control1 q_typed_reliable_context=0.588352 sequence=59.696053
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=36 node=N7891 type=control1 q_typed_reliable_context=0.344572 sequence=60.040625
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=37 node=N3701 type=control0 q_typed_reliable_context=0.252433 sequence=60.293058
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=38 node=N2314 type=control1 q_typed_reliable_context=1.006814 sequence=61.299871
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=39 node=N4691 type=control0 q_typed_reliable_context=3.517618 sequence=64.817489
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=40 node=N4663 type=control0 q_typed_reliable_context=2.946083 sequence=67.763572
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=41 node=N4677 type=control0 q_typed_reliable_context=2.404341 sequence=70.167913
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=42 node=N713 type=observe q_typed_reliable_context=2.221193 sequence=72.389105
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=43 node=N4684 type=control0 q_typed_reliable_context=2.611674 sequence=75.000779
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=44 node=N4649 type=control0 q_typed_reliable_context=1.944142 sequence=76.944921
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=45 node=N8470 type=observe q_typed_reliable_context=2.094094 sequence=79.039015
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=46 node=N4698 type=control0 q_typed_reliable_context=1.601271 sequence=80.640286
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=47 node=N724 type=observe q_typed_reliable_context=1.476196 sequence=82.116482
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=48 node=N4635 type=control0 q_typed_reliable_context=1.752167 sequence=83.868649
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=49 node=N4705 type=control0 q_typed_reliable_context=1.459585 sequence=85.328234
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=50 node=N6537 type=observe q_typed_reliable_context=0.987141 sequence=86.315375
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=51 node=N2044 type=observe q_typed_reliable_context=1.063315 sequence=87.378689
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=52 node=N2042 type=observe q_typed_reliable_context=1.208918 sequence=88.587608
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=53 node=N2040 type=observe q_typed_reliable_context=1.212486 sequence=89.800093
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=54 node=N4712 type=control0 q_typed_reliable_context=1.830606 sequence=91.630699
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=55 node=N899 type=observe q_typed_reliable_context=1.398362 sequence=93.029061
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=56 node=N4716 type=control0 q_typed_reliable_context=1.837590 sequence=94.866651
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=57 node=N519 type=control1 q_typed_reliable_context=1.635471 sequence=96.502122
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=58 node=N7537 type=observe q_typed_reliable_context=1.682657 sequence=98.184780
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=59 node=N7370 type=control1 q_typed_reliable_context=1.368150 sequence=99.552930
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=60 node=N7506 type=observe q_typed_reliable_context=2.708161 sequence=102.261091
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=61 node=N513 type=control1 q_typed_reliable_context=2.513141 sequence=104.774232
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=62 node=N7532 type=observe q_typed_reliable_context=1.450284 sequence=106.224516
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=63 node=N7535 type=observe q_typed_reliable_context=2.472481 sequence=108.696997
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=64 node=N504 type=control1 q_typed_reliable_context=3.760481 sequence=112.457478
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=65 node=N7471 type=control0 q_typed_reliable_context=3.284784 sequence=115.742262
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=66 node=N7534 type=observe q_typed_reliable_context=2.889733 sequence=118.631995
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=67 node=N3911 type=control0 q_typed_reliable_context=3.797412 sequence=122.429407
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=68 node=N7875 type=control1 q_typed_reliable_context=5.042487 sequence=127.471894
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=69 node=N3904 type=control0 q_typed_reliable_context=3.880024 sequence=131.351918
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=70 node=N2580 type=control1 q_typed_reliable_context=4.623137 sequence=135.975055
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=71 node=N7518 type=observe q_typed_reliable_context=3.730779 sequence=139.705834
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=72 node=N3897 type=control0 q_typed_reliable_context=2.544313 sequence=142.250147
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=1.197573 sequence=143.447719
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=74 node=N3862 type=control0 q_typed_reliable_context=1.686479 sequence=145.134199
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=75 node=N516 type=control1 q_typed_reliable_context=2.513268 sequence=147.647467
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=76 node=N7722 type=control0 q_typed_reliable_context=2.550395 sequence=150.197862
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=77 node=N3855 type=control0 q_typed_reliable_context=1.266645 sequence=151.464507
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=78 node=N3848 type=control0 q_typed_reliable_context=3.386752 sequence=154.851259
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=79 node=N3841 type=control0 q_typed_reliable_context=4.491669 sequence=159.342927
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=80 node=N3827 type=control0 q_typed_reliable_context=5.571647 sequence=164.914574
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=81 node=N3820 type=control0 q_typed_reliable_context=5.531361 sequence=170.445935
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=82 node=N3813 type=control0 q_typed_reliable_context=5.537156 sequence=175.983091
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=83 node=N3799 type=control0 q_typed_reliable_context=5.538806 sequence=181.521897
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=84 node=N3792 type=control0 q_typed_reliable_context=3.947322 sequence=185.469219
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=85 node=N3785 type=control0 q_typed_reliable_context=3.099294 sequence=188.568513
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=86 node=N4606 type=control0 q_typed_reliable_context=2.711970 sequence=191.280483
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=87 node=N4564 type=control0 q_typed_reliable_context=2.573273 sequence=193.853757
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=88 node=N4520 type=control0 q_typed_reliable_context=2.508690 sequence=196.362447
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=89 node=N4557 type=control0 q_typed_reliable_context=2.260529 sequence=198.622976
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=90 node=N2083 type=observe q_typed_reliable_context=2.088205 sequence=200.711181
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=91 node=N704 type=observe q_typed_reliable_context=3.724186 sequence=204.435367
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=92 node=N3903 type=control0 q_typed_reliable_context=2.423306 sequence=206.858673
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=93 node=N3896 type=control0 q_typed_reliable_context=2.117377 sequence=208.976050
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=94 node=N7725 type=control0 q_typed_reliable_context=2.022921 sequence=210.998971
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=2.201107 sequence=213.200078
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=96 node=N556 type=control1 q_typed_reliable_context=2.564150 sequence=215.764228
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=97 node=N3889 type=control0 q_typed_reliable_context=1.827402 sequence=217.591630
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=98 node=N3882 type=control0 q_typed_reliable_context=1.486923 sequence=219.078553
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=99 node=N3805 type=control0 q_typed_reliable_context=1.225637 sequence=220.304190
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=100 node=N7820 type=control0 q_typed_reliable_context=1.123798 sequence=221.427988
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=101 node=N6538 type=observe q_typed_reliable_context=2.019714 sequence=223.447702
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=102 node=N520 type=control1 q_typed_reliable_context=1.880090 sequence=225.327792
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=103 node=N2106 type=observe q_typed_reliable_context=3.435183 sequence=228.762975
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=104 node=N555 type=control1 q_typed_reliable_context=1.521118 sequence=230.284093
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=0.727437 sequence=231.011530
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=106 node=N4585 type=control0 q_typed_reliable_context=0.967496 sequence=231.979027
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=107 node=N7408 type=control0 q_typed_reliable_context=1.266321 sequence=233.245348
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=108 node=N7541 type=control0 q_typed_reliable_context=1.333324 sequence=234.578672
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=109 node=N7590 type=control1 q_typed_reliable_context=1.962787 sequence=236.541459
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=110 node=N4578 type=control0 q_typed_reliable_context=1.688528 sequence=238.229987
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=111 node=N7727 type=control0 q_typed_reliable_context=0.827512 sequence=239.057498
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=112 node=N1533 type=control1 q_typed_reliable_context=1.046236 sequence=240.103734
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=113 node=N7734 type=control0 q_typed_reliable_context=0.754165 sequence=240.857899
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=114 node=N3681 type=control0 q_typed_reliable_context=1.493426 sequence=242.351326
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=115 node=N614 type=control1 q_typed_reliable_context=0.916902 sequence=243.268228
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=116 node=N3410 type=control1 q_typed_reliable_context=1.178504 sequence=244.446732
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=117 node=N785 type=observe q_typed_reliable_context=1.018148 sequence=245.464880
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=118 node=N3180 type=control1 q_typed_reliable_context=1.487978 sequence=246.952858
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=119 node=N7732 type=control0 q_typed_reliable_context=1.324406 sequence=248.277263
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=120 node=N7424 type=control1 q_typed_reliable_context=1.352138 sequence=249.629401
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=121 node=N610 type=control1 q_typed_reliable_context=1.834933 sequence=251.464334
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=122 node=N7731 type=control0 q_typed_reliable_context=0.837843 sequence=252.302177
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=123 node=N7730 type=control0 q_typed_reliable_context=1.179170 sequence=253.481347
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=124 node=N620 type=control1 q_typed_reliable_context=1.328768 sequence=254.810115
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=125 node=N638 type=control1 q_typed_reliable_context=1.289886 sequence=256.100001
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=126 node=N7729 type=control0 q_typed_reliable_context=1.028817 sequence=257.128819
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_reliable_context=1.143117 sequence=258.271936
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=128 node=N616 type=control1 q_typed_reliable_context=1.494738 sequence=259.766674
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=129 node=N7728 type=control0 q_typed_reliable_context=2.093305 sequence=261.859979
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=130 node=N636 type=control1 q_typed_reliable_context=1.604771 sequence=263.464749
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=131 node=N7726 type=control0 q_typed_reliable_context=1.941246 sequence=265.405995
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=132 node=N3467 type=control1 q_typed_reliable_context=1.368420 sequence=266.774415
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=133 node=N630 type=control1 q_typed_reliable_context=1.407234 sequence=268.181649
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=134 node=N7852 type=control0 q_typed_reliable_context=0.852999 sequence=269.034648
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=135 node=N7465 type=observe q_typed_reliable_context=0.496189 sequence=269.530837
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=136 node=N649 type=control1 q_typed_reliable_context=1.035336 sequence=270.566173
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=137 node=N642 type=control1 q_typed_reliable_context=1.667283 sequence=272.233456
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=138 node=N3525 type=control1 q_typed_reliable_context=2.199615 sequence=274.433071
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=139 node=N3295 type=control1 q_typed_reliable_context=1.312550 sequence=275.745621
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=140 node=N1607 type=control1 q_typed_reliable_context=0.798799 sequence=276.544420
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=141 node=N647 type=control1 q_typed_reliable_context=0.871196 sequence=277.415617
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=142 node=N578 type=observe q_typed_reliable_context=0.731875 sequence=278.147492
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=143 node=N7500 type=observe q_typed_reliable_context=0.572757 sequence=278.720249
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=144 node=N7846 type=control0 q_typed_reliable_context=0.805671 sequence=279.525920
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=145 node=N7453 type=observe q_typed_reliable_context=0.874909 sequence=280.400828
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=146 node=N7847 type=control0 q_typed_reliable_context=0.763914 sequence=281.164743
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=147 node=N3237 type=control1 q_typed_reliable_context=0.881069 sequence=282.045812
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=148 node=N1586 type=control1 q_typed_reliable_context=0.815945 sequence=282.861757
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=149 node=N5627 type=observe q_typed_reliable_context=0.730764 sequence=283.592521
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=150 node=N5878 type=observe q_typed_reliable_context=1.505913 sequence=285.098434
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=151 node=N694 type=observe q_typed_reliable_context=0.721527 sequence=285.819961
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=152 node=N7721 type=control0 q_typed_reliable_context=1.381017 sequence=287.200978
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=153 node=N7853 type=control0 q_typed_reliable_context=1.110446 sequence=288.311424
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=154 node=N7735 type=control0 q_typed_reliable_context=2.241571 sequence=290.552995
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=155 node=N7733 type=control0 q_typed_reliable_context=2.084047 sequence=292.637042
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=156 node=N2952 type=control1 q_typed_reliable_context=2.047491 sequence=294.684534
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=157 node=N7402 type=observe q_typed_reliable_context=1.192817 sequence=295.877351
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=158 node=N2102 type=observe q_typed_reliable_context=2.015232 sequence=297.892582
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=159 node=N7624 type=observe q_typed_reliable_context=1.403341 sequence=299.295923
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=160 node=N5876 type=observe q_typed_reliable_context=0.998760 sequence=300.294683
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=161 node=N5867 type=observe q_typed_reliable_context=1.836117 sequence=302.130801
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=162 node=N5617 type=observe q_typed_reliable_context=1.518163 sequence=303.648963
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=163 node=N7680 type=observe q_typed_reliable_context=2.904938 sequence=306.553901
[b15-r9/horizon_only_late/a0.20/d128] [plan iscas99__b15_1] [plan] step=164 node=N6948 type=observe q_typed_reliable_context=1.209541 sequence=307.763442
