[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p05_decay_64
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.05/d64] [gmean] 2026-07-21T16:29:47 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=48 node=N4670 type=control0 q_typed_reliable_context=1.351933 sequence=79.842040
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295066 sequence=81.137106
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=50 node=N8470 type=observe q_typed_reliable_context=1.569474 sequence=82.706580
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.919409 sequence=83.625989
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_reliable_context=0.927999 sequence=84.553988
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.949067 sequence=85.503054
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_reliable_context=0.936644 sequence=86.439698
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=55 node=N3701 type=control0 q_typed_reliable_context=0.932572 sequence=87.372271
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_reliable_context=0.880617 sequence=88.252888
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.874381 sequence=89.127269
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=58 node=N4585 type=control0 q_typed_reliable_context=0.865081 sequence=89.992350
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=59 node=N5603 type=control0 q_typed_reliable_context=0.897994 sequence=90.890344
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=60 node=N3889 type=control0 q_typed_reliable_context=0.890015 sequence=91.780359
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_reliable_context=0.873579 sequence=92.653938
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=62 node=N2083 type=observe q_typed_reliable_context=1.035344 sequence=93.689282
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.370177 sequence=95.059459
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_reliable_context=0.840630 sequence=95.900089
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=1.094691 sequence=96.994780
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.096102 sequence=98.090882
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=0.810026 sequence=98.900908
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=0.811095 sequence=99.712003
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=69 node=N899 type=observe q_typed_reliable_context=1.037665 sequence=100.749669
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=70 node=N519 type=control1 q_typed_reliable_context=1.140539 sequence=101.890207
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=71 node=N2042 type=observe q_typed_reliable_context=1.083222 sequence=102.973429
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=72 node=N504 type=control1 q_typed_reliable_context=1.263691 sequence=104.237119
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_reliable_context=0.892366 sequence=105.129485
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=74 node=N5234 type=observe q_typed_reliable_context=1.001160 sequence=106.130646
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=75 node=N7590 type=control1 q_typed_reliable_context=0.835469 sequence=106.966115
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=76 node=N520 type=control1 q_typed_reliable_context=1.666600 sequence=108.632715
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=77 node=N516 type=control1 q_typed_reliable_context=1.362054 sequence=109.994769
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=1.642885 sequence=111.637653
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=79 node=N1539 type=control0 q_typed_reliable_context=1.286984 sequence=112.924637
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=80 node=N4578 type=control0 q_typed_reliable_context=1.189529 sequence=114.114167
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=81 node=N7724 type=control0 q_typed_reliable_context=1.213273 sequence=115.327440
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=82 node=N7471 type=control0 q_typed_reliable_context=1.493830 sequence=116.821270
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=83 node=N7588 type=control1 q_typed_reliable_context=1.273565 sequence=118.094835
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=84 node=N3903 type=control0 q_typed_reliable_context=0.485611 sequence=118.580446
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=85 node=N7890 type=control1 q_typed_reliable_context=1.671727 sequence=120.252172
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=86 node=N7891 type=control1 q_typed_reliable_context=2.528172 sequence=122.780344
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=87 node=N7888 type=control1 q_typed_reliable_context=1.889432 sequence=124.669776
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=88 node=N7886 type=control1 q_typed_reliable_context=2.726350 sequence=127.396126
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=89 node=N7889 type=control1 q_typed_reliable_context=1.570640 sequence=128.966766
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=0.985032 sequence=129.951798
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=91 node=N4564 type=control0 q_typed_reliable_context=0.755105 sequence=130.706903
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=92 node=N4520 type=control0 q_typed_reliable_context=2.326976 sequence=133.033879
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=93 node=N7854 type=control0 q_typed_reliable_context=2.658484 sequence=135.692363
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=94 node=N7725 type=control0 q_typed_reliable_context=1.205114 sequence=136.897477
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=95 node=N507 type=control1 q_typed_reliable_context=1.075341 sequence=137.972818
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_reliable_context=2.044443 sequence=140.017261
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_reliable_context=2.064285 sequence=142.081546
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=98 node=N7541 type=control0 q_typed_reliable_context=1.253132 sequence=143.334678
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=99 node=N3848 type=control0 q_typed_reliable_context=1.067221 sequence=144.401898
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=100 node=N614 type=control1 q_typed_reliable_context=1.240754 sequence=145.642652
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=101 node=N704 type=observe q_typed_reliable_context=1.756763 sequence=147.399416
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=1.703875 sequence=149.103291
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=103 node=N634 type=control1 q_typed_reliable_context=1.442588 sequence=150.545879
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=104 node=N3827 type=control0 q_typed_reliable_context=1.925146 sequence=152.471025
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=105 node=N610 type=control1 q_typed_reliable_context=1.995395 sequence=154.466420
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=106 node=N3813 type=control0 q_typed_reliable_context=1.856506 sequence=156.322926
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=107 node=N620 type=control1 q_typed_reliable_context=1.687102 sequence=158.010028
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=108 node=N3820 type=control0 q_typed_reliable_context=1.547947 sequence=159.557975
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=109 node=N638 type=control1 q_typed_reliable_context=1.728191 sequence=161.286166
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=110 node=N3799 type=control0 q_typed_reliable_context=1.578199 sequence=162.864365
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=111 node=N7852 type=control0 q_typed_reliable_context=1.519529 sequence=164.383894
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=112 node=N3792 type=control0 q_typed_reliable_context=1.592099 sequence=165.975993
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=113 node=N7820 type=control0 q_typed_reliable_context=1.606464 sequence=167.582457
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=114 node=N4557 type=control0 q_typed_reliable_context=1.851899 sequence=169.434356
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=115 node=N722 type=observe q_typed_reliable_context=3.095137 sequence=172.529492
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=116 node=N3785 type=control0 q_typed_reliable_context=1.629059 sequence=174.158551
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=117 node=N7721 type=control0 q_typed_reliable_context=1.647335 sequence=175.805886
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=118 node=N555 type=control1 q_typed_reliable_context=1.428683 sequence=177.234569
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=1.915918 sequence=179.150486
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=120 node=N7370 type=control1 q_typed_reliable_context=1.807645 sequence=180.958131
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=121 node=N3896 type=control0 q_typed_reliable_context=2.695866 sequence=183.653998
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=122 node=N7846 type=control0 q_typed_reliable_context=4.846305 sequence=188.500303
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=123 node=N3682 type=control0 q_typed_reliable_context=3.702732 sequence=192.203034
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=124 node=N7853 type=control0 q_typed_reliable_context=5.157769 sequence=197.360803
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=125 node=N556 type=control1 q_typed_reliable_context=1.673755 sequence=199.034558
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=126 node=N7518 type=observe q_typed_reliable_context=2.425184 sequence=201.459742
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_reliable_context=1.425176 sequence=202.884919
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=128 node=N2040 type=observe q_typed_reliable_context=2.716493 sequence=205.601411
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=129 node=N7421 type=control1 q_typed_reliable_context=1.953239 sequence=207.554651
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=1.639137 sequence=209.193787
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=131 node=N7535 type=observe q_typed_reliable_context=1.975806 sequence=211.169593
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=2.015395 sequence=213.184988
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=133 node=N7534 type=observe q_typed_reliable_context=2.258967 sequence=215.443956
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=2.017430 sequence=217.461386
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=135 node=N7532 type=observe q_typed_reliable_context=1.492315 sequence=218.953702
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=136 node=N630 type=control1 q_typed_reliable_context=1.352796 sequence=220.306498
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=137 node=N3295 type=control1 q_typed_reliable_context=1.363995 sequence=221.670493
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=138 node=N785 type=observe q_typed_reliable_context=2.422516 sequence=224.093009
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_reliable_context=1.496756 sequence=225.589765
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=140 node=N642 type=control1 q_typed_reliable_context=1.657837 sequence=227.247602
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=141 node=N1552 type=observe q_typed_reliable_context=2.086008 sequence=229.333610
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=2.515601 sequence=231.849211
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=143 node=N5867 type=observe q_typed_reliable_context=1.609240 sequence=233.458452
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=144 node=N2157 type=observe q_typed_reliable_context=4.208494 sequence=237.666945
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_reliable_context=5.766164 sequence=243.433109
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=146 node=N647 type=control1 q_typed_reliable_context=2.220872 sequence=245.653981
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_reliable_context=3.863170 sequence=249.517151
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=148 node=N7402 type=observe q_typed_reliable_context=5.202428 sequence=254.719579
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=3.828837 sequence=258.548415
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=150 node=N2102 type=observe q_typed_reliable_context=4.274873 sequence=262.823289
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=4.387404 sequence=267.210692
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=152 node=N7626 type=observe q_typed_reliable_context=4.106712 sequence=271.317404
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=153 node=N7482 type=observe q_typed_reliable_context=4.323680 sequence=275.641085
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=154 node=N2580 type=control1 q_typed_reliable_context=6.834469 sequence=282.475554
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=5.119268 sequence=287.594822
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=156 node=N4521 type=observe q_typed_reliable_context=1.161589 sequence=288.756410
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=157 node=N7624 type=observe q_typed_reliable_context=1.429533 sequence=290.185943
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=158 node=N7465 type=observe q_typed_reliable_context=0.776718 sequence=290.962662
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=159 node=N5627 type=observe q_typed_reliable_context=3.854437 sequence=294.817098
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=160 node=N5617 type=observe q_typed_reliable_context=2.875169 sequence=297.692267
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=161 node=N3467 type=control1 q_typed_reliable_context=1.154067 sequence=298.846335
[b15-r9/horizon_joint_late/a0.05/d64] [plan iscas99__b15_1] [plan] step=162 node=N3410 type=control1 q_typed_reliable_context=1.209915 sequence=300.056249
