[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 out_dir=autoresearch/loop-260720-0945/model_training_round9/b15_selection/horizon_joint_late/best_final_horizon/alpha_0p10_decay_128
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 budgets=iscas99__b15_1:278
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r9/horizon_joint_late/a0.10/d128] [gmean] 2026-07-21T16:34:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.504421
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=65 node=N4716 type=control0 q_typed_reliable_context=0.922478 sequence=104.426899
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=66 node=N4712 type=control0 q_typed_reliable_context=1.032011 sequence=105.458911
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.057601 sequence=106.516512
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.969531 sequence=107.486043
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.955183 sequence=108.441226
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406362 sequence=109.847588
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.799865 sequence=110.647453
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.247627 sequence=111.895080
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.755535 sequence=112.650614
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391697 sequence=114.042312
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.771419 sequence=114.813731
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.556731 sequence=116.370461
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.812578 sequence=117.183039
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=78 node=N3840 type=control0 q_typed_reliable_context=0.856549 sequence=118.039589
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=79 node=N7722 type=control0 q_typed_reliable_context=1.129713 sequence=119.169302
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=80 node=N4578 type=control0 q_typed_reliable_context=1.253246 sequence=120.422548
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=81 node=N899 type=observe q_typed_reliable_context=1.259468 sequence=121.682017
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=82 node=N7532 type=observe q_typed_reliable_context=0.807431 sequence=122.489448
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=83 node=N7535 type=observe q_typed_reliable_context=0.752412 sequence=123.241860
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=84 node=N7537 type=observe q_typed_reliable_context=0.754759 sequence=123.996619
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=85 node=N7534 type=observe q_typed_reliable_context=0.723443 sequence=124.720062
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=86 node=N555 type=control1 q_typed_reliable_context=1.344198 sequence=126.064259
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_reliable_context=0.747122 sequence=126.811381
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=88 node=N3903 type=control0 q_typed_reliable_context=0.825278 sequence=127.636659
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=89 node=N7518 type=observe q_typed_reliable_context=1.564334 sequence=129.200993
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=90 node=N7875 type=control1 q_typed_reliable_context=1.242948 sequence=130.443941
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=91 node=N4585 type=control0 q_typed_reliable_context=2.254633 sequence=132.698574
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=92 node=N7725 type=control0 q_typed_reliable_context=2.508873 sequence=135.207447
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=93 node=N7891 type=control1 q_typed_reliable_context=2.922183 sequence=138.129630
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=94 node=N7588 type=control1 q_typed_reliable_context=2.599279 sequence=140.728909
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=1.558267 sequence=142.287176
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=96 node=N556 type=control1 q_typed_reliable_context=1.765807 sequence=144.052983
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=97 node=N713 type=observe q_typed_reliable_context=3.492818 sequence=147.545801
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=98 node=N3820 type=control0 q_typed_reliable_context=1.464776 sequence=149.010577
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=99 node=N3792 type=control0 q_typed_reliable_context=1.755837 sequence=150.766414
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=100 node=N7721 type=control0 q_typed_reliable_context=2.409765 sequence=153.176179
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=101 node=N4564 type=control0 q_typed_reliable_context=1.369524 sequence=154.545704
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_reliable_context=1.258009 sequence=155.803713
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_reliable_context=1.447123 sequence=157.250835
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=104 node=N7887 type=control1 q_typed_reliable_context=1.790037 sequence=159.040872
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=105 node=N7888 type=control1 q_typed_reliable_context=2.208157 sequence=161.249029
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=106 node=N510 type=control1 q_typed_reliable_context=2.219444 sequence=163.468472
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=107 node=N3785 type=control0 q_typed_reliable_context=1.976588 sequence=165.445061
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=108 node=N3827 type=control0 q_typed_reliable_context=2.006246 sequence=167.451307
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=109 node=N7541 type=control0 q_typed_reliable_context=2.296412 sequence=169.747719
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=110 node=N7590 type=control1 q_typed_reliable_context=2.018588 sequence=171.766307
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=111 node=N7890 type=control1 q_typed_reliable_context=1.786911 sequence=173.553218
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=112 node=N3813 type=control0 q_typed_reliable_context=2.230652 sequence=175.783870
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=113 node=N4557 type=control0 q_typed_reliable_context=2.088128 sequence=177.871998
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=3.753766 sequence=181.625764
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=115 node=N3799 type=control0 q_typed_reliable_context=2.294048 sequence=183.919813
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=116 node=N4520 type=control0 q_typed_reliable_context=1.972823 sequence=185.892636
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=117 node=N7853 type=control0 q_typed_reliable_context=2.137391 sequence=188.030027
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=118 node=N3896 type=control0 q_typed_reliable_context=1.881880 sequence=189.911906
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=119 node=N7885 type=control1 q_typed_reliable_context=2.369211 sequence=192.281117
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=120 node=N7886 type=control1 q_typed_reliable_context=4.859836 sequence=197.140952
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=121 node=N3682 type=control0 q_typed_reliable_context=5.911234 sequence=203.052187
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=122 node=N7847 type=control0 q_typed_reliable_context=5.820503 sequence=208.872689
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=123 node=N7820 type=control0 q_typed_reliable_context=4.112469 sequence=212.985159
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=124 node=N7421 type=control1 q_typed_reliable_context=2.329954 sequence=215.315112
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=125 node=N7852 type=control0 q_typed_reliable_context=2.948414 sequence=218.263527
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=126 node=N7370 type=control1 q_typed_reliable_context=3.102581 sequence=221.366108
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_reliable_context=3.930437 sequence=225.296544
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=128 node=N620 type=control1 q_typed_reliable_context=3.466532 sequence=228.763077
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=129 node=N3410 type=control1 q_typed_reliable_context=3.210946 sequence=231.974023
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=130 node=N3180 type=control1 q_typed_reliable_context=2.371054 sequence=234.345077
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=131 node=N785 type=observe q_typed_reliable_context=1.673759 sequence=236.018836
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=1.921805 sequence=237.940641
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=133 node=N2040 type=observe q_typed_reliable_context=5.757452 sequence=243.698093
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=134 node=N638 type=control1 q_typed_reliable_context=5.873211 sequence=249.571304
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=135 node=N3295 type=control1 q_typed_reliable_context=3.585151 sequence=253.156455
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=136 node=N630 type=control1 q_typed_reliable_context=3.093642 sequence=256.250098
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=3.198534 sequence=259.448631
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=138 node=N614 type=control1 q_typed_reliable_context=3.043610 sequence=262.492242
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=139 node=N649 type=control1 q_typed_reliable_context=5.477718 sequence=267.969960
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=140 node=N3525 type=control1 q_typed_reliable_context=2.377086 sequence=270.347046
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=141 node=N578 type=observe q_typed_reliable_context=5.923563 sequence=276.270609
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_reliable_context=4.089783 sequence=280.360393
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=143 node=N636 type=control1 q_typed_reliable_context=4.412396 sequence=284.772788
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=144 node=N647 type=control1 q_typed_reliable_context=1.949025 sequence=286.721813
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=145 node=N1586 type=control1 q_typed_reliable_context=2.829703 sequence=289.551516
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=146 node=N634 type=control1 q_typed_reliable_context=5.138060 sequence=294.689576
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=147 node=N2580 type=control1 q_typed_reliable_context=4.465360 sequence=299.154937
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=148 node=N610 type=control1 q_typed_reliable_context=3.717092 sequence=302.872029
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=7.270203 sequence=310.142231
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=150 node=N2721 type=control1 q_typed_reliable_context=6.829147 sequence=316.971378
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=151 node=N1552 type=observe q_typed_reliable_context=3.531144 sequence=320.502522
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=152 node=N2157 type=observe q_typed_reliable_context=6.476040 sequence=326.978562
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=153 node=N7402 type=observe q_typed_reliable_context=4.912203 sequence=331.890765
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=154 node=N2894 type=control1 q_typed_reliable_context=6.307588 sequence=338.198353
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=155 node=N2952 type=control1 q_typed_reliable_context=3.425419 sequence=341.623772
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=156 node=N2102 type=observe q_typed_reliable_context=6.152380 sequence=347.776152
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=157 node=N2779 type=control1 q_typed_reliable_context=0.754403 sequence=348.530555
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=158 node=N7500 type=observe q_typed_reliable_context=1.121452 sequence=349.652007
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=159 node=N7453 type=observe q_typed_reliable_context=1.144053 sequence=350.796060
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=160 node=N6534 type=observe q_typed_reliable_context=2.137374 sequence=352.933434
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=161 node=N5867 type=observe q_typed_reliable_context=1.261906 sequence=354.195340
[b15-r9/horizon_joint_late/a0.10/d128] [plan iscas99__b15_1] [plan] step=162 node=N7482 type=observe q_typed_reliable_context=1.217984 sequence=355.413324
