step,node,type,planner,candidate_strategy
134,N3352,control1,candidate_baseline,hard_fault_cluster
135,N2215,observe,candidate_baseline,hard_fault_cluster
136,N2717,control0,candidate_baseline,hard_fault_cluster
137,N3295,control1,candidate_baseline,hard_fault_cluster
138,N1874,observe,candidate_baseline,hard_fault_cluster
139,N3147,control0,candidate_baseline,hard_fault_cluster
140,N3124,control1,candidate_baseline,hard_fault_cluster
141,N2216,observe,candidate_baseline,hard_fault_cluster
142,N2760,control0,candidate_baseline,hard_fault_cluster
143,N3180,control1,candidate_baseline,hard_fault_cluster
144,N2219,observe,candidate_baseline,hard_fault_cluster
145,N2819,control0,candidate_baseline,hard_fault_cluster
146,N3237,control1,candidate_baseline,hard_fault_cluster
147,N2224,observe,candidate_baseline,hard_fault_cluster
148,N3162,control0,candidate_baseline,hard_fault_cluster
149,N2894,control1,candidate_baseline,hard_fault_cluster
150,N2205,observe,candidate_baseline,hard_fault_cluster
151,N3157,control0,candidate_baseline,hard_fault_cluster
152,N2779,control1,candidate_baseline,hard_fault_cluster
153,N2200,observe,candidate_baseline,hard_fault_cluster
154,N3142,control0,candidate_baseline,hard_fault_cluster
155,N2721,control1,candidate_baseline,hard_fault_cluster
156,N2184,observe,candidate_baseline,hard_fault_cluster
157,N3152,control0,candidate_baseline,hard_fault_cluster
158,N2652,control1,candidate_baseline,hard_fault_cluster
159,N1854,observe,candidate_baseline,hard_fault_cluster
160,N2971,control0,candidate_baseline,hard_fault_cluster
161,N2837,control1,candidate_baseline,hard_fault_cluster
162,N6666,observe,candidate_baseline,hard_fault_cluster
163,N2814,control0,candidate_baseline,hard_fault_cluster
164,N3009,control1,candidate_baseline,hard_fault_cluster
165,N1853,observe,candidate_baseline,hard_fault_cluster
166,N2809,control0,candidate_baseline,hard_fault_cluster
167,N3067,control1,candidate_baseline,hard_fault_cluster
168,N6673,observe,candidate_baseline,hard_fault_cluster
169,N2740,control0,candidate_baseline,hard_fault_cluster
170,N652,control1,candidate_baseline,hard_fault_cluster
171,N2244,observe,candidate_baseline,hard_fault_cluster
172,N2745,control0,candidate_baseline,hard_fault_cluster
173,N862,control1,candidate_baseline,hard_fault_cluster
174,N2203,observe,candidate_baseline,hard_fault_cluster
175,N2804,control0,candidate_baseline,hard_fault_cluster
176,N858,control1,candidate_baseline,hard_fault_cluster
177,N2223,observe,candidate_baseline,hard_fault_cluster
178,N2799,control0,candidate_baseline,hard_fault_cluster
179,N859,control1,candidate_baseline,hard_fault_cluster
180,N2269,observe,candidate_baseline,hard_fault_cluster
181,N2750,control0,candidate_baseline,hard_fault_cluster
182,N861,control1,candidate_baseline,hard_fault_cluster
183,N2272,observe,candidate_baseline,hard_fault_cluster
184,N2775,control0,candidate_baseline,hard_fault_cluster
185,N860,control1,candidate_baseline,hard_fault_cluster
186,N2253,observe,candidate_baseline,hard_fault_cluster
187,N2770,control0,candidate_baseline,hard_fault_cluster
188,N857,control1,candidate_baseline,hard_fault_cluster
189,N2256,observe,candidate_baseline,hard_fault_cluster
190,N2765,control0,candidate_baseline,hard_fault_cluster
191,N856,control1,candidate_baseline,hard_fault_cluster
192,N6727,observe,candidate_baseline,hard_fault_cluster
193,N2755,control0,candidate_baseline,hard_fault_cluster
194,N515,control1,candidate_baseline,hard_fault_cluster
195,N732,observe,candidate_baseline,hard_fault_cluster
196,N3444,control0,candidate_baseline,hard_fault_cluster
197,N7715,control1,candidate_baseline,hard_fault_cluster
198,N730,observe,candidate_baseline,hard_fault_cluster
199,N3497,control0,candidate_baseline,hard_fault_cluster
200,N8449,control1,candidate_baseline,hard_fault_cluster
201,N719,observe,candidate_baseline,hard_fault_cluster
202,N3492,control0,candidate_baseline,hard_fault_cluster
203,N2358,control1,candidate_baseline,hard_fault_cluster
204,N720,observe,candidate_baseline,hard_fault_cluster
205,N3487,control0,candidate_baseline,hard_fault_cluster
206,N1598,control1,candidate_baseline,hard_fault_cluster
207,N718,observe,candidate_baseline,hard_fault_cluster
208,N3464,control0,candidate_baseline,hard_fault_cluster
209,N5623,control1,candidate_baseline,hard_fault_cluster
210,N722,observe,candidate_baseline,hard_fault_cluster
211,N3459,control0,candidate_baseline,hard_fault_cluster
212,N7587,control1,candidate_baseline,hard_fault_cluster
213,N723,observe,candidate_baseline,hard_fault_cluster
214,N3454,control0,candidate_baseline,hard_fault_cluster
215,N5620,control1,candidate_baseline,hard_fault_cluster
216,N724,observe,candidate_baseline,hard_fault_cluster
217,N2697,control0,candidate_baseline,hard_fault_cluster
218,N2332,control1,candidate_baseline,hard_fault_cluster
219,N725,observe,candidate_baseline,hard_fault_cluster
220,N3449,control0,candidate_baseline,hard_fault_cluster
221,N514,control1,candidate_baseline,hard_fault_cluster
222,N717,observe,candidate_baseline,hard_fault_cluster
223,N3502,control0,candidate_baseline,hard_fault_cluster
224,N886,control1,candidate_baseline,hard_fault_cluster
225,N735,observe,candidate_baseline,hard_fault_cluster
226,N3439,control0,candidate_baseline,hard_fault_cluster
227,N863,control1,candidate_baseline,hard_fault_cluster
228,N734,observe,candidate_baseline,hard_fault_cluster
229,N3434,control0,candidate_baseline,hard_fault_cluster
230,N2331,control1,candidate_baseline,hard_fault_cluster
231,N727,observe,candidate_baseline,hard_fault_cluster
232,N3429,control0,candidate_baseline,hard_fault_cluster
233,N2628,control1,candidate_baseline,hard_fault_cluster
234,N733,observe,candidate_baseline,hard_fault_cluster
235,N3407,control0,candidate_baseline,hard_fault_cluster
236,N4384,control1,candidate_baseline,hard_fault_cluster
237,N728,observe,candidate_baseline,hard_fault_cluster
238,N3402,control0,candidate_baseline,hard_fault_cluster
239,N1858,control1,candidate_baseline,hard_fault_cluster
240,N729,observe,candidate_baseline,hard_fault_cluster
241,N3397,control0,candidate_baseline,hard_fault_cluster
242,N7531,control1,candidate_baseline,hard_fault_cluster
243,N2258,observe,candidate_baseline,hard_fault_cluster
244,N2702,control0,candidate_baseline,hard_fault_cluster
245,N580,control1,candidate_baseline,hard_fault_cluster
246,N2210,observe,candidate_baseline,hard_fault_cluster
247,N3392,control0,candidate_baseline,hard_fault_cluster
248,N5617,control1,candidate_baseline,hard_fault_cluster
249,N7801,observe,candidate_baseline,hard_fault_cluster
250,N3507,control0,candidate_baseline,hard_fault_cluster
251,N2333,control1,candidate_baseline,hard_fault_cluster
252,N2208,observe,candidate_baseline,hard_fault_cluster
253,N3512,control0,candidate_baseline,hard_fault_cluster
254,N775,control1,candidate_baseline,hard_fault_cluster
255,N7108,observe,candidate_baseline,hard_fault_cluster
256,N3517,control0,candidate_baseline,hard_fault_cluster
257,N564,control1,candidate_baseline,hard_fault_cluster
258,N7452,observe,candidate_baseline,hard_fault_cluster
259,N3522,control0,candidate_baseline,hard_fault_cluster
260,N3660,control1,candidate_baseline,hard_fault_cluster
261,N7505,observe,candidate_baseline,hard_fault_cluster
262,N3544,control0,candidate_baseline,hard_fault_cluster
263,N522,control1,candidate_baseline,hard_fault_cluster
264,N2193,observe,candidate_baseline,hard_fault_cluster
265,N3549,control0,candidate_baseline,hard_fault_cluster
266,N7425,control1,candidate_baseline,hard_fault_cluster
267,N2191,observe,candidate_baseline,hard_fault_cluster
268,N3554,control0,candidate_baseline,hard_fault_cluster
269,N2338,control1,candidate_baseline,hard_fault_cluster
270,N2265,observe,candidate_baseline,hard_fault_cluster
271,N3559,control0,candidate_baseline,hard_fault_cluster
272,N1679,control1,candidate_baseline,hard_fault_cluster
273,N2267,observe,candidate_baseline,hard_fault_cluster
274,N2692,control0,candidate_baseline,hard_fault_cluster
275,N7511,control1,candidate_baseline,hard_fault_cluster
276,N2189,observe,candidate_baseline,hard_fault_cluster
277,N2687,control0,candidate_baseline,hard_fault_cluster
278,N618,control1,candidate_baseline,hard_fault_cluster
