[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:45:38 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=4.325567 sequence=92.653640
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.475738 sequence=97.129379
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.835027 sequence=101.964406
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N2040 type=observe q_typed_residual_context=5.204172 sequence=107.168578
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=6.367793 sequence=113.536371
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N7411 type=control1 q_typed_residual_context=4.500594 sequence=118.036965
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=3.761579 sequence=121.798544
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N2042 type=observe q_typed_residual_context=4.786345 sequence=126.584889
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N1532 type=observe q_typed_residual_context=6.616954 sequence=133.201843
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=6.367561 sequence=139.569404
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=6.038920 sequence=145.608324
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N7891 type=control1 q_typed_residual_context=5.908957 sequence=151.517281
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N2314 type=control1 q_typed_residual_context=5.287158 sequence=156.804439
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N7511 type=control1 q_typed_residual_context=4.557524 sequence=161.361964
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=4.340434 sequence=165.702397
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=6.122326 sequence=171.824723
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N7881 type=control1 q_typed_residual_context=4.430201 sequence=176.254925
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N7884 type=control1 q_typed_residual_context=4.626154 sequence=180.881078
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N7885 type=control1 q_typed_residual_context=4.888200 sequence=185.769278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N7886 type=control1 q_typed_residual_context=5.352425 sequence=191.121703
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N7887 type=control1 q_typed_residual_context=4.987187 sequence=196.108889
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N7888 type=control1 q_typed_residual_context=2.362956 sequence=198.471846
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N3903 type=control0 q_typed_residual_context=0.830874 sequence=199.302720
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N4663 type=control0 q_typed_residual_context=1.031628 sequence=200.334348
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N4656 type=control0 q_typed_residual_context=1.575711 sequence=201.910060
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N713 type=observe q_typed_residual_context=1.767022 sequence=203.677081
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N4670 type=control0 q_typed_residual_context=1.960278 sequence=205.637359
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N724 type=observe q_typed_residual_context=2.328559 sequence=207.965918
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N704 type=observe q_typed_residual_context=6.174046 sequence=214.139965
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3896 type=control0 q_typed_residual_context=0.876084 sequence=215.016048
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N4684 type=control0 q_typed_residual_context=0.976385 sequence=215.992433
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N4677 type=control0 q_typed_residual_context=1.349612 sequence=217.342045
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_residual_context=0.999642 sequence=218.341686
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_residual_context=1.004981 sequence=219.346667
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3805 type=control0 q_typed_residual_context=0.977537 sequence=220.324204
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N4606 type=control0 q_typed_residual_context=0.928603 sequence=221.252807
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N4585 type=control0 q_typed_residual_context=1.032516 sequence=222.285322
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N4578 type=control0 q_typed_residual_context=1.040645 sequence=223.325967
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4564 type=control0 q_typed_residual_context=1.004962 sequence=224.330929
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N4712 type=control0 q_typed_residual_context=0.957237 sequence=225.288167
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N4716 type=control0 q_typed_residual_context=0.945173 sequence=226.233340
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N4705 type=control0 q_typed_residual_context=1.188417 sequence=227.421757
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4698 type=control0 q_typed_residual_context=1.449299 sequence=228.871057
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N4691 type=control0 q_typed_residual_context=1.408354 sequence=230.279410
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N722 type=observe q_typed_residual_context=3.525289 sequence=233.804699
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N4557 type=control0 q_typed_residual_context=1.490174 sequence=235.294874
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N7471 type=control0 q_typed_residual_context=1.273647 sequence=236.568520
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7543 type=control0 q_typed_residual_context=1.669172 sequence=238.237692
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_residual_context=1.414069 sequence=239.651761
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N504 type=control1 q_typed_residual_context=1.424460 sequence=241.076221
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N7854 type=control0 q_typed_residual_context=1.601303 sequence=242.677524
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N7724 type=control0 q_typed_residual_context=1.445516 sequence=244.123040
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N2083 type=observe q_typed_residual_context=1.099510 sequence=245.222550
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N513 type=control1 q_typed_residual_context=2.283253 sequence=247.505804
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N516 type=control1 q_typed_residual_context=1.431373 sequence=248.937176
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N7890 type=control1 q_typed_residual_context=1.374574 sequence=250.311750
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7889 type=control1 q_typed_residual_context=1.697150 sequence=252.008900
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N3911 type=control0 q_typed_residual_context=1.278930 sequence=253.287831
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N1533 type=control1 q_typed_residual_context=1.028686 sequence=254.316517
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N520 type=control1 q_typed_residual_context=1.573771 sequence=255.890287
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N3722 type=control0 q_typed_residual_context=1.834735 sequence=257.725022
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7722 type=control0 q_typed_residual_context=3.074826 sequence=260.799848
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N3904 type=control0 q_typed_residual_context=2.452904 sequence=263.252753
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3897 type=control0 q_typed_residual_context=2.943055 sequence=266.195807
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N3862 type=control0 q_typed_residual_context=4.622520 sequence=270.818328
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N3855 type=control0 q_typed_residual_context=4.507610 sequence=275.325938
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N1411 type=control0 q_typed_residual_context=2.713184 sequence=278.039122
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=2.137104 sequence=280.176226
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N3840 type=control0 q_typed_residual_context=2.955226 sequence=283.131452
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7725 type=control0 q_typed_residual_context=3.885218 sequence=287.016670
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.175286 sequence=289.191956
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_residual_context=2.435508 sequence=291.627464
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_residual_context=3.144524 sequence=294.771988
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_residual_context=3.700841 sequence=298.472829
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7590 type=control1 q_typed_residual_context=5.416520 sequence=303.889349
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N555 type=control1 q_typed_residual_context=2.995892 sequence=306.885241
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N3848 type=control0 q_typed_residual_context=4.295366 sequence=311.180608
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7820 type=control0 q_typed_residual_context=4.375223 sequence=315.555831
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7370 type=control1 q_typed_residual_context=1.697276 sequence=317.253108
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N3827 type=control0 q_typed_residual_context=4.456785 sequence=321.709893
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N7588 type=control1 q_typed_residual_context=4.040834 sequence=325.750726
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N3820 type=control0 q_typed_residual_context=2.451822 sequence=328.202548
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N3813 type=control0 q_typed_residual_context=2.763900 sequence=330.966448
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N3799 type=control0 q_typed_residual_context=2.583028 sequence=333.549476
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N3792 type=control0 q_typed_residual_context=2.488291 sequence=336.037767
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N3785 type=control0 q_typed_residual_context=2.247212 sequence=338.284979
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N4520 type=control0 q_typed_residual_context=2.142692 sequence=340.427671
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N3681 type=control0 q_typed_residual_context=1.722220 sequence=342.149891
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=1.558215 sequence=343.708106
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7870 type=control1 q_typed_residual_context=1.618955 sequence=345.327060
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N556 type=control1 q_typed_residual_context=1.794364 sequence=347.121424
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N3410 type=control1 q_typed_residual_context=2.557831 sequence=349.679256
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N3180 type=control1 q_typed_residual_context=3.126759 sequence=352.806015
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_residual_context=4.552096 sequence=357.358111
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N620 type=control1 q_typed_residual_context=5.740803 sequence=363.098913
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N614 type=control1 q_typed_residual_context=4.035898 sequence=367.134811
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N7421 type=control1 q_typed_residual_context=3.203389 sequence=370.338200
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N610 type=control1 q_typed_residual_context=2.628836 sequence=372.967037
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N578 type=observe q_typed_residual_context=1.419673 sequence=374.386710
