[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N4606 type=control0 q_typed_residual_context=3.144090 sequence=201.171878
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N1539 type=control0 q_typed_residual_context=2.848409 sequence=204.020286
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N3903 type=control0 q_typed_residual_context=3.172187 sequence=207.192473
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7724 type=control0 q_typed_residual_context=2.659462 sequence=209.851935
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N4520 type=control0 q_typed_residual_context=3.692439 sequence=213.544374
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N7723 type=control0 q_typed_residual_context=2.773372 sequence=216.317746
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N519 type=control1 q_typed_residual_context=3.613157 sequence=219.930903
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N3896 type=control0 q_typed_residual_context=2.263332 sequence=222.194235
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7725 type=control0 q_typed_residual_context=2.563110 sequence=224.757345
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7722 type=control0 q_typed_residual_context=2.651265 sequence=227.408610
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N504 type=control1 q_typed_residual_context=3.842940 sequence=231.251550
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N513 type=control1 q_typed_residual_context=2.292314 sequence=233.543864
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N2079 type=observe q_typed_residual_context=1.984831 sequence=235.528695
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N722 type=observe q_typed_residual_context=3.591741 sequence=239.120436
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7370 type=control1 q_typed_residual_context=3.462058 sequence=242.582494
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N520 type=control1 q_typed_residual_context=5.572139 sequence=248.154632
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N516 type=control1 q_typed_residual_context=4.668154 sequence=252.822786
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N3682 type=control0 q_typed_residual_context=2.887100 sequence=255.709887
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7890 type=control1 q_typed_residual_context=2.406879 sequence=258.116766
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_residual_context=5.729459 sequence=263.846225
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_residual_context=3.748659 sequence=267.594884
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7541 type=control0 q_typed_residual_context=2.953146 sequence=270.548030
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N7887 type=control1 q_typed_residual_context=3.703705 sequence=274.251735
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7889 type=control1 q_typed_residual_context=4.867739 sequence=279.119474
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N555 type=control1 q_typed_residual_context=4.304319 sequence=283.423793
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7885 type=control1 q_typed_residual_context=3.229312 sequence=286.653106
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7886 type=control1 q_typed_residual_context=2.978650 sequence=289.631756
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N556 type=control1 q_typed_residual_context=5.417215 sequence=295.048971
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7847 type=control0 q_typed_residual_context=3.664269 sequence=298.713240
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N7588 type=control1 q_typed_residual_context=4.834687 sequence=303.547927
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N7590 type=control1 q_typed_residual_context=6.541980 sequence=310.089906
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N7852 type=control0 q_typed_residual_context=5.839458 sequence=315.929364
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N2580 type=control1 q_typed_residual_context=3.197346 sequence=319.126710
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N614 type=control1 q_typed_residual_context=2.154091 sequence=321.280800
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N7543 type=control0 q_typed_residual_context=6.708002 sequence=327.988802
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N510 type=control1 q_typed_residual_context=3.289228 sequence=331.278031
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7853 type=control0 q_typed_residual_context=4.550316 sequence=335.828347
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N634 type=control1 q_typed_residual_context=2.447072 sequence=338.275419
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N610 type=control1 q_typed_residual_context=4.860886 sequence=343.136304
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N7721 type=control0 q_typed_residual_context=6.090170 sequence=349.226475
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N3410 type=control1 q_typed_residual_context=2.262252 sequence=351.488727
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N638 type=control1 q_typed_residual_context=1.793730 sequence=353.282458
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N620 type=control1 q_typed_residual_context=2.348352 sequence=355.630810
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N3180 type=control1 q_typed_residual_context=2.875423 sequence=358.506233
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N7424 type=control1 q_typed_residual_context=1.598103 sequence=360.104336
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N7820 type=control0 q_typed_residual_context=1.261227 sequence=361.365563
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N2340 type=observe q_typed_residual_context=1.127084 sequence=362.492647
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N694 type=observe q_typed_residual_context=2.272230 sequence=364.764877
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N5603 type=observe q_typed_residual_context=1.142043 sequence=365.906919
