[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_residual_context=1.838948 sequence=34.904361
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_residual_context=4.718279 sequence=39.622640
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_residual_context=4.610456 sequence=44.233096
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=5.307891 sequence=49.540987
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_residual_context=4.806442 sequence=54.347429
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=4.186365 sequence=58.533794
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_residual_context=6.740177 sequence=65.273971
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=23 node=N5723 type=control0 q_typed_residual_context=6.108012 sequence=71.381983
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=5.966673 sequence=77.348656
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=5.705577 sequence=83.054233
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.915550 sequence=89.969783
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=5.503304 sequence=95.473087
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.387869 sequence=99.860956
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.354280 sequence=104.215236
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=4.385641 sequence=108.600877
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=7.832182 sequence=116.433059
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N7511 type=control1 q_typed_residual_context=2.909826 sequence=119.342885
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=6.136535 sequence=125.479421
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=4.742021 sequence=130.221441
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=6.236943 sequence=136.458385
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N2040 type=observe q_typed_residual_context=5.903319 sequence=142.361704
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N1532 type=observe q_typed_residual_context=4.134507 sequence=146.496211
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.368330 sequence=152.864541
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.892008 sequence=153.756550
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.182520 sequence=154.939070
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.637762 sequence=156.576832
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.036208 sequence=158.613041
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N4585 type=control0 q_typed_residual_context=0.822027 sequence=159.435068
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=0.985934 sequence=160.421002
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.067185 sequence=161.488187
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.957694 sequence=162.445881
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.583863 sequence=164.029744
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889290 sequence=164.919034
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.190920 sequence=166.109954
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.411806 sequence=167.521761
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.443015 sequence=168.964776
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.378703 sequence=170.343478
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.321602 sequence=171.665080
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.181073 sequence=172.846153
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.997848 sequence=173.844001
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.204489 sequence=175.048490
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.146226 sequence=176.194715
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.239278 sequence=177.433994
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207677 sequence=178.641671
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N4578 type=control0 q_typed_residual_context=1.199502 sequence=179.841172
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N4606 type=control0 q_typed_residual_context=1.288121 sequence=181.129294
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.221666 sequence=182.350960
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.119898 sequence=183.470858
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.045720 sequence=184.516578
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.134984 sequence=185.651562
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.254236 sequence=186.905798
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.291793 sequence=188.197592
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.755843 sequence=190.953434
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=2.185062 sequence=193.138497
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.780375 sequence=194.918871
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.803262 sequence=196.722133
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.420869 sequence=199.143003
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.955786 sequence=201.098789
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.658275 sequence=203.757064
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.965177 sequence=206.722241
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.580759 sequence=208.303000
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.347289 sequence=209.650289
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.986213 sequence=211.636502
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.047920 sequence=213.684422
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.093718 sequence=215.778139
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.952203 sequence=217.730342
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.873561 sequence=219.603904
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.691900 sequence=221.295804
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.256722 sequence=223.552526
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.655406 sequence=225.207932
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.140298 sequence=226.348230
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.486298 sequence=227.834528
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=1.010959 sequence=228.845487
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.938727 sequence=229.784214
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.631069 sequence=231.415283
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.835606 sequence=234.250889
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.500145 sequence=235.751034
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.838725 sequence=237.589759
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.854050 sequence=242.443809
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_residual_context=1.482149 sequence=243.925957
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.504866 sequence=245.430823
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.431691 sequence=247.862514
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7725 type=control0 q_typed_residual_context=2.054800 sequence=249.917314
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7588 type=control1 q_typed_residual_context=1.265095 sequence=251.182409
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=1.941723 sequence=253.124132
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N3841 type=control0 q_typed_residual_context=1.921347 sequence=255.045478
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.928796 sequence=257.974274
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=2.018998 sequence=259.993272
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7852 type=control0 q_typed_residual_context=2.358689 sequence=262.351961
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=5.426525 sequence=267.778486
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7853 type=control0 q_typed_residual_context=2.808515 sequence=270.587001
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N578 type=observe q_typed_residual_context=1.954154 sequence=272.541156
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7541 type=control0 q_typed_residual_context=1.191271 sequence=273.732427
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N5876 type=observe q_typed_residual_context=0.873756 sequence=274.606183
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N634 type=control1 q_typed_residual_context=1.323584 sequence=275.929767
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N3827 type=control0 q_typed_residual_context=1.836552 sequence=277.766320
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N7627 type=observe q_typed_residual_context=2.142939 sequence=279.909258
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N2157 type=observe q_typed_residual_context=3.048963 sequence=282.958221
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N3820 type=control0 q_typed_residual_context=1.865677 sequence=284.823898
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.663658 sequence=286.487556
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7679 type=observe q_typed_residual_context=1.762793 sequence=288.250349
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N3813 type=control0 q_typed_residual_context=2.245650 sequence=290.495998
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N556 type=control1 q_typed_residual_context=2.212359 sequence=292.708358
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_residual_context=2.043689 sequence=294.752047
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N520 type=control1 q_typed_residual_context=2.172532 sequence=296.924578
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N614 type=control1 q_typed_residual_context=2.288625 sequence=299.213204
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N2083 type=observe q_typed_residual_context=1.543135 sequence=300.756339
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N3799 type=control0 q_typed_residual_context=1.513163 sequence=302.269501
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N5356 type=observe q_typed_residual_context=1.187554 sequence=303.457055
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N694 type=observe q_typed_residual_context=2.506026 sequence=305.963081
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N638 type=control1 q_typed_residual_context=1.715629 sequence=307.678710
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N620 type=control1 q_typed_residual_context=2.647352 sequence=310.326063
