[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.351812 sequence=152.696041
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.890783 sequence=153.586824
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.183483 sequence=154.770307
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.638452 sequence=156.408759
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.036855 sequence=158.445614
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N4606 type=control0 q_typed_residual_context=0.822089 sequence=159.267703
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=0.987434 sequence=160.255137
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.067802 sequence=161.322938
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.958083 sequence=162.281022
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.586382 sequence=163.867404
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889503 sequence=164.756907
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.192988 sequence=165.949895
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.409755 sequence=167.359650
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.441518 sequence=168.801168
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.378459 sequence=170.179627
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.319399 sequence=171.499026
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.180921 sequence=172.679947
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.997923 sequence=173.677870
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.134986 sequence=174.812856
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.137003 sequence=175.949859
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.239665 sequence=177.189525
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207779 sequence=178.397304
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N4585 type=control0 q_typed_residual_context=1.201470 sequence=179.598774
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N4578 type=control0 q_typed_residual_context=1.323098 sequence=180.921872
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.224338 sequence=182.146210
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.165657 sequence=183.311868
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.046219 sequence=184.358087
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.070946 sequence=185.429033
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.255237 sequence=186.684270
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.335151 sequence=188.019422
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.822218 sequence=190.841640
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.982556 sequence=192.824196
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.888121 sequence=194.712317
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.884980 sequence=196.597298
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.419932 sequence=199.017230
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.948832 sequence=200.966062
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.649051 sequence=203.615113
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.973923 sequence=206.589036
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.576770 sequence=208.165806
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.334302 sequence=209.500109
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.967926 sequence=211.468035
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.035522 sequence=213.503557
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.075566 sequence=215.579123
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.961274 sequence=217.540397
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.854956 sequence=219.395353
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.711259 sequence=221.106613
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.280643 sequence=223.387256
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.654663 sequence=225.041918
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.140355 sequence=226.182273
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.575038 sequence=227.757310
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=0.949886 sequence=228.707197
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.942039 sequence=229.649236
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.633337 sequence=231.282573
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.825560 sequence=234.108132
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.500720 sequence=235.608852
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.844087 sequence=237.452939
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.828971 sequence=242.281910
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_residual_context=1.524514 sequence=243.806425
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.503814 sequence=245.310239
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.438795 sequence=247.749034
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.956724 sequence=249.705758
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_residual_context=1.364386 sequence=251.070144
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=3.209634 sequence=254.279778
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7725 type=control0 q_typed_residual_context=2.098789 sequence=256.378567
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.035608 sequence=258.414175
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=1.994489 sequence=260.408664
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=1.453208 sequence=261.861872
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=1.579572 sequence=263.441444
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=2.509202 sequence=265.950646
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N7853 type=control0 q_typed_residual_context=2.203692 sequence=268.154339
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N578 type=observe q_typed_residual_context=2.227624 sequence=270.381963
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N3841 type=control0 q_typed_residual_context=1.179618 sequence=271.561581
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N5876 type=observe q_typed_residual_context=1.101602 sequence=272.663183
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N3827 type=control0 q_typed_residual_context=1.696158 sequence=274.359341
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N3820 type=control0 q_typed_residual_context=1.558072 sequence=275.917413
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N7454 type=observe q_typed_residual_context=1.159767 sequence=277.077180
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N2157 type=observe q_typed_residual_context=4.873708 sequence=281.950888
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.627484 sequence=283.578372
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=1.415495 sequence=284.993867
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N7679 type=observe q_typed_residual_context=1.508498 sequence=286.502365
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N520 type=control1 q_typed_residual_context=1.555416 sequence=288.057781
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N634 type=control1 q_typed_residual_context=1.123221 sequence=289.181002
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N3813 type=control0 q_typed_residual_context=1.487426 sequence=290.668428
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N610 type=control1 q_typed_residual_context=1.476844 sequence=292.145271
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N638 type=control1 q_typed_residual_context=1.474886 sequence=293.620158
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N620 type=control1 q_typed_residual_context=1.505506 sequence=295.125664
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N614 type=control1 q_typed_residual_context=1.414273 sequence=296.539937
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N3799 type=control0 q_typed_residual_context=1.329737 sequence=297.869674
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N2083 type=observe q_typed_residual_context=1.247089 sequence=299.116762
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N3792 type=control0 q_typed_residual_context=1.459557 sequence=300.576319
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.180615 sequence=301.756934
