[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:42:22 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=4.385641 sequence=108.483007
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=7.832182 sequence=116.315190
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N7511 type=control1 q_typed_residual_context=2.909826 sequence=119.225016
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=6.131532 sequence=125.356548
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=4.743288 sequence=130.099836
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=6.231251 sequence=136.331087
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N2040 type=observe q_typed_residual_context=5.900236 sequence=142.231323
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N1532 type=observe q_typed_residual_context=4.132843 sequence=146.364166
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.368330 sequence=152.732496
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.891589 sequence=153.624086
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.178357 sequence=154.802442
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.634469 sequence=156.436911
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.032949 sequence=158.469860
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N4585 type=control0 q_typed_residual_context=0.820863 sequence=159.290724
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=0.982253 sequence=160.272977
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.064404 sequence=161.337381
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.955849 sequence=162.293230
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.583863 sequence=163.877093
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889180 sequence=164.766272
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.190178 sequence=165.956451
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.411975 sequence=167.368426
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.442887 sequence=168.811312
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.377600 sequence=170.188912
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.321965 sequence=171.510878
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.180726 sequence=172.691604
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.998029 sequence=173.689633
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.204892 sequence=174.894525
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.146341 sequence=176.040865
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.239286 sequence=177.280152
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207667 sequence=178.487819
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N4578 type=control0 q_typed_residual_context=1.199606 sequence=179.687425
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N4606 type=control0 q_typed_residual_context=1.288109 sequence=180.975534
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.221611 sequence=182.197145
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.119937 sequence=183.317082
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.045607 sequence=184.362689
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.135011 sequence=185.497700
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.254382 sequence=186.752082
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.292138 sequence=188.044220
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.755404 sequence=190.799624
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=2.185539 sequence=192.985163
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.780478 sequence=194.765641
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.803261 sequence=196.568902
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.420810 sequence=198.989712
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.955776 sequence=200.945488
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.658164 sequence=203.603652
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.965287 sequence=206.568939
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.580757 sequence=208.149695
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.347054 sequence=209.496749
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.985960 sequence=211.482709
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.047621 sequence=213.530330
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.093483 sequence=215.623813
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.952015 sequence=217.575827
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.873563 sequence=219.449390
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.691899 sequence=221.141288
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.256637 sequence=223.397926
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.655159 sequence=225.053084
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.140208 sequence=226.193292
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.486298 sequence=227.679590
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=1.010965 sequence=228.690555
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.938813 sequence=229.629368
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.631067 sequence=231.260435
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.835641 sequence=234.096076
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.500077 sequence=235.596153
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.838744 sequence=237.434896
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.854136 sequence=242.289032
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_residual_context=1.482154 sequence=243.771186
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.504869 sequence=245.276055
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.431706 sequence=247.707761
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N7725 type=control0 q_typed_residual_context=2.054827 sequence=249.762588
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7588 type=control1 q_typed_residual_context=1.265063 sequence=251.027651
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=1.941675 sequence=252.969326
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N3841 type=control0 q_typed_residual_context=1.921344 sequence=254.890669
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.928805 sequence=257.819475
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=2.018998 sequence=259.838473
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7852 type=control0 q_typed_residual_context=2.358687 sequence=262.197160
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=5.426533 sequence=267.623693
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7853 type=control0 q_typed_residual_context=2.808495 sequence=270.432188
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N578 type=observe q_typed_residual_context=1.954154 sequence=272.386342
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7541 type=control0 q_typed_residual_context=1.191252 sequence=273.577594
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N5876 type=observe q_typed_residual_context=0.873757 sequence=274.451351
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N634 type=control1 q_typed_residual_context=1.323591 sequence=275.774942
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N3827 type=control0 q_typed_residual_context=1.836552 sequence=277.611494
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N7627 type=observe q_typed_residual_context=2.142941 sequence=279.754435
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N2157 type=observe q_typed_residual_context=3.048972 sequence=282.803407
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N3820 type=control0 q_typed_residual_context=1.865676 sequence=284.669082
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.663648 sequence=286.332730
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N7679 type=observe q_typed_residual_context=1.762786 sequence=288.095516
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N3813 type=control0 q_typed_residual_context=2.245649 sequence=290.341165
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N556 type=control1 q_typed_residual_context=2.212353 sequence=292.553518
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_residual_context=2.043684 sequence=294.597201
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N520 type=control1 q_typed_residual_context=2.172527 sequence=296.769729
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N614 type=control1 q_typed_residual_context=2.288615 sequence=299.058344
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N2083 type=observe q_typed_residual_context=1.543136 sequence=300.601480
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N3799 type=control0 q_typed_residual_context=1.513164 sequence=302.114643
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N5356 type=observe q_typed_residual_context=1.187554 sequence=303.302197
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N694 type=observe q_typed_residual_context=2.506030 sequence=305.808228
