[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 out_dir=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 budgets=iscas99__b15_1:278
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=43 node=N3903 type=control0 q_typed_residual_context=0.996909 sequence=123.217943
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=44 node=N4656 type=control0 q_typed_residual_context=2.558253 sequence=125.776196
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=45 node=N713 type=observe q_typed_residual_context=1.930461 sequence=127.706657
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_residual_context=2.484392 sequence=130.191048
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=47 node=N724 type=observe q_typed_residual_context=2.485535 sequence=132.676583
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=48 node=N7885 type=control1 q_typed_residual_context=1.746516 sequence=134.423099
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=49 node=N7886 type=control1 q_typed_residual_context=1.191854 sequence=135.614953
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=50 node=N3896 type=control0 q_typed_residual_context=1.070508 sequence=136.685461
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=51 node=N3889 type=control0 q_typed_residual_context=1.086678 sequence=137.772138
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.839275 sequence=139.611413
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=53 node=N4670 type=control0 q_typed_residual_context=1.900138 sequence=141.511552
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.551690 sequence=143.063242
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=55 node=N704 type=observe q_typed_residual_context=1.503961 sequence=144.567203
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=56 node=N3882 type=control0 q_typed_residual_context=1.124404 sequence=145.691607
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=57 node=N4691 type=control0 q_typed_residual_context=1.522631 sequence=147.214239
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.126054 sequence=148.340293
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.356697 sequence=149.696990
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=60 node=N4557 type=control0 q_typed_residual_context=1.125375 sequence=150.822365
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=61 node=N4705 type=control0 q_typed_residual_context=1.467097 sequence=152.289462
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=62 node=N4712 type=control0 q_typed_residual_context=1.274211 sequence=153.563673
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=63 node=N4578 type=control0 q_typed_residual_context=1.068477 sequence=154.632150
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.113836 sequence=155.745986
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=65 node=N4564 type=control0 q_typed_residual_context=1.041216 sequence=156.787202
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=66 node=N3911 type=control0 q_typed_residual_context=1.131606 sequence=157.918808
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=67 node=N3862 type=control0 q_typed_residual_context=1.260844 sequence=159.179652
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=68 node=N3855 type=control0 q_typed_residual_context=1.420903 sequence=160.600554
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=69 node=N3848 type=control0 q_typed_residual_context=1.490107 sequence=162.090661
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=70 node=N3827 type=control0 q_typed_residual_context=1.593075 sequence=163.683736
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=71 node=N4606 type=control0 q_typed_residual_context=1.609478 sequence=165.293214
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=72 node=N3701 type=control0 q_typed_residual_context=1.449697 sequence=166.742911
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=73 node=N7471 type=control0 q_typed_residual_context=1.204642 sequence=167.947554
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=74 node=N3722 type=control0 q_typed_residual_context=1.435727 sequence=169.383280
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_residual_context=1.234601 sequence=170.617881
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=1.290057 sequence=171.907939
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=77 node=N7722 type=control0 q_typed_residual_context=1.462628 sequence=173.370567
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=78 node=N3904 type=control0 q_typed_residual_context=1.610538 sequence=174.981105
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=79 node=N722 type=observe q_typed_residual_context=2.076095 sequence=177.057200
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=80 node=N3897 type=control0 q_typed_residual_context=2.553274 sequence=179.610474
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=81 node=N3841 type=control0 q_typed_residual_context=1.910845 sequence=181.521319
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=82 node=N7370 type=control1 q_typed_residual_context=1.599399 sequence=183.120718
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=83 node=N519 type=control1 q_typed_residual_context=2.334196 sequence=185.454913
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=84 node=N1411 type=control0 q_typed_residual_context=1.693414 sequence=187.148327
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=85 node=N3820 type=control0 q_typed_residual_context=1.640157 sequence=188.788484
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_residual_context=2.020303 sequence=190.808787
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=87 node=N7725 type=control0 q_typed_residual_context=1.707656 sequence=192.516443
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=88 node=N504 type=control1 q_typed_residual_context=1.889306 sequence=194.405749
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=1.938416 sequence=196.344165
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=90 node=N7820 type=control0 q_typed_residual_context=1.435017 sequence=197.779182
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=91 node=N7887 type=control1 q_typed_residual_context=1.241981 sequence=199.021163
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=92 node=N7888 type=control1 q_typed_residual_context=1.598384 sequence=200.619547
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=93 node=N7889 type=control1 q_typed_residual_context=1.792775 sequence=202.412321
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=94 node=N7890 type=control1 q_typed_residual_context=1.534138 sequence=203.946460
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=3.047545 sequence=206.994005
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_residual_context=1.667291 sequence=208.661296
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=97 node=N7541 type=control0 q_typed_residual_context=1.516897 sequence=210.178193
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=98 node=N516 type=control1 q_typed_residual_context=1.925033 sequence=212.103226
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=99 node=N7884 type=control1 q_typed_residual_context=1.754974 sequence=213.858200
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=100 node=N3813 type=control0 q_typed_residual_context=0.958630 sequence=214.816830
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=101 node=N3799 type=control0 q_typed_residual_context=2.024286 sequence=216.841115
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=102 node=N3792 type=control0 q_typed_residual_context=2.621603 sequence=219.462718
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=103 node=N3785 type=control0 q_typed_residual_context=3.338089 sequence=222.800808
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=104 node=N3681 type=control0 q_typed_residual_context=4.193895 sequence=226.994703
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=105 node=N1533 type=control1 q_typed_residual_context=3.281837 sequence=230.276540
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=106 node=N4520 type=control0 q_typed_residual_context=5.083906 sequence=235.360446
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=107 node=N7847 type=control0 q_typed_residual_context=6.101394 sequence=241.461840
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=108 node=N555 type=control1 q_typed_residual_context=3.744008 sequence=245.205848
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=109 node=N7590 type=control1 q_typed_residual_context=2.107695 sequence=247.313543
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=110 node=N7852 type=control0 q_typed_residual_context=5.867838 sequence=253.181381
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=111 node=N556 type=control1 q_typed_residual_context=3.155000 sequence=256.336381
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=112 node=N520 type=control1 q_typed_residual_context=5.907917 sequence=262.244297
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=113 node=N7854 type=control0 q_typed_residual_context=2.320567 sequence=264.564865
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=3.900683 sequence=268.465547
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=5.982606 sequence=274.448154
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=116 node=N7421 type=control1 q_typed_residual_context=6.035273 sequence=280.483427
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=117 node=N3180 type=control1 q_typed_residual_context=3.525346 sequence=284.008772
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=118 node=N578 type=observe q_typed_residual_context=6.037431 sequence=290.046203
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=119 node=N2580 type=control1 q_typed_residual_context=1.824634 sequence=291.870837
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=120 node=N610 type=control1 q_typed_residual_context=4.207706 sequence=296.078543
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=121 node=N620 type=control1 q_typed_residual_context=6.044440 sequence=302.122983
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=122 node=N3410 type=control1 q_typed_residual_context=5.723107 sequence=307.846091
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=123 node=N638 type=control1 q_typed_residual_context=5.286738 sequence=313.132828
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=124 node=N5867 type=observe q_typed_residual_context=4.190622 sequence=317.323450
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=125 node=N2153 type=observe q_typed_residual_context=7.258681 sequence=324.582131
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=126 node=N7853 type=control0 q_typed_residual_context=0.932636 sequence=325.514767
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=127 node=N7721 type=control0 q_typed_residual_context=0.882161 sequence=326.396927
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=128 node=N7614 type=observe q_typed_residual_context=1.447432 sequence=327.844360
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=129 node=N7424 type=control1 q_typed_residual_context=1.691642 sequence=329.536002
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=130 node=N771 type=observe q_typed_residual_context=1.346378 sequence=330.882380
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=131 node=N5878 type=observe q_typed_residual_context=2.216705 sequence=333.099085
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=132 node=N7385 type=observe q_typed_residual_context=1.490013 sequence=334.589098
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=133 node=N5876 type=observe q_typed_residual_context=2.212819 sequence=336.801917
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=134 node=N5740 type=observe q_typed_residual_context=1.266677 sequence=338.068595
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=135 node=N694 type=observe q_typed_residual_context=1.457183 sequence=339.525778
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=1.511258 sequence=341.037036
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=137 node=N616 type=control1 q_typed_residual_context=4.999984 sequence=346.037020
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=138 node=N636 type=control1 q_typed_residual_context=6.033990 sequence=352.071010
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=139 node=N6538 type=observe q_typed_residual_context=5.706214 sequence=357.777223
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=140 node=N7679 type=observe q_typed_residual_context=2.121777 sequence=359.899000
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=141 node=N5603 type=observe q_typed_residual_context=1.113855 sequence=361.012855
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=142 node=N6531 type=observe q_typed_residual_context=1.134363 sequence=362.147218
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=143 node=N725 type=observe q_typed_residual_context=1.546176 sequence=363.693394
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=144 node=N7401 type=observe q_typed_residual_context=2.806825 sequence=366.500220
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=145 node=N2149 type=observe q_typed_residual_context=4.152727 sequence=370.652947
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=146 node=N2102 type=observe q_typed_residual_context=5.898109 sequence=376.551056
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=147 node=N2157 type=observe q_typed_residual_context=5.922187 sequence=382.473243
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=148 node=N5874 type=observe q_typed_residual_context=4.693785 sequence=387.167028
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=149 node=N7627 type=observe q_typed_residual_context=2.094365 sequence=389.261393
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=150 node=N7402 type=observe q_typed_residual_context=1.509794 sequence=390.771187
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=151 node=N2106 type=observe q_typed_residual_context=2.611617 sequence=393.382804
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_residual_context=1.381762 sequence=394.764565
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_residual_context=2.046153 sequence=396.810719
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=154 node=N642 type=control1 q_typed_residual_context=3.365720 sequence=400.176439
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=155 node=N649 type=control1 q_typed_residual_context=5.565277 sequence=405.741716
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=156 node=N6674 type=observe q_typed_residual_context=1.184496 sequence=406.926212
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=157 node=N703 type=observe q_typed_residual_context=2.446856 sequence=409.373068
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=158 node=N723 type=observe q_typed_residual_context=3.252909 sequence=412.625977
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=159 node=N714 type=observe q_typed_residual_context=3.645028 sequence=416.271005
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=160 node=N7436 type=observe q_typed_residual_context=3.892219 sequence=420.163224
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=161 node=N5473 type=observe q_typed_residual_context=2.023411 sequence=422.186635
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=162 node=N705 type=observe q_typed_residual_context=4.735328 sequence=426.921963
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=163 node=N3295 type=control1 q_typed_residual_context=1.036636 sequence=427.958598
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=164 node=N3525 type=control1 q_typed_residual_context=0.743937 sequence=428.702536
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=165 node=N1607 type=control1 q_typed_residual_context=1.400229 sequence=430.102765
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=166 node=N647 type=control1 q_typed_residual_context=2.281748 sequence=432.384513
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=167 node=N1586 type=control1 q_typed_residual_context=3.774418 sequence=436.158931
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=168 node=N756 type=observe q_typed_residual_context=0.926128 sequence=437.085059
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=169 node=N5422 type=observe q_typed_residual_context=1.135052 sequence=438.220111
