[b15-r11/marginal_horizon_lr1e4/e002] [gmean] 2026-07-21T17:57:46 out_dir=autoresearch/loop-260720-0945/model_training_round11/b15_selection/marginal_horizon_lr1e4/epoch_002/alpha_0p10_decay_64
[b15-r11/marginal_horizon_lr1e4/e002] [gmean] 2026-07-21T17:57:46 budgets=iscas99__b15_1:278
[b15-r11/marginal_horizon_lr1e4/e002] [gmean] 2026-07-21T17:57:46 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r11/marginal_horizon_lr1e4/e002] [gmean] 2026-07-21T17:57:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.819027 sequence=45.138859
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.859616
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.805442 sequence=48.665058
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.806283 sequence=49.471341
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.856052 sequence=50.327393
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985736 sequence=53.313129
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.637792
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.109906
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=32 node=N4670 type=control0 q_typed_reliable_context=2.807882 sequence=57.917788
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746173 sequence=58.663961
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.978288 sequence=59.642249
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=35 node=N4663 type=control0 q_typed_reliable_context=1.831769 sequence=61.474018
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=36 node=N4656 type=control0 q_typed_reliable_context=2.134395 sequence=63.608413
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.615070 sequence=65.223484
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=38 node=N7881 type=control1 q_typed_reliable_context=0.712285 sequence=65.935769
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=39 node=N7882 type=control1 q_typed_reliable_context=0.829745 sequence=66.765514
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=40 node=N7883 type=control1 q_typed_reliable_context=0.600771 sequence=67.366285
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=41 node=N7884 type=control1 q_typed_reliable_context=0.496956 sequence=67.863241
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=42 node=N704 type=observe q_typed_reliable_context=1.458803 sequence=69.322045
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=43 node=N6537 type=observe q_typed_reliable_context=3.684462 sequence=73.006507
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_reliable_context=5.738026 sequence=78.744533
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_reliable_context=3.062793 sequence=81.807326
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=46 node=N4677 type=control0 q_typed_reliable_context=1.937010 sequence=83.744337
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.140037 sequence=84.884373
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_reliable_context=1.498493 sequence=86.382866
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295819 sequence=87.678685
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.395245 sequence=89.073931
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.943222 sequence=90.017153
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.944241 sequence=90.961393
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.963995 sequence=91.925389
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.916440 sequence=92.841829
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.940914 sequence=93.782743
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.953488 sequence=94.736232
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.957504 sequence=95.693735
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_reliable_context=0.959537 sequence=96.653273
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_reliable_context=0.902132 sequence=97.555405
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=60 node=N2083 type=observe q_typed_reliable_context=1.004439 sequence=98.559844
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_reliable_context=1.114180 sequence=99.674023
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=1.065801 sequence=100.739824
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.725392 sequence=102.465216
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.363929
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=0.917928 sequence=104.281857
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.024028 sequence=105.305885
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.029755 sequence=106.335639
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.967599 sequence=107.303239
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.853843 sequence=108.157082
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406626 sequence=109.563708
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.791088 sequence=110.354797
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.245284 sequence=111.600080
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.756676 sequence=112.356757
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391537 sequence=113.748294
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.758481 sequence=114.506775
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.557464 sequence=116.064238
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770690 sequence=116.834928
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843700 sequence=117.678628
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272582 sequence=118.951210
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117102 sequence=120.068312
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813394 sequence=120.881706
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269409 sequence=122.151115
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752138 sequence=122.903252
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527494 sequence=124.430747
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320239 sequence=125.750986
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515749 sequence=127.266734
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689438 sequence=128.956172
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671019 sequence=130.627192
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992342 sequence=131.619534
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991923 sequence=132.611457
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112731 sequence=133.724188
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311989 sequence=135.036178
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_reliable_context=1.010797 sequence=136.046974
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=2.631303 sequence=138.678277
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386739 sequence=144.065016
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.424080 sequence=145.489096
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217618 sequence=146.706714
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466191 sequence=148.172905
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.527273 sequence=149.700177
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386282 sequence=151.086459
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331841 sequence=152.418301
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462480 sequence=153.880781
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321318 sequence=155.202099
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_reliable_context=1.783298 sequence=156.985397
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444218 sequence=158.429615
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.443681 sequence=159.873296
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350894 sequence=161.224190
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_reliable_context=1.323319 sequence=162.547508
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224016 sequence=163.771524
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716818 sequence=165.488342
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312546 sequence=166.800888
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.660053 sequence=168.460940
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336572 sequence=169.797512
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392744 sequence=172.190256
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972797 sequence=174.163053
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152274 sequence=176.315327
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926533 sequence=179.241860
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978783 sequence=182.220643
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026080 sequence=185.246723
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353161 sequence=187.599883
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391950 sequence=189.991834
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535725 sequence=192.527559
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362523 sequence=194.890082
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516259 sequence=196.406341
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650564 sequence=198.056905
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932197 sequence=199.989102
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.280565 sequence=201.269667
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544327 sequence=202.813994
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965591 sequence=204.779585
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771891 sequence=207.551476
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783625 sequence=211.335101
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.607083 sequence=215.942183
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088060 sequence=219.030244
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671793 sequence=220.702037
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528722 sequence=223.230759
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.319628 sequence=225.550387
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436147 sequence=226.986535
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004579 sequence=227.991114
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.548268 sequence=229.539381
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.639728 sequence=233.179109
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.788576 sequence=238.967684
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763968 sequence=244.731652
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120802 sequence=247.852454
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.670873 sequence=250.523327
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=145 node=N7679 type=observe q_typed_reliable_context=1.379887 sequence=251.903214
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=146 node=N7627 type=observe q_typed_reliable_context=2.827096 sequence=254.730309
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.849318 sequence=255.579628
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333419 sequence=257.913047
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=149 node=N725 type=observe q_typed_reliable_context=2.700030 sequence=260.613077
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=150 node=N7624 type=observe q_typed_reliable_context=2.854035 sequence=263.467112
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=2.923660 sequence=266.390772
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=1.712943 sequence=268.103715
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=153 node=N5617 type=observe q_typed_reliable_context=4.153623 sequence=272.257338
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=154 node=N2580 type=control1 q_typed_reliable_context=1.735247 sequence=273.992585
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=2.214925 sequence=276.207510
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=2.024057 sequence=278.231568
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.272031 sequence=280.503599
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.671786 sequence=283.175385
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=159 node=N4529 type=observe q_typed_reliable_context=4.691798 sequence=287.867183
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=160 node=N2102 type=observe q_typed_reliable_context=1.746056 sequence=289.613239
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=161 node=N6531 type=observe q_typed_reliable_context=5.157921 sequence=294.771160
[b15-r11/marginal_horizon_lr1e4/e002] [plan iscas99__b15_1] [plan] step=162 node=N7385 type=observe q_typed_reliable_context=5.391046 sequence=300.162206
