benchmark_id,net,fault_count,hard_fault_count,hard_fault_ratio,sa0_fault_count,sa1_fault_count,sa0_hard_fault_count,sa1_hard_fault_count,sa0_hard_fault_ratio,sa1_hard_fault_ratio,status_counts,source_fault_csv_count,source_label_count
iscas99__b15_1,N10818,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N10820,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N10830,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N10901,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N10920,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N11317,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N11318,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N11387,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N13570,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N13571,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N14644,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N14992,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N14996,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15000,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15019,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15047,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15048,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15325,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N15813,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N1586,1,1,1.0,1,0,1,0,1.0,0.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N1599,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N1607,1,1,1.0,1,0,1,0,1.0,0.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16639,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16640,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16642,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16643,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16645,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16646,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16648,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16649,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16651,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16652,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16654,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16655,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16657,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16658,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16660,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16661,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16663,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16664,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16666,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16667,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16669,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16670,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16672,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16673,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16675,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16676,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16678,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16679,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16681,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16682,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16684,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16685,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16687,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16688,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16690,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16691,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16721,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16727,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16888,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16896,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16904,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16905,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16912,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16913,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16920,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16921,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16928,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16936,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16937,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16944,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16952,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16960,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16968,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16976,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N16992,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N17000,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N17224,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N17238,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18160,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18323,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18326,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18338,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18341,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18359,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18383,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18386,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18416,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18430,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18454,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18457,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18483,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18501,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18502,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18507,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18510,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18511,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18515,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18520,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18523,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18524,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18528,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18529,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18534,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18535,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18537,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18538,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18542,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18547,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18550,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18551,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18555,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18556,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18561,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18564,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18565,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18569,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18574,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18577,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18578,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18582,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18583,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18588,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18591,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18592,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18596,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18602,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18605,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18610,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18611,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18616,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18619,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18624,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18629,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18632,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18633,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18637,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18638,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18643,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18646,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18647,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18651,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18656,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18657,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18659,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18660,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18664,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18665,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18670,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18673,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18678,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18683,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18686,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18691,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18692,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18697,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18700,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18701,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18705,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18712,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18715,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18716,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18720,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18727,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18730,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18731,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18735,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18742,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18745,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18746,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18751,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18757,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18759,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18845,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18858,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18865,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18871,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18872,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18878,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18884,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18885,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18891,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18897,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18898,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18904,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18910,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18911,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18917,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18923,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18924,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18930,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18936,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18942,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18948,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18954,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N18960,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19351,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19360,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19375,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19464,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19465,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19466,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19467,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19469,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19470,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19471,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19472,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N19489,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2070,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2071,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2072,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2073,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2074,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2075,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2076,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2077,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N2078,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N20867,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
iscas99__b15_1,N21147,1,1,1.0,0,1,0,1,0.0,1.0,"{""UNDETECTED"": 1}",1,1
