[gmean] 2026-07-17T16:51:12 out_dir=autoresearch/improve-260716-1344/round16_b17/context_cluster_c32_seed1024_depth4
[gmean] 2026-07-17T16:51:12 budgets=iscas99__b17:994
[gmean] 2026-07-17T16:51:12 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c32__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T16:51:12 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=24 node=N13589 type=observe q_pred_context=1.394122 sequence=48.386973
[plan iscas99__b17] [plan] step=25 node=N13509 type=observe q_pred_context=1.317282 sequence=49.704255
[plan iscas99__b17] [plan] step=26 node=N12055 type=control0 q_pred_context=1.205359 sequence=50.909614
[plan iscas99__b17] [plan] step=27 node=N2198 type=control1 q_pred_context=1.252653 sequence=52.162267
[plan iscas99__b17] [plan] step=28 node=N9508 type=control1 q_pred_context=3.281385 sequence=55.443652
[plan iscas99__b17] [plan] step=29 node=N19353 type=control1 q_pred_context=2.005695 sequence=57.449347
[plan iscas99__b17] [plan] step=30 node=N13541 type=observe q_pred_context=0.834749 sequence=58.284097
[plan iscas99__b17] [plan] step=31 node=N15365 type=control1 q_pred_context=1.505310 sequence=59.789407
[plan iscas99__b17] [plan] step=32 node=N3769 type=control1 q_pred_context=1.425558 sequence=61.214964
[plan iscas99__b17] [plan] step=33 node=N14731 type=control1 q_pred_context=2.284348 sequence=63.499312
[plan iscas99__b17] [plan] step=34 node=N7639 type=observe q_pred_context=1.620429 sequence=65.119741
[plan iscas99__b17] [plan] step=35 node=N13208 type=observe q_pred_context=0.845395 sequence=65.965135
[plan iscas99__b17] [plan] step=36 node=N13210 type=observe q_pred_context=0.857856 sequence=66.822991
[plan iscas99__b17] [plan] step=37 node=N19225 type=control1 q_pred_context=1.182844 sequence=68.005835
[plan iscas99__b17] [plan] step=38 node=N12143 type=control0 q_pred_context=0.819115 sequence=68.824950
[plan iscas99__b17] [plan] step=39 node=N12135 type=control0 q_pred_context=0.856802 sequence=69.681752
[plan iscas99__b17] [plan] step=40 node=N18004 type=control0 q_pred_context=1.111847 sequence=70.793599
[plan iscas99__b17] [plan] step=41 node=N7682 type=control0 q_pred_context=5.681857 sequence=76.475456
[plan iscas99__b17] [plan] step=42 node=N12111 type=control0 q_pred_context=1.689708 sequence=78.165165
[plan iscas99__b17] [plan] step=43 node=N7680 type=control0 q_pred_context=4.577702 sequence=82.742867
[plan iscas99__b17] [plan] step=44 node=N12119 type=control0 q_pred_context=1.434182 sequence=84.177049
[plan iscas99__b17] [plan] step=45 node=N12103 type=control0 q_pred_context=1.448307 sequence=85.625356
[plan iscas99__b17] [plan] step=46 node=N18340 type=control0 q_pred_context=4.577246 sequence=90.202602
[plan iscas99__b17] [plan] step=47 node=N18879 type=control0 q_pred_context=3.057864 sequence=93.260466
[plan iscas99__b17] [plan] step=48 node=N18771 type=control0 q_pred_context=2.623477 sequence=95.883943
[plan iscas99__b17] [plan] step=49 node=N12095 type=control0 q_pred_context=1.082255 sequence=96.966198
[plan iscas99__b17] [plan] step=50 node=N12782 type=control0 q_pred_context=3.544267 sequence=100.510465
[plan iscas99__b17] [plan] step=51 node=N12791 type=control0 q_pred_context=2.614401 sequence=103.124866
[plan iscas99__b17] [plan] step=52 node=N12824 type=control0 q_pred_context=2.002906 sequence=105.127772
[plan iscas99__b17] [plan] step=53 node=N12866 type=control0 q_pred_context=1.400924 sequence=106.528697
[plan iscas99__b17] [plan] step=54 node=N12863 type=control0 q_pred_context=1.086419 sequence=107.615115
[plan iscas99__b17] [plan] step=55 node=N12769 type=control0 q_pred_context=2.402026 sequence=110.017142
[plan iscas99__b17] [plan] step=56 node=N12830 type=control0 q_pred_context=2.659774 sequence=112.676916
[plan iscas99__b17] [plan] step=57 node=N12821 type=control0 q_pred_context=2.552229 sequence=115.229145
[plan iscas99__b17] [plan] step=58 node=N12812 type=control0 q_pred_context=2.508309 sequence=117.737454
[plan iscas99__b17] [plan] step=59 node=N12809 type=control0 q_pred_context=2.068440 sequence=119.805894
[plan iscas99__b17] [plan] step=60 node=N12847 type=control0 q_pred_context=2.072377 sequence=121.878271
[plan iscas99__b17] [plan] step=61 node=N12836 type=control0 q_pred_context=2.267358 sequence=124.145628
[plan iscas99__b17] [plan] step=62 node=N12806 type=control0 q_pred_context=2.306895 sequence=126.452524
[plan iscas99__b17] [plan] step=63 node=N12803 type=control0 q_pred_context=2.518917 sequence=128.971440
[plan iscas99__b17] [plan] step=64 node=N12797 type=control0 q_pred_context=2.463551 sequence=131.434991
[plan iscas99__b17] [plan] step=65 node=N12794 type=control0 q_pred_context=2.570464 sequence=134.005456
[plan iscas99__b17] [plan] step=66 node=N12765 type=control0 q_pred_context=2.580638 sequence=136.586094
[plan iscas99__b17] [plan] step=67 node=N13557 type=observe q_pred_context=1.283807 sequence=137.869901
[plan iscas99__b17] [plan] step=68 node=N13187 type=observe q_pred_context=4.000036 sequence=141.869937
[plan iscas99__b17] [plan] step=69 node=N13573 type=observe q_pred_context=3.011922 sequence=144.881858
[plan iscas99__b17] [plan] step=70 node=N13525 type=observe q_pred_context=3.376825 sequence=148.258683
[plan iscas99__b17] [plan] step=71 node=N13605 type=observe q_pred_context=4.415792 sequence=152.674476
[plan iscas99__b17] [plan] step=72 node=N13190 type=control1 q_pred_context=3.540778 sequence=156.215254
[plan iscas99__b17] [plan] step=73 node=N13493 type=observe q_pred_context=2.167595 sequence=158.382849
[plan iscas99__b17] [plan] step=74 node=N13984 type=observe q_pred_context=5.051901 sequence=163.434749
[plan iscas99__b17] [plan] step=75 node=N11952 type=control0 q_pred_context=1.158328 sequence=164.593077
[plan iscas99__b17] [plan] step=76 node=N6796 type=control0 q_pred_context=0.858712 sequence=165.451789
[plan iscas99__b17] [plan] step=77 node=N6892 type=control0 q_pred_context=1.086343 sequence=166.538132
[plan iscas99__b17] [plan] step=78 node=N16901 type=control0 q_pred_context=3.222168 sequence=169.760300
[plan iscas99__b17] [plan] step=79 node=N19206 type=control0 q_pred_context=3.131411 sequence=172.891711
[plan iscas99__b17] [plan] step=80 node=N6868 type=control0 q_pred_context=1.720227 sequence=174.611937
[plan iscas99__b17] [plan] step=81 node=N11923 type=control0 q_pred_context=1.757710 sequence=176.369648
[plan iscas99__b17] [plan] step=82 node=N11941 type=control0 q_pred_context=1.799447 sequence=178.169095
[plan iscas99__b17] [plan] step=83 node=N19160 type=control0 q_pred_context=1.457057 sequence=179.626152
[plan iscas99__b17] [plan] step=84 node=N17825 type=control0 q_pred_context=1.115636 sequence=180.741788
[plan iscas99__b17] [plan] step=85 node=N19170 type=control0 q_pred_context=1.438450 sequence=182.180238
[plan iscas99__b17] [plan] step=86 node=N19172 type=control0 q_pred_context=1.090473 sequence=183.270711
[plan iscas99__b17] [plan] step=87 node=N19222 type=control0 q_pred_context=2.107335 sequence=185.378046
[plan iscas99__b17] [plan] step=88 node=N27363 type=control1 q_pred_context=0.862749 sequence=186.240795
[plan iscas99__b17] [plan] step=89 node=N13988 type=observe q_pred_context=1.589656 sequence=187.830450
[plan iscas99__b17] [plan] step=90 node=N13455 type=control0 q_pred_context=1.098596 sequence=188.929046
[plan iscas99__b17] [plan] step=91 node=N18176 type=control0 q_pred_context=2.094876 sequence=191.023922
[plan iscas99__b17] [plan] step=92 node=N19512 type=observe q_pred_context=1.538751 sequence=192.562673
[plan iscas99__b17] [plan] step=93 node=N14004 type=observe q_pred_context=1.597956 sequence=194.160629
[plan iscas99__b17] [plan] step=94 node=N19477 type=control0 q_pred_context=1.566576 sequence=195.727205
[plan iscas99__b17] [plan] step=95 node=N19476 type=control0 q_pred_context=1.053047 sequence=196.780252
[plan iscas99__b17] [plan] step=96 node=N19474 type=control0 q_pred_context=1.884971 sequence=198.665224
[plan iscas99__b17] [plan] step=97 node=N26504 type=control1 q_pred_context=2.132273 sequence=200.797497
[plan iscas99__b17] [plan] step=98 node=N18272 type=control0 q_pred_context=1.043588 sequence=201.841085
[plan iscas99__b17] [plan] step=99 node=N8879 type=control0 q_pred_context=1.889817 sequence=203.730901
[plan iscas99__b17] [plan] step=100 node=N6988 type=control0 q_pred_context=1.885686 sequence=205.616587
[plan iscas99__b17] [plan] step=101 node=N19468 type=control0 q_pred_context=2.173483 sequence=207.790070
[plan iscas99__b17] [plan] step=102 node=N19471 type=control0 q_pred_context=2.084338 sequence=209.874409
[plan iscas99__b17] [plan] step=103 node=N12208 type=control0 q_pred_context=1.998320 sequence=211.872728
[plan iscas99__b17] [plan] step=104 node=N18233 type=control0 q_pred_context=5.988288 sequence=217.861017
[plan iscas99__b17] [plan] step=105 node=N4557 type=control0 q_pred_context=6.101441 sequence=223.962458
[plan iscas99__b17] [plan] step=106 node=N4505 type=control0 q_pred_context=6.669808 sequence=230.632266
[plan iscas99__b17] [plan] step=107 node=N4609 type=control0 q_pred_context=7.167207 sequence=237.799472
[plan iscas99__b17] [plan] step=108 node=N4660 type=control0 q_pred_context=6.156828 sequence=243.956301
[plan iscas99__b17] [plan] step=109 node=N4761 type=control0 q_pred_context=3.945250 sequence=247.901550
[plan iscas99__b17] [plan] step=110 node=N4709 type=control0 q_pred_context=6.834221 sequence=254.735771
[plan iscas99__b17] [plan] step=111 node=N26514 type=control1 q_pred_context=7.090370 sequence=261.826141
[plan iscas99__b17] [plan] step=112 node=N18188 type=control0 q_pred_context=4.280780 sequence=266.106921
[plan iscas99__b17] [plan] step=113 node=N4813 type=control0 q_pred_context=6.473097 sequence=272.580018
[plan iscas99__b17] [plan] step=114 node=N19464 type=control0 q_pred_context=5.738926 sequence=278.318944
[plan iscas99__b17] [plan] step=115 node=N27346 type=control1 q_pred_context=5.773518 sequence=284.092462
[plan iscas99__b17] [plan] step=116 node=N4350 type=control0 q_pred_context=5.832961 sequence=289.925423
[plan iscas99__b17] [plan] step=117 node=N4298 type=control0 q_pred_context=5.545097 sequence=295.470520
[plan iscas99__b17] [plan] step=118 node=N4402 type=control0 q_pred_context=6.691500 sequence=302.162020
[plan iscas99__b17] [plan] step=119 node=N4453 type=control0 q_pred_context=5.801569 sequence=307.963589
[plan iscas99__b17] [plan] step=120 node=N19455 type=control0 q_pred_context=4.520945 sequence=312.484534
[plan iscas99__b17] [plan] step=121 node=N19453 type=control0 q_pred_context=6.290273 sequence=318.774806
[plan iscas99__b17] [plan] step=122 node=N7112 type=control0 q_pred_context=5.959197 sequence=324.734004
[plan iscas99__b17] [plan] step=123 node=N7021 type=control0 q_pred_context=6.392464 sequence=331.126467
[plan iscas99__b17] [plan] step=124 node=N7032 type=control0 q_pred_context=5.720022 sequence=336.846490
[plan iscas99__b17] [plan] step=125 node=N18711 type=control0 q_pred_context=5.514462 sequence=342.360952
[plan iscas99__b17] [plan] step=126 node=N7064 type=control0 q_pred_context=5.025871 sequence=347.386823
[plan iscas99__b17] [plan] step=127 node=N19462 type=control0 q_pred_context=4.968733 sequence=352.355557
[plan iscas99__b17] [plan] step=128 node=N7376 type=control0 q_pred_context=6.637061 sequence=358.992618
[plan iscas99__b17] [plan] step=129 node=N19459 type=control0 q_pred_context=5.861025 sequence=364.853643
[plan iscas99__b17] [plan] step=130 node=N7344 type=control0 q_pred_context=6.894045 sequence=371.747688
[plan iscas99__b17] [plan] step=131 node=N12330 type=control0 q_pred_context=6.538390 sequence=378.286078
[plan iscas99__b17] [plan] step=132 node=N7277 type=control0 q_pred_context=6.157491 sequence=384.443568
[plan iscas99__b17] [plan] step=133 node=N7123 type=control0 q_pred_context=6.414564 sequence=390.858132
[plan iscas99__b17] [plan] step=134 node=N12344 type=control0 q_pred_context=5.645000 sequence=396.503132
[plan iscas99__b17] [plan] step=135 node=N12424 type=control0 q_pred_context=5.401434 sequence=401.904565
[plan iscas99__b17] [plan] step=136 node=N7280 type=control0 q_pred_context=5.576659 sequence=407.481225
[plan iscas99__b17] [plan] step=137 node=N12392 type=control0 q_pred_context=5.670466 sequence=413.151691
[plan iscas99__b17] [plan] step=138 node=N7049 type=control0 q_pred_context=5.655069 sequence=418.806760
[plan iscas99__b17] [plan] step=139 node=N7324 type=control0 q_pred_context=5.637189 sequence=424.443949
[plan iscas99__b17] [plan] step=140 node=N18114 type=control0 q_pred_context=5.614910 sequence=430.058859
[plan iscas99__b17] [plan] step=141 node=N7292 type=control0 q_pred_context=5.585951 sequence=435.644809
[plan iscas99__b17] [plan] step=142 node=N18750 type=control0 q_pred_context=5.339834 sequence=440.984644
[plan iscas99__b17] [plan] step=143 node=N18063 type=control0 q_pred_context=5.314011 sequence=446.298655
[plan iscas99__b17] [plan] step=144 node=N18699 type=control0 q_pred_context=5.509765 sequence=451.808420
[plan iscas99__b17] [plan] step=145 node=N12448 type=control0 q_pred_context=5.145596 sequence=456.954016
[plan iscas99__b17] [plan] step=146 node=N12464 type=control0 q_pred_context=4.484192 sequence=461.438208
[plan iscas99__b17] [plan] step=147 node=N12452 type=control0 q_pred_context=3.965082 sequence=465.403290
[plan iscas99__b17] [plan] step=148 node=N12417 type=control0 q_pred_context=2.751081 sequence=468.154372
[plan iscas99__b17] [plan] step=149 node=N12433 type=control0 q_pred_context=2.921125 sequence=471.075497
[plan iscas99__b17] [plan] step=150 node=N12369 type=control0 q_pred_context=3.962681 sequence=475.038178
[plan iscas99__b17] [plan] step=151 node=N12385 type=control0 q_pred_context=3.629941 sequence=478.668119
[plan iscas99__b17] [plan] step=152 node=N12401 type=control0 q_pred_context=5.576390 sequence=484.244509
[plan iscas99__b17] [plan] step=153 node=N12611 type=control0 q_pred_context=3.739982 sequence=487.984490
[plan iscas99__b17] [plan] step=154 node=N19511 type=observe q_pred_context=4.372820 sequence=492.357310
[plan iscas99__b17] [plan] step=155 node=N27348 type=control1 q_pred_context=1.487328 sequence=493.844638
[plan iscas99__b17] [plan] step=156 node=N27351 type=control1 q_pred_context=1.445335 sequence=495.289973
[plan iscas99__b17] [plan] step=157 node=N27353 type=control1 q_pred_context=1.242181 sequence=496.532154
[plan iscas99__b17] [plan] step=158 node=N27354 type=control1 q_pred_context=1.301779 sequence=497.833933
[plan iscas99__b17] [plan] step=159 node=N18614 type=observe q_pred_context=2.540072 sequence=500.374006
[plan iscas99__b17] [plan] step=160 node=N18548 type=observe q_pred_context=3.206019 sequence=503.580025
[plan iscas99__b17] [plan] step=161 node=N18563 type=observe q_pred_context=2.168556 sequence=505.748581
[plan iscas99__b17] [plan] step=162 node=N18577 type=observe q_pred_context=1.527251 sequence=507.275832
[plan iscas99__b17] [plan] step=163 node=N13583 type=observe q_pred_context=1.431663 sequence=508.707495
[plan iscas99__b17] [plan] step=164 node=N27347 type=control1 q_pred_context=0.767959 sequence=509.475453
[plan iscas99__b17] [plan] step=165 node=N13595 type=observe q_pred_context=1.362087 sequence=510.837541
[plan iscas99__b17] [plan] step=166 node=N26505 type=control1 q_pred_context=1.696426 sequence=512.533966
[plan iscas99__b17] [plan] step=167 node=N13531 type=observe q_pred_context=3.211360 sequence=515.745326
[plan iscas99__b17] [plan] step=168 node=N26509 type=control1 q_pred_context=2.134615 sequence=517.879941
[plan iscas99__b17] [plan] step=169 node=N13563 type=observe q_pred_context=5.500706 sequence=523.380647
[plan iscas99__b17] [plan] step=170 node=N26510 type=control1 q_pred_context=3.104104 sequence=526.484751
[plan iscas99__b17] [plan] step=171 node=N13506 type=observe q_pred_context=5.517899 sequence=532.002650
[plan iscas99__b17] [plan] step=172 node=N26518 type=control1 q_pred_context=2.618157 sequence=534.620807
[plan iscas99__b17] [plan] step=173 node=N13591 type=observe q_pred_context=2.970117 sequence=537.590924
[plan iscas99__b17] [plan] step=174 node=N27360 type=control1 q_pred_context=1.257096 sequence=538.848019
[plan iscas99__b17] [plan] step=175 node=N13581 type=observe q_pred_context=1.620839 sequence=540.468858
[plan iscas99__b17] [plan] step=176 node=N13534 type=observe q_pred_context=2.055795 sequence=542.524653
[plan iscas99__b17] [plan] step=177 node=N27362 type=control1 q_pred_context=1.056221 sequence=543.580874
[plan iscas99__b17] [plan] step=178 node=N13552 type=observe q_pred_context=2.739833 sequence=546.320707
[plan iscas99__b17] [plan] step=179 node=N13615 type=control0 q_pred_context=1.554737 sequence=547.875444
[plan iscas99__b17] [plan] step=180 node=N14034 type=control1 q_pred_context=0.997248 sequence=548.872692
[plan iscas99__b17] [plan] step=181 node=N13511 type=observe q_pred_context=2.129233 sequence=551.001926
[plan iscas99__b17] [plan] step=182 node=N18764 type=control0 q_pred_context=2.039755 sequence=553.041681
[plan iscas99__b17] [plan] step=183 node=N12569 type=control0 q_pred_context=2.843957 sequence=555.885638
[plan iscas99__b17] [plan] step=184 node=N12351 type=control0 q_pred_context=4.673359 sequence=560.558997
[plan iscas99__b17] [plan] step=185 node=N12637 type=control0 q_pred_context=2.337733 sequence=562.896730
[plan iscas99__b17] [plan] step=186 node=N19450 type=control0 q_pred_context=3.098802 sequence=565.995532
[plan iscas99__b17] [plan] step=187 node=N12671 type=control0 q_pred_context=2.210915 sequence=568.206447
[plan iscas99__b17] [plan] step=188 node=N12706 type=control0 q_pred_context=3.462426 sequence=571.668873
[plan iscas99__b17] [plan] step=189 node=N7131 type=control0 q_pred_context=3.115465 sequence=574.784338
[plan iscas99__b17] [plan] step=190 node=N12739 type=control0 q_pred_context=1.959498 sequence=576.743836
[plan iscas99__b17] [plan] step=191 node=N7067 type=control0 q_pred_context=2.910744 sequence=579.654580
[plan iscas99__b17] [plan] step=192 node=N7115 type=control0 q_pred_context=2.742067 sequence=582.396647
[plan iscas99__b17] [plan] step=193 node=N18085 type=control0 q_pred_context=0.707826 sequence=583.104473
[plan iscas99__b17] [plan] step=194 node=N12604 type=control0 q_pred_context=2.545775 sequence=585.650248
[plan iscas99__b17] [plan] step=195 node=N12570 type=control0 q_pred_context=2.377337 sequence=588.027585
[plan iscas99__b17] [plan] step=196 node=N7083 type=control0 q_pred_context=3.983376 sequence=592.010961
[plan iscas99__b17] [plan] step=197 node=N18037 type=control0 q_pred_context=0.683788 sequence=592.694749
[plan iscas99__b17] [plan] step=198 node=N12740 type=control0 q_pred_context=5.309439 sequence=598.004188
[plan iscas99__b17] [plan] step=199 node=N7310 type=control0 q_pred_context=4.111989 sequence=602.116177
[plan iscas99__b17] [plan] step=200 node=N18624 type=observe q_pred_context=0.779114 sequence=602.895292
[plan iscas99__b17] [plan] step=201 node=N13543 type=observe q_pred_context=2.328088 sequence=605.223380
[plan iscas99__b17] [plan] step=202 node=N13545 type=observe q_pred_context=1.916879 sequence=607.140259
[plan iscas99__b17] [plan] step=203 node=N13559 type=observe q_pred_context=1.805994 sequence=608.946252
[plan iscas99__b17] [plan] step=204 node=N31076 type=control1 q_pred_context=2.017655 sequence=610.963907
[plan iscas99__b17] [plan] step=205 node=N13500 type=observe q_pred_context=1.664158 sequence=612.628065
[plan iscas99__b17] [plan] step=206 node=N13516 type=observe q_pred_context=1.569400 sequence=614.197465
[plan iscas99__b17] [plan] step=207 node=N13548 type=observe q_pred_context=1.549944 sequence=615.747408
[plan iscas99__b17] [plan] step=208 node=N31074 type=control1 q_pred_context=1.987222 sequence=617.734630
[plan iscas99__b17] [plan] step=209 node=N13532 type=observe q_pred_context=1.313728 sequence=619.048358
[plan iscas99__b17] [plan] step=210 node=N13528 type=observe q_pred_context=1.562584 sequence=620.610942
[plan iscas99__b17] [plan] step=211 node=N2192 type=control1 q_pred_context=0.638428 sequence=621.249370
[plan iscas99__b17] [plan] step=212 node=N13611 type=observe q_pred_context=1.418711 sequence=622.668080
[plan iscas99__b17] [plan] step=213 node=N13609 type=observe q_pred_context=1.717752 sequence=624.385832
[plan iscas99__b17] [plan] step=214 node=N18557 type=observe q_pred_context=0.753075 sequence=625.138907
[plan iscas99__b17] [plan] step=215 node=N13607 type=observe q_pred_context=1.235019 sequence=626.373926
[plan iscas99__b17] [plan] step=216 node=N13596 type=observe q_pred_context=1.282513 sequence=627.656439
[plan iscas99__b17] [plan] step=217 node=N19242 type=observe q_pred_context=1.009727 sequence=628.666165
[plan iscas99__b17] [plan] step=218 node=N18511 type=observe q_pred_context=1.461504 sequence=630.127669
[plan iscas99__b17] [plan] step=219 node=N29406 type=control1 q_pred_context=0.796159 sequence=630.923828
[plan iscas99__b17] [plan] step=220 node=N18541 type=observe q_pred_context=1.129689 sequence=632.053517
[plan iscas99__b17] [plan] step=221 node=N13488 type=observe q_pred_context=1.712331 sequence=633.765848
[plan iscas99__b17] [plan] step=222 node=N18590 type=observe q_pred_context=1.122740 sequence=634.888588
[plan iscas99__b17] [plan] step=223 node=N12211 type=observe q_pred_context=0.758802 sequence=635.647389
[plan iscas99__b17] [plan] step=224 node=N18492 type=observe q_pred_context=1.347892 sequence=636.995282
[plan iscas99__b17] [plan] step=225 node=N8836 type=observe q_pred_context=0.758920 sequence=637.754202
[plan iscas99__b17] [plan] step=226 node=N18524 type=observe q_pred_context=1.017379 sequence=638.771581
[plan iscas99__b17] [plan] step=227 node=N13499 type=observe q_pred_context=1.112424 sequence=639.884005
[plan iscas99__b17] [plan] step=228 node=N13495 type=observe q_pred_context=1.188717 sequence=641.072722
[plan iscas99__b17] [plan] step=229 node=N13497 type=observe q_pred_context=1.482083 sequence=642.554805
[plan iscas99__b17] [plan] step=230 node=N18718 type=observe q_pred_context=1.414759 sequence=643.969563
[plan iscas99__b17] [plan] step=231 node=N8833 type=observe q_pred_context=0.758818 sequence=644.728382
[plan iscas99__b17] [plan] step=232 node=N8778 type=observe q_pred_context=0.762354 sequence=645.490736
[plan iscas99__b17] [plan] step=233 node=N7469 type=observe q_pred_context=0.747665 sequence=646.238401
[plan iscas99__b17] [plan] step=234 node=N8776 type=observe q_pred_context=0.758809 sequence=646.997210
[plan iscas99__b17] [plan] step=235 node=N8774 type=observe q_pred_context=0.980462 sequence=647.977671
[plan iscas99__b17] [plan] step=236 node=N7445 type=observe q_pred_context=0.620641 sequence=648.598313
[plan iscas99__b17] [plan] step=237 node=N19478 type=observe q_pred_context=0.724169 sequence=649.322482
[plan iscas99__b17] [plan] step=238 node=N19473 type=observe q_pred_context=0.700020 sequence=650.022502
[plan iscas99__b17] [plan] step=239 node=N7521 type=observe q_pred_context=0.297257 sequence=650.319758
[plan iscas99__b17] [plan] step=240 node=N19472 type=observe q_pred_context=0.648871 sequence=650.968629
[plan iscas99__b17] [plan] step=241 node=N19469 type=observe q_pred_context=0.540420 sequence=651.509049
[plan iscas99__b17] [plan] step=242 node=N19470 type=observe q_pred_context=0.489024 sequence=651.998073
[plan iscas99__b17] [plan] step=243 node=N19441 type=observe q_pred_context=0.744065 sequence=652.742138
[plan iscas99__b17] [plan] step=244 node=N19467 type=observe q_pred_context=0.489037 sequence=653.231175
[plan iscas99__b17] [plan] step=245 node=N8824 type=observe q_pred_context=0.749819 sequence=653.980994
[plan iscas99__b17] [plan] step=246 node=N19463 type=observe q_pred_context=0.689576 sequence=654.670571
[plan iscas99__b17] [plan] step=247 node=N13613 type=control0 q_pred_context=0.878095 sequence=655.548666
[plan iscas99__b17] [plan] step=248 node=N19475 type=observe q_pred_context=0.640785 sequence=656.189451
[plan iscas99__b17] [plan] step=249 node=N18329 type=observe q_pred_context=0.963609 sequence=657.153060
[plan iscas99__b17] [plan] step=250 node=N7411 type=observe q_pred_context=0.827405 sequence=657.980465
[plan iscas99__b17] [plan] step=251 node=N3778 type=observe q_pred_context=0.782101 sequence=658.762566
[plan iscas99__b17] [plan] step=252 node=N19466 type=observe q_pred_context=0.759387 sequence=659.521953
[plan iscas99__b17] [plan] step=253 node=N19460 type=observe q_pred_context=0.776625 sequence=660.298578
[plan iscas99__b17] [plan] step=254 node=N19461 type=observe q_pred_context=0.816124 sequence=661.114703
[plan iscas99__b17] [plan] step=255 node=N19456 type=observe q_pred_context=0.802280 sequence=661.916982
[plan iscas99__b17] [plan] step=256 node=N19457 type=observe q_pred_context=0.784688 sequence=662.701670
[plan iscas99__b17] [plan] step=257 node=N19465 type=observe q_pred_context=0.756361 sequence=663.458031
[plan iscas99__b17] [plan] step=258 node=N19452 type=observe q_pred_context=0.758735 sequence=664.216766
[plan iscas99__b17] [plan] step=259 node=N19454 type=observe q_pred_context=0.785335 sequence=665.002101
[plan iscas99__b17] [plan] step=260 node=N19449 type=observe q_pred_context=0.837849 sequence=665.839950
[plan iscas99__b17] [plan] step=261 node=N19447 type=observe q_pred_context=0.876839 sequence=666.716790
[plan iscas99__b17] [plan] step=262 node=N19458 type=observe q_pred_context=0.794023 sequence=667.510813
[plan iscas99__b17] [plan] step=263 node=N19448 type=observe q_pred_context=0.882348 sequence=668.393161
[plan iscas99__b17] [plan] step=264 node=N19451 type=observe q_pred_context=0.873594 sequence=669.266755
[plan iscas99__b17] [plan] step=265 node=N8820 type=observe q_pred_context=0.815208 sequence=670.081962
