step,node,type,planner,candidate_strategy
227,N20155,observe,portfolio,weighted_round_robin
228,N4761,control0,portfolio,weighted_round_robin
229,N25621,observe,portfolio,weighted_round_robin
230,N24475,observe,portfolio,weighted_round_robin
231,N24105,observe,portfolio,weighted_round_robin
232,N4402,control0,portfolio,weighted_round_robin
233,N19969,observe,portfolio,weighted_round_robin
234,N23737,observe,portfolio,weighted_round_robin
235,N23218,observe,portfolio,weighted_round_robin
236,N4813,control0,portfolio,weighted_round_robin
237,N23555,observe,portfolio,weighted_round_robin
238,N25442,observe,portfolio,weighted_round_robin
239,N2891,observe,portfolio,weighted_round_robin
240,N4660,control0,portfolio,weighted_round_robin
241,N7931,observe,portfolio,weighted_round_robin
242,N19326,observe,portfolio,weighted_round_robin
243,N27653,observe,portfolio,weighted_round_robin
244,N4350,control0,portfolio,weighted_round_robin
245,N28198,observe,portfolio,weighted_round_robin
246,N19856,observe,portfolio,weighted_round_robin
247,N23037,observe,portfolio,weighted_round_robin
248,N7064,control0,portfolio,weighted_round_robin
249,N21555,observe,portfolio,weighted_round_robin
250,N28139,observe,portfolio,weighted_round_robin
251,N18628,observe,portfolio,weighted_round_robin
252,N4453,control0,portfolio,weighted_round_robin
253,N7950,observe,portfolio,weighted_round_robin
254,N28174,observe,portfolio,weighted_round_robin
255,N23921,observe,portfolio,weighted_round_robin
256,N4298,control0,portfolio,weighted_round_robin
257,N28146,observe,portfolio,weighted_round_robin
258,N19727,observe,portfolio,weighted_round_robin
259,N19728,observe,portfolio,weighted_round_robin
260,N4709,control0,portfolio,weighted_round_robin
261,N19729,observe,portfolio,weighted_round_robin
262,N19730,observe,portfolio,weighted_round_robin
263,N19731,observe,portfolio,weighted_round_robin
264,N12330,control0,portfolio,weighted_round_robin
265,N19732,observe,portfolio,weighted_round_robin
266,N19733,observe,portfolio,weighted_round_robin
267,N30855,observe,portfolio,weighted_round_robin
268,N12344,control0,portfolio,weighted_round_robin
269,N19721,observe,portfolio,weighted_round_robin
270,N19722,observe,portfolio,weighted_round_robin
271,N19734,observe,portfolio,weighted_round_robin
272,N12392,control0,portfolio,weighted_round_robin
273,N19735,observe,portfolio,weighted_round_robin
274,N19736,observe,portfolio,weighted_round_robin
275,N19725,observe,portfolio,weighted_round_robin
276,N7344,control0,portfolio,weighted_round_robin
277,N30012,observe,portfolio,weighted_round_robin
278,N28153,observe,portfolio,weighted_round_robin
279,N25734,observe,portfolio,weighted_round_robin
280,N12424,control0,portfolio,weighted_round_robin
281,N22496,observe,portfolio,weighted_round_robin
282,N19523,observe,portfolio,weighted_round_robin
283,N19529,observe,portfolio,weighted_round_robin
284,N7376,control0,portfolio,weighted_round_robin
285,N19530,observe,portfolio,weighted_round_robin
286,N19531,observe,portfolio,weighted_round_robin
287,N19532,observe,portfolio,weighted_round_robin
288,N7324,control0,portfolio,weighted_round_robin
289,N19533,observe,portfolio,weighted_round_robin
290,N19534,observe,portfolio,weighted_round_robin
291,N19535,observe,portfolio,weighted_round_robin
292,N7292,control0,portfolio,weighted_round_robin
293,N19536,observe,portfolio,weighted_round_robin
294,N19537,observe,portfolio,weighted_round_robin
295,N19538,observe,portfolio,weighted_round_robin
296,N12465,control0,portfolio,weighted_round_robin
297,N31050,observe,portfolio,weighted_round_robin
298,N31051,observe,portfolio,weighted_round_robin
299,N31052,observe,portfolio,weighted_round_robin
300,N12369,control0,portfolio,weighted_round_robin
301,N31053,observe,portfolio,weighted_round_robin
302,N19524,observe,portfolio,weighted_round_robin
303,N19527,observe,portfolio,weighted_round_robin
304,N12385,control0,portfolio,weighted_round_robin
305,N30599,observe,portfolio,weighted_round_robin
306,N27261,observe,portfolio,weighted_round_robin
307,N31044,observe,portfolio,weighted_round_robin
308,N12417,control0,portfolio,weighted_round_robin
309,N31045,observe,portfolio,weighted_round_robin
310,N28623,observe,portfolio,weighted_round_robin
311,N22058,observe,portfolio,weighted_round_robin
312,N12401,control0,portfolio,weighted_round_robin
313,N14122,observe,portfolio,weighted_round_robin
314,N28191,observe,portfolio,weighted_round_robin
315,N28160,observe,portfolio,weighted_round_robin
316,N12433,control0,portfolio,weighted_round_robin
317,N28132,observe,portfolio,weighted_round_robin
318,N27260,observe,portfolio,weighted_round_robin
319,N32139,observe,portfolio,weighted_round_robin
320,N12448,control0,portfolio,weighted_round_robin
321,N19337,observe,portfolio,weighted_round_robin
322,N28167,observe,portfolio,weighted_round_robin
323,N25241,observe,portfolio,weighted_round_robin
324,N12611,control0,portfolio,weighted_round_robin
325,N19338,observe,portfolio,weighted_round_robin
326,N22341,observe,portfolio,weighted_round_robin
327,N31954,observe,portfolio,weighted_round_robin
328,N12351,control0,portfolio,weighted_round_robin
329,N29526,observe,portfolio,weighted_round_robin
330,N14121,observe,portfolio,weighted_round_robin
331,N29527,observe,portfolio,weighted_round_robin
332,N12569,control0,portfolio,weighted_round_robin
333,N29528,observe,portfolio,weighted_round_robin
334,N19340,observe,portfolio,weighted_round_robin
335,N24290,observe,portfolio,weighted_round_robin
336,N7112,control0,portfolio,weighted_round_robin
337,N29529,observe,portfolio,weighted_round_robin
338,N29510,observe,portfolio,weighted_round_robin
339,N27215,observe,portfolio,weighted_round_robin
340,N7123,control0,portfolio,weighted_round_robin
341,N19339,observe,portfolio,weighted_round_robin
342,N26476,observe,portfolio,weighted_round_robin
343,N27254,observe,portfolio,weighted_round_robin
344,N12607,control0,portfolio,weighted_round_robin
345,N27253,observe,portfolio,weighted_round_robin
346,N27252,observe,portfolio,weighted_round_robin
347,N27255,observe,portfolio,weighted_round_robin
348,N12570,control0,portfolio,weighted_round_robin
349,N27251,observe,portfolio,weighted_round_robin
350,N27250,observe,portfolio,weighted_round_robin
351,N22529,observe,portfolio,weighted_round_robin
352,N7032,control0,portfolio,weighted_round_robin
353,N14119,observe,portfolio,weighted_round_robin
354,N18629,observe,portfolio,weighted_round_robin
355,N19327,observe,portfolio,weighted_round_robin
356,N7280,control0,portfolio,weighted_round_robin
357,N14107,observe,portfolio,weighted_round_robin
358,N14109,observe,portfolio,weighted_round_robin
359,N14115,observe,portfolio,weighted_round_robin
360,N7067,control0,portfolio,weighted_round_robin
361,N14117,observe,portfolio,weighted_round_robin
362,N8957,observe,portfolio,weighted_round_robin
363,N14111,observe,portfolio,weighted_round_robin
364,N7083,control0,portfolio,weighted_round_robin
365,N29390,observe,portfolio,weighted_round_robin
366,N27256,observe,portfolio,weighted_round_robin
367,N14113,observe,portfolio,weighted_round_robin
368,N7131,control0,portfolio,weighted_round_robin
369,N30476,observe,portfolio,weighted_round_robin
370,N20950,observe,portfolio,weighted_round_robin
371,N14094,observe,portfolio,weighted_round_robin
372,N12706,control0,portfolio,weighted_round_robin
373,N27654,observe,portfolio,weighted_round_robin
374,N20954,observe,portfolio,weighted_round_robin
375,N30479,observe,portfolio,weighted_round_robin
376,N7310,control0,portfolio,weighted_round_robin
377,N30480,observe,portfolio,weighted_round_robin
378,N30481,observe,portfolio,weighted_round_robin
379,N30482,observe,portfolio,weighted_round_robin
380,N12740,control0,portfolio,weighted_round_robin
381,N30484,observe,portfolio,weighted_round_robin
382,N30485,observe,portfolio,weighted_round_robin
383,N30486,observe,portfolio,weighted_round_robin
384,N7268,control0,portfolio,weighted_round_robin
385,N30489,observe,portfolio,weighted_round_robin
386,N30490,observe,portfolio,weighted_round_robin
387,N19330,observe,portfolio,weighted_round_robin
388,N7177,control0,portfolio,weighted_round_robin
389,N14166,observe,portfolio,weighted_round_robin
390,N14172,observe,portfolio,weighted_round_robin
391,N14173,observe,portfolio,weighted_round_robin
392,N12216,control0,portfolio,weighted_round_robin
393,N14171,observe,portfolio,weighted_round_robin
394,N14170,observe,portfolio,weighted_round_robin
395,N24950,observe,portfolio,weighted_round_robin
396,N12312,control0,portfolio,weighted_round_robin
397,N31492,observe,portfolio,weighted_round_robin
398,N14118,observe,portfolio,weighted_round_robin
399,N14123,observe,portfolio,weighted_round_robin
400,N12232,control0,portfolio,weighted_round_robin
401,N21194,observe,portfolio,weighted_round_robin
402,N14120,observe,portfolio,weighted_round_robin
403,N20517,observe,portfolio,weighted_round_robin
404,N7225,control0,portfolio,weighted_round_robin
405,N3574,observe,portfolio,weighted_round_robin
406,N29439,observe,portfolio,weighted_round_robin
407,N3471,observe,portfolio,weighted_round_robin
408,N12248,control0,portfolio,weighted_round_robin
409,N3479,observe,portfolio,weighted_round_robin
410,N3408,observe,portfolio,weighted_round_robin
411,N26505,observe,portfolio,weighted_round_robin
412,N12328,control0,portfolio,weighted_round_robin
413,N3478,observe,portfolio,weighted_round_robin
414,N3573,observe,portfolio,weighted_round_robin
415,N3579,observe,portfolio,weighted_round_robin
416,N12280,control0,portfolio,weighted_round_robin
417,N3364,observe,portfolio,weighted_round_robin
418,N3422,observe,portfolio,weighted_round_robin
419,N5158,observe,portfolio,weighted_round_robin
420,N7151,control0,portfolio,weighted_round_robin
421,N3372,observe,portfolio,weighted_round_robin
422,N14168,observe,portfolio,weighted_round_robin
423,N14169,observe,portfolio,weighted_round_robin
424,N7218,control0,portfolio,weighted_round_robin
425,N8083,observe,portfolio,weighted_round_robin
426,N14105,observe,portfolio,weighted_round_robin
427,N14104,observe,portfolio,weighted_round_robin
428,N7277,control0,portfolio,weighted_round_robin
429,N14106,observe,portfolio,weighted_round_robin
430,N14108,observe,portfolio,weighted_round_robin
431,N14110,observe,portfolio,weighted_round_robin
432,N7222,control0,portfolio,weighted_round_robin
433,N14112,observe,portfolio,weighted_round_robin
434,N14114,observe,portfolio,weighted_round_robin
435,N14116,observe,portfolio,weighted_round_robin
436,N12262,control0,portfolio,weighted_round_robin
437,N22512,observe,portfolio,weighted_round_robin
438,N22514,observe,portfolio,weighted_round_robin
439,N22516,observe,portfolio,weighted_round_robin
440,N12294,control0,portfolio,weighted_round_robin
441,N22518,observe,portfolio,weighted_round_robin
442,N22528,observe,portfolio,weighted_round_robin
443,N31018,observe,portfolio,weighted_round_robin
444,N7199,control0,portfolio,weighted_round_robin
445,N31020,observe,portfolio,weighted_round_robin
446,N3298,observe,portfolio,weighted_round_robin
447,N3830,observe,portfolio,weighted_round_robin
448,N12308,control0,portfolio,weighted_round_robin
449,N3842,observe,portfolio,weighted_round_robin
450,N3497,observe,portfolio,weighted_round_robin
451,N3487,observe,portfolio,weighted_round_robin
452,N7274,control0,portfolio,weighted_round_robin
453,N3496,observe,portfolio,weighted_round_robin
454,N5157,observe,portfolio,weighted_round_robin
455,N2723,control0,portfolio,weighted_round_robin
456,N7162,control0,portfolio,weighted_round_robin
457,N2235,observe,portfolio,weighted_round_robin
458,N2238,observe,portfolio,weighted_round_robin
459,N2239,observe,portfolio,weighted_round_robin
460,N7210,control0,portfolio,weighted_round_robin
461,N3445,observe,portfolio,weighted_round_robin
462,N14167,observe,portfolio,weighted_round_robin
463,N3414,observe,portfolio,weighted_round_robin
464,N7049,control0,portfolio,weighted_round_robin
465,N3400,observe,portfolio,weighted_round_robin
466,N3515,observe,portfolio,weighted_round_robin
467,N3415,observe,portfolio,weighted_round_robin
468,N7115,control0,portfolio,weighted_round_robin
469,N3401,observe,portfolio,weighted_round_robin
470,N3516,observe,portfolio,weighted_round_robin
471,N3486,observe,portfolio,weighted_round_robin
472,N7021,control0,portfolio,weighted_round_robin
473,N27363,observe,portfolio,weighted_round_robin
474,N3338,observe,portfolio,weighted_round_robin
475,N3458,observe,portfolio,weighted_round_robin
476,N27225,control0,portfolio,weighted_round_robin
477,N3554,observe,portfolio,weighted_round_robin
478,N3506,observe,portfolio,weighted_round_robin
479,N27439,observe,portfolio,weighted_round_robin
480,N2849,control0,portfolio,weighted_round_robin
481,N3536,observe,portfolio,weighted_round_robin
482,N3545,observe,portfolio,weighted_round_robin
483,N26518,observe,portfolio,weighted_round_robin
484,N26504,control1,portfolio,weighted_round_robin
485,N3527,observe,portfolio,weighted_round_robin
486,N19835,observe,portfolio,weighted_round_robin
487,N3764,observe,portfolio,weighted_round_robin
488,N28737,control0,portfolio,weighted_round_robin
489,N26508,observe,portfolio,weighted_round_robin
490,N31019,observe,portfolio,weighted_round_robin
491,N14093,observe,portfolio,weighted_round_robin
492,N7669,control0,portfolio,weighted_round_robin
493,N14095,observe,portfolio,weighted_round_robin
494,N14096,observe,portfolio,weighted_round_robin
495,N14097,observe,portfolio,weighted_round_robin
496,N20280,control0,portfolio,weighted_round_robin
497,N14098,observe,portfolio,weighted_round_robin
498,N14099,observe,portfolio,weighted_round_robin
499,N14100,observe,portfolio,weighted_round_robin
500,N3964,control0,portfolio,weighted_round_robin
501,N14101,observe,portfolio,weighted_round_robin
502,N14102,observe,portfolio,weighted_round_robin
503,N14103,observe,portfolio,weighted_round_robin
504,N26515,control1,portfolio,weighted_round_robin
505,N31721,observe,portfolio,weighted_round_robin
506,N26086,observe,portfolio,weighted_round_robin
507,N29548,observe,portfolio,weighted_round_robin
508,N26510,control1,portfolio,weighted_round_robin
509,N26507,observe,portfolio,weighted_round_robin
510,N31722,observe,portfolio,weighted_round_robin
511,N26130,observe,portfolio,weighted_round_robin
512,N26506,control1,portfolio,weighted_round_robin
513,N26085,observe,portfolio,weighted_round_robin
514,N3387,observe,portfolio,weighted_round_robin
515,N3292,observe,portfolio,weighted_round_robin
516,N27350,control1,portfolio,weighted_round_robin
517,N26129,observe,portfolio,weighted_round_robin
518,N3380,observe,portfolio,weighted_round_robin
519,N3330,observe,portfolio,weighted_round_robin
520,N27352,control1,portfolio,weighted_round_robin
521,N2250,observe,portfolio,weighted_round_robin
522,N5858,observe,portfolio,weighted_round_robin
523,N5882,observe,portfolio,weighted_round_robin
524,N27356,control1,portfolio,weighted_round_robin
525,N5906,observe,portfolio,weighted_round_robin
526,N5954,observe,portfolio,weighted_round_robin
527,N5978,observe,portfolio,weighted_round_robin
528,N27355,control1,portfolio,weighted_round_robin
529,N5930,observe,portfolio,weighted_round_robin
530,N6002,observe,portfolio,weighted_round_robin
531,N14007,observe,portfolio,weighted_round_robin
532,N27348,control1,portfolio,weighted_round_robin
533,N3563,observe,portfolio,weighted_round_robin
534,N3293,observe,portfolio,weighted_round_robin
535,N3437,observe,portfolio,weighted_round_robin
536,N27347,control1,portfolio,weighted_round_robin
537,N3530,observe,portfolio,weighted_round_robin
538,N3557,observe,portfolio,weighted_round_robin
539,N3429,observe,portfolio,weighted_round_robin
540,N26517,control1,portfolio,weighted_round_robin
541,N31021,observe,portfolio,weighted_round_robin
542,N14012,observe,portfolio,weighted_round_robin
543,N13992,observe,portfolio,weighted_round_robin
544,N26502,control1,portfolio,weighted_round_robin
545,N3510,observe,portfolio,weighted_round_robin
546,N3539,observe,portfolio,weighted_round_robin
547,N3318,observe,portfolio,weighted_round_robin
548,N27361,control1,portfolio,weighted_round_robin
549,N3566,observe,portfolio,weighted_round_robin
550,N3548,observe,portfolio,weighted_round_robin
551,N3957,observe,portfolio,weighted_round_robin
552,N27358,control1,portfolio,weighted_round_robin
553,N3520,observe,portfolio,weighted_round_robin
554,N7909,observe,portfolio,weighted_round_robin
555,N24568,observe,portfolio,weighted_round_robin
556,N12674,control0,portfolio,weighted_round_robin
557,N7896,observe,portfolio,weighted_round_robin
558,N7914,observe,portfolio,weighted_round_robin
559,N7904,observe,portfolio,weighted_round_robin
560,N27346,control1,portfolio,weighted_round_robin
561,N25340,observe,portfolio,weighted_round_robin
562,N26108,observe,portfolio,weighted_round_robin
563,N26100,observe,portfolio,weighted_round_robin
564,N12158,control0,portfolio,weighted_round_robin
565,N26102,observe,portfolio,weighted_round_robin
566,N26104,observe,portfolio,weighted_round_robin
567,N26106,observe,portfolio,weighted_round_robin
568,N12637,control0,portfolio,weighted_round_robin
569,N26110,observe,portfolio,weighted_round_robin
570,N22339,observe,portfolio,weighted_round_robin
571,N22340,observe,portfolio,weighted_round_robin
572,N2898,control0,portfolio,weighted_round_robin
573,N22342,observe,portfolio,weighted_round_robin
574,N14180,observe,portfolio,weighted_round_robin
575,N25855,observe,portfolio,weighted_round_robin
576,N12641,control0,portfolio,weighted_round_robin
577,N8915,observe,portfolio,weighted_round_robin
578,N19723,observe,portfolio,weighted_round_robin
579,N26126,observe,portfolio,weighted_round_robin
580,N8611,control0,portfolio,weighted_round_robin
581,N26112,observe,portfolio,weighted_round_robin
582,N26114,observe,portfolio,weighted_round_robin
583,N26116,observe,portfolio,weighted_round_robin
584,N12671,control0,portfolio,weighted_round_robin
585,N27362,observe,portfolio,weighted_round_robin
586,N26120,observe,portfolio,weighted_round_robin
587,N26122,observe,portfolio,weighted_round_robin
588,N12656,control0,portfolio,weighted_round_robin
589,N31007,observe,portfolio,weighted_round_robin
590,N26124,observe,portfolio,weighted_round_robin
591,N25283,observe,portfolio,weighted_round_robin
592,N30923,control0,portfolio,weighted_round_robin
593,N28993,observe,portfolio,weighted_round_robin
594,N29009,observe,portfolio,weighted_round_robin
595,N2217,observe,portfolio,weighted_round_robin
596,N30922,control0,portfolio,weighted_round_robin
597,N24799,observe,portfolio,weighted_round_robin
598,N31845,observe,portfolio,weighted_round_robin
599,N24797,observe,portfolio,weighted_round_robin
600,N30921,control0,portfolio,weighted_round_robin
601,N24798,observe,portfolio,weighted_round_robin
602,N28491,observe,portfolio,weighted_round_robin
603,N31720,observe,portfolio,weighted_round_robin
604,N29456,control0,portfolio,weighted_round_robin
605,N31006,observe,portfolio,weighted_round_robin
606,N24800,observe,portfolio,weighted_round_robin
607,N28489,observe,portfolio,weighted_round_robin
