[b15-r10/return_dual_lr5e5/e002] [gmean] 2026-07-21T17:06:51 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr5e5/epoch_002/alpha_0p10_decay_64
[b15-r10/return_dual_lr5e5/e002] [gmean] 2026-07-21T17:06:51 budgets=iscas99__b15_1:278
[b15-r10/return_dual_lr5e5/e002] [gmean] 2026-07-21T17:06:51 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10/return_dual_lr5e5/e002] [gmean] 2026-07-21T17:06:51 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.188723
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.187281
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.343977
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.043730
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.332478 sequence=41.376209
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=1.946055 sequence=43.322263
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.820536 sequence=45.142799
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.863556
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.806023 sequence=48.669579
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.806577 sequence=49.476156
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.855732 sequence=50.331889
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985754 sequence=53.317643
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.642306
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.114420
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=32 node=N4670 type=control0 q_typed_reliable_context=2.807893 sequence=57.922313
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746173 sequence=58.668486
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.978288 sequence=59.646774
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=35 node=N4663 type=control0 q_typed_reliable_context=1.831774 sequence=61.478548
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=36 node=N4656 type=control0 q_typed_reliable_context=2.134395 sequence=63.612944
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.615070 sequence=65.228014
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=38 node=N7881 type=control1 q_typed_reliable_context=0.712285 sequence=65.940299
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=39 node=N7882 type=control1 q_typed_reliable_context=0.829745 sequence=66.770044
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=40 node=N7883 type=control1 q_typed_reliable_context=0.600771 sequence=67.370815
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=41 node=N7884 type=control1 q_typed_reliable_context=0.496956 sequence=67.867772
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=42 node=N704 type=observe q_typed_reliable_context=1.458803 sequence=69.326575
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=43 node=N6537 type=observe q_typed_reliable_context=3.684462 sequence=73.011038
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_reliable_context=5.738026 sequence=78.749064
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_reliable_context=3.062793 sequence=81.811857
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=46 node=N4677 type=control0 q_typed_reliable_context=1.937010 sequence=83.748867
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.140037 sequence=84.888904
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_reliable_context=1.498450 sequence=86.387354
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295819 sequence=87.683173
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.395245 sequence=89.078418
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.943222 sequence=90.021640
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.944241 sequence=90.965881
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.964191 sequence=91.930072
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.916474 sequence=92.846546
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.940914 sequence=93.787461
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.953488 sequence=94.740949
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.957504 sequence=95.698453
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_reliable_context=0.959549 sequence=96.658001
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_reliable_context=0.902132 sequence=97.560134
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=60 node=N2083 type=observe q_typed_reliable_context=1.004439 sequence=98.564572
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_reliable_context=1.114180 sequence=99.678752
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=1.065801 sequence=100.744553
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.725392 sequence=102.469945
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.368657
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=0.917928 sequence=104.286586
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.024028 sequence=105.310613
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.029816 sequence=106.340429
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.967599 sequence=107.308029
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.853794 sequence=108.161822
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406626 sequence=109.568449
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.791122 sequence=110.359571
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.245284 sequence=111.604854
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.756676 sequence=112.361530
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391537 sequence=113.753067
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.758406 sequence=114.511474
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.557464 sequence=116.068938
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770279 sequence=116.839217
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843700 sequence=117.682917
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272582 sequence=118.955498
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117102 sequence=120.072601
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813394 sequence=120.885994
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269409 sequence=122.155403
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752138 sequence=122.907541
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527494 sequence=124.435035
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320239 sequence=125.755274
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515749 sequence=127.271023
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689438 sequence=128.960461
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671019 sequence=130.631480
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992342 sequence=131.623823
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991923 sequence=132.615746
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112731 sequence=133.728477
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311989 sequence=135.040466
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_reliable_context=1.010795 sequence=136.051261
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=2.631303 sequence=138.682564
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386739 sequence=144.069303
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.424080 sequence=145.493383
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217618 sequence=146.711001
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466191 sequence=148.177192
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.527273 sequence=149.704464
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386282 sequence=151.090746
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331841 sequence=152.422588
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462480 sequence=153.885068
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321318 sequence=155.206386
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_reliable_context=1.783298 sequence=156.989684
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444218 sequence=158.433902
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.443681 sequence=159.877583
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350894 sequence=161.228477
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_reliable_context=1.323319 sequence=162.551795
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224016 sequence=163.775811
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716818 sequence=165.492629
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312546 sequence=166.805175
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.660053 sequence=168.465227
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336572 sequence=169.801799
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392744 sequence=172.194543
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972797 sequence=174.167340
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152274 sequence=176.319614
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926533 sequence=179.246147
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978783 sequence=182.224930
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026080 sequence=185.251010
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353161 sequence=187.604171
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391950 sequence=189.996121
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535725 sequence=192.531846
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362523 sequence=194.894369
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516259 sequence=196.410628
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650564 sequence=198.061193
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932197 sequence=199.993390
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.280591 sequence=201.273980
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544327 sequence=202.818307
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965592 sequence=204.783899
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771891 sequence=207.555790
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783625 sequence=211.339414
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.607083 sequence=215.946497
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088060 sequence=219.034557
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671794 sequence=220.706351
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528722 sequence=223.235074
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.319628 sequence=225.554702
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436147 sequence=226.990849
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004578 sequence=227.995427
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.548277 sequence=229.543704
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.639728 sequence=233.183432
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.788584 sequence=238.972016
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763968 sequence=244.735984
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120802 sequence=247.856786
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.670873 sequence=250.527659
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=145 node=N7679 type=observe q_typed_reliable_context=1.379887 sequence=251.907546
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=146 node=N7627 type=observe q_typed_reliable_context=2.827096 sequence=254.734641
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.849318 sequence=255.583960
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333411 sequence=257.917371
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=149 node=N725 type=observe q_typed_reliable_context=2.700030 sequence=260.617401
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=150 node=N7624 type=observe q_typed_reliable_context=2.854035 sequence=263.471436
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=2.923660 sequence=266.395096
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=1.712943 sequence=268.108039
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=153 node=N5617 type=observe q_typed_reliable_context=4.153623 sequence=272.261662
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=154 node=N2580 type=control1 q_typed_reliable_context=1.735247 sequence=273.996909
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=2.214925 sequence=276.211834
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=2.024057 sequence=278.235892
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.272031 sequence=280.507923
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.671786 sequence=283.179709
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=159 node=N4529 type=observe q_typed_reliable_context=4.691798 sequence=287.871507
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=160 node=N2102 type=observe q_typed_reliable_context=1.746056 sequence=289.617563
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=161 node=N6531 type=observe q_typed_reliable_context=5.157921 sequence=294.775485
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=162 node=N7385 type=observe q_typed_reliable_context=5.391046 sequence=300.166530
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=163 node=N714 type=observe q_typed_reliable_context=2.311780 sequence=302.478310
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.556330 sequence=305.034640
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=165 node=N723 type=observe q_typed_reliable_context=2.699340 sequence=307.733979
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=166 node=N694 type=observe q_typed_reliable_context=3.525388 sequence=311.259368
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=167 node=N2106 type=observe q_typed_reliable_context=2.229237 sequence=313.488605
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=168 node=N5877 type=observe q_typed_reliable_context=2.915244 sequence=316.403849
[b15-r10/return_dual_lr5e5/e002] [plan iscas99__b15_1] [plan] step=169 node=N3525 type=control1 q_typed_reliable_context=1.654217 sequence=318.058066
