[b15-r10/return_dual_lr5e5/e004] [gmean] 2026-07-21T17:11:15 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr5e5/epoch_004/alpha_0p10_decay_64
[b15-r10/return_dual_lr5e5/e004] [gmean] 2026-07-21T17:11:15 budgets=iscas99__b15_1:278
[b15-r10/return_dual_lr5e5/e004] [gmean] 2026-07-21T17:11:15 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10/return_dual_lr5e5/e004] [gmean] 2026-07-21T17:11:15 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.103508
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.948209 sequence=29.051717
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.796759
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.189334
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.187892
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.344588
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.044341
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.332422 sequence=41.376763
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=1.945979 sequence=43.322742
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.820451 sequence=45.143193
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.863951
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.805968 sequence=48.669918
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.807016 sequence=49.476935
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.855875 sequence=50.332810
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985746 sequence=53.318555
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.643218
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.115332
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=32 node=N4670 type=control0 q_typed_reliable_context=2.807890 sequence=57.923222
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746173 sequence=58.669395
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.978288 sequence=59.647683
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=35 node=N4663 type=control0 q_typed_reliable_context=1.831773 sequence=61.479456
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=36 node=N4656 type=control0 q_typed_reliable_context=2.134395 sequence=63.613851
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.615070 sequence=65.228921
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=38 node=N7881 type=control1 q_typed_reliable_context=0.712285 sequence=65.941206
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=39 node=N7882 type=control1 q_typed_reliable_context=0.829745 sequence=66.770952
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=40 node=N7883 type=control1 q_typed_reliable_context=0.600771 sequence=67.371723
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=41 node=N7884 type=control1 q_typed_reliable_context=0.496956 sequence=67.868679
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=42 node=N704 type=observe q_typed_reliable_context=1.458803 sequence=69.327482
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=43 node=N6537 type=observe q_typed_reliable_context=3.684462 sequence=73.011945
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_reliable_context=5.738027 sequence=78.749972
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_reliable_context=3.062793 sequence=81.812765
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=46 node=N4677 type=control0 q_typed_reliable_context=1.937010 sequence=83.749775
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.140037 sequence=84.889812
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_reliable_context=1.498324 sequence=86.388136
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295819 sequence=87.683955
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.395245 sequence=89.079200
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.943222 sequence=90.022422
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.944241 sequence=90.966663
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.964159 sequence=91.930822
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.916479 sequence=92.847301
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.940914 sequence=93.788215
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.953488 sequence=94.741704
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.957504 sequence=95.699207
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_reliable_context=0.959526 sequence=96.658733
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_reliable_context=0.902132 sequence=97.560866
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=60 node=N2083 type=observe q_typed_reliable_context=1.004439 sequence=98.565304
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_reliable_context=1.114180 sequence=99.679484
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=1.065801 sequence=100.745285
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.725392 sequence=102.470677
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.369390
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=0.917928 sequence=104.287318
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.024028 sequence=105.311345
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.029738 sequence=106.341083
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.967599 sequence=107.308683
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.853705 sequence=108.162388
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406626 sequence=109.569014
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.791117 sequence=110.360131
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.245284 sequence=111.605415
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.756676 sequence=112.362091
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391537 sequence=113.753628
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.758395 sequence=114.512023
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.557464 sequence=116.069487
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770214 sequence=116.839701
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843700 sequence=117.683401
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272582 sequence=118.955983
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117102 sequence=120.073085
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813394 sequence=120.886479
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269409 sequence=122.155888
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752138 sequence=122.908026
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527494 sequence=124.435520
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320239 sequence=125.755759
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515749 sequence=127.271508
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689438 sequence=128.960946
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671019 sequence=130.631965
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992342 sequence=131.624307
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991923 sequence=132.616230
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112731 sequence=133.728962
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311989 sequence=135.040951
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_reliable_context=1.010797 sequence=136.051748
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=2.631303 sequence=138.683051
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386739 sequence=144.069790
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.424080 sequence=145.493870
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217618 sequence=146.711488
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466191 sequence=148.177679
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.527273 sequence=149.704952
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386282 sequence=151.091233
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331841 sequence=152.423075
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462480 sequence=153.885555
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321318 sequence=155.206873
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_reliable_context=1.783298 sequence=156.990171
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444218 sequence=158.434389
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.443681 sequence=159.878070
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350894 sequence=161.228964
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_reliable_context=1.323319 sequence=162.552282
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224016 sequence=163.776298
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716818 sequence=165.493116
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312546 sequence=166.805662
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.660053 sequence=168.465715
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336572 sequence=169.802286
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392744 sequence=172.195030
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972797 sequence=174.167827
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152274 sequence=176.320101
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926533 sequence=179.246634
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978783 sequence=182.225417
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026080 sequence=185.251497
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353161 sequence=187.604658
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391950 sequence=189.996608
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535725 sequence=192.532333
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362523 sequence=194.894856
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516259 sequence=196.411115
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650564 sequence=198.061680
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932197 sequence=199.993877
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.280617 sequence=201.274494
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544327 sequence=202.818821
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965592 sequence=204.784413
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771891 sequence=207.556304
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783625 sequence=211.339929
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.607083 sequence=215.947011
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088060 sequence=219.035072
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671795 sequence=220.706866
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528722 sequence=223.235588
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.319628 sequence=225.555217
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436147 sequence=226.991364
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004579 sequence=227.995943
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.548270 sequence=229.544213
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.639728 sequence=233.183940
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.788590 sequence=238.972530
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763968 sequence=244.736498
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120802 sequence=247.857300
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.670873 sequence=250.528173
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=145 node=N7679 type=observe q_typed_reliable_context=1.379887 sequence=251.908059
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=146 node=N7627 type=observe q_typed_reliable_context=2.827096 sequence=254.735155
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.849318 sequence=255.584473
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333419 sequence=257.917893
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=149 node=N725 type=observe q_typed_reliable_context=2.700030 sequence=260.617922
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=150 node=N7624 type=observe q_typed_reliable_context=2.854035 sequence=263.471958
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=2.923660 sequence=266.395618
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=1.712943 sequence=268.108561
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=153 node=N5617 type=observe q_typed_reliable_context=4.153623 sequence=272.262184
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=154 node=N2580 type=control1 q_typed_reliable_context=1.735247 sequence=273.997431
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=2.214925 sequence=276.212356
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=2.024057 sequence=278.236414
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.272031 sequence=280.508445
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.671786 sequence=283.180231
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=159 node=N4529 type=observe q_typed_reliable_context=4.691798 sequence=287.872029
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=160 node=N2102 type=observe q_typed_reliable_context=1.746056 sequence=289.618085
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=161 node=N6531 type=observe q_typed_reliable_context=5.157921 sequence=294.776006
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=162 node=N7385 type=observe q_typed_reliable_context=5.391046 sequence=300.167052
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=163 node=N714 type=observe q_typed_reliable_context=2.311780 sequence=302.478832
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.556330 sequence=305.035161
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=165 node=N723 type=observe q_typed_reliable_context=2.699340 sequence=307.734501
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=166 node=N694 type=observe q_typed_reliable_context=3.525388 sequence=311.259889
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=167 node=N2106 type=observe q_typed_reliable_context=2.229237 sequence=313.489126
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=168 node=N5877 type=observe q_typed_reliable_context=2.915244 sequence=316.404371
[b15-r10/return_dual_lr5e5/e004] [plan iscas99__b15_1] [plan] step=169 node=N3525 type=control1 q_typed_reliable_context=1.654217 sequence=318.058588
