[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 budgets=iscas99__b15_1:278
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.104840
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.947747 sequence=29.052587
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.797630
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.190205
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.188763
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.345459
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.045212
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.339719 sequence=41.384931
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=1.954114 sequence=43.339044
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.827739 sequence=45.166784
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.887541
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.808193 sequence=48.695733
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.807693 sequence=49.503427
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.849634 sequence=50.353061
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985999 sequence=53.339061
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.663724
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.135838
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=32 node=N4677 type=control0 q_typed_reliable_context=2.807773 sequence=57.943610
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746178 sequence=58.689789
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.978282 sequence=59.668071
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=35 node=N4670 type=control0 q_typed_reliable_context=1.831735 sequence=61.499806
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=36 node=N4656 type=control0 q_typed_reliable_context=2.134401 sequence=63.634208
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.615156 sequence=65.249364
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=38 node=N7881 type=control1 q_typed_reliable_context=0.712282 sequence=65.961646
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=39 node=N7882 type=control1 q_typed_reliable_context=0.829881 sequence=66.791527
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=40 node=N7883 type=control1 q_typed_reliable_context=0.600772 sequence=67.392299
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=41 node=N7884 type=control1 q_typed_reliable_context=0.496965 sequence=67.889264
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=42 node=N704 type=observe q_typed_reliable_context=1.458814 sequence=69.348078
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=43 node=N6537 type=observe q_typed_reliable_context=3.684615 sequence=73.032693
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_reliable_context=5.737793 sequence=78.770486
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_reliable_context=3.062804 sequence=81.833291
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_reliable_context=1.937052 sequence=83.770342
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.140052 sequence=84.910394
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_reliable_context=1.501709 sequence=86.412103
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.296360 sequence=87.708464
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.395258 sequence=89.103722
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.943220 sequence=90.046941
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.944240 sequence=90.991181
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.965507 sequence=91.956688
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.916584 sequence=92.873272
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.940920 sequence=93.814192
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.953490 sequence=94.767681
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.957503 sequence=95.725184
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_reliable_context=0.959565 sequence=96.684750
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=59 node=N3882 type=control0 q_typed_reliable_context=0.902126 sequence=97.586876
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=60 node=N2083 type=observe q_typed_reliable_context=1.004444 sequence=98.591320
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=61 node=N3805 type=control0 q_typed_reliable_context=1.114230 sequence=99.705549
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=1.065799 sequence=100.771348
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.725277 sequence=102.496624
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.395337
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=0.917916 sequence=104.313253
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.024035 sequence=105.337288
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.029350 sequence=106.366638
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.967601 sequence=107.334239
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.852817 sequence=108.187056
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406622 sequence=109.593678
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.791667 sequence=110.385345
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.245294 sequence=111.630638
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.756677 sequence=112.387316
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391524 sequence=113.778840
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.758624 sequence=114.537464
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.557465 sequence=116.094929
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770098 sequence=116.865028
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843703 sequence=117.708731
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272576 sequence=118.981307
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117101 sequence=120.098407
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813393 sequence=120.911800
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269412 sequence=122.181213
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752135 sequence=122.933348
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527499 sequence=124.460847
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320236 sequence=125.781083
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515693 sequence=127.296776
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689439 sequence=128.986215
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671013 sequence=130.657228
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992343 sequence=131.649571
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991927 sequence=132.641498
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112735 sequence=133.754232
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311997 sequence=135.066229
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_reliable_context=1.010842 sequence=136.077071
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=2.631293 sequence=138.708364
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386829 sequence=144.095193
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.424068 sequence=145.519261
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217616 sequence=146.736877
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466193 sequence=148.203071
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.527170 sequence=149.730240
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386282 sequence=151.116523
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331846 sequence=152.448369
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462483 sequence=153.910852
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321327 sequence=155.232179
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_reliable_context=1.783298 sequence=157.015477
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444222 sequence=158.459699
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.443680 sequence=159.903379
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350884 sequence=161.254263
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_reliable_context=1.323316 sequence=162.577578
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224025 sequence=163.801603
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716816 sequence=165.518419
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312585 sequence=166.831004
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.659995 sequence=168.490999
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336579 sequence=169.827578
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392751 sequence=172.220328
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972798 sequence=174.193126
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152250 sequence=176.345376
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926529 sequence=179.271904
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978779 sequence=182.250684
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026101 sequence=185.276785
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353152 sequence=187.629937
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391953 sequence=190.021890
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535723 sequence=192.557614
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362526 sequence=194.920139
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516251 sequence=196.436390
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650564 sequence=198.086954
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932181 sequence=200.019135
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.280912 sequence=201.300047
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544325 sequence=202.844372
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965593 sequence=204.809965
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771858 sequence=207.581823
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783555 sequence=211.365379
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.606988 sequence=215.972366
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088027 sequence=219.060393
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671798 sequence=220.732191
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528712 sequence=223.260903
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.320095 sequence=225.580998
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436165 sequence=227.017163
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004587 sequence=228.021750
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.547914 sequence=229.569665
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.637880 sequence=233.207544
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.788766 sequence=238.996311
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763965 sequence=244.760276
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120752 sequence=247.881028
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.680064 sequence=250.561091
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=145 node=N7627 type=observe q_typed_reliable_context=1.377735 sequence=251.938826
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=146 node=N7680 type=observe q_typed_reliable_context=2.828548 sequence=254.767374
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.848399 sequence=255.615773
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333450 sequence=257.949223
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=149 node=N723 type=observe q_typed_reliable_context=2.701494 sequence=260.650717
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=150 node=N4521 type=observe q_typed_reliable_context=2.862608 sequence=263.513325
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=151 node=N694 type=observe q_typed_reliable_context=3.049440 sequence=266.562765
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=152 node=N7624 type=observe q_typed_reliable_context=3.648542 sequence=270.211307
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=153 node=N6948 type=observe q_typed_reliable_context=3.629539 sequence=273.840847
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=154 node=N3467 type=control1 q_typed_reliable_context=1.463300 sequence=275.304146
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=155 node=N5617 type=observe q_typed_reliable_context=2.665095 sequence=277.969241
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=3.203966 sequence=281.173207
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.205962 sequence=283.379169
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.593017 sequence=285.972186
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=159 node=N2102 type=observe q_typed_reliable_context=4.767050 sequence=290.739236
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=160 node=N6531 type=observe q_typed_reliable_context=3.977512 sequence=294.716748
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=161 node=N2149 type=observe q_typed_reliable_context=4.257939 sequence=298.974688
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=162 node=N7436 type=observe q_typed_reliable_context=4.116741 sequence=303.091428
