[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 budgets=iscas99__b15_1:278
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770289 sequence=116.839787
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843700 sequence=117.683487
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272582 sequence=118.956069
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117102 sequence=120.073171
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813394 sequence=120.886564
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269409 sequence=122.155973
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752138 sequence=122.908111
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527494 sequence=124.435605
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320239 sequence=125.755844
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515749 sequence=127.271593
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689438 sequence=128.961031
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671019 sequence=130.632050
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992342 sequence=131.624393
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991923 sequence=132.616316
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112731 sequence=133.729047
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311989 sequence=135.041036
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_reliable_context=1.010795 sequence=136.051831
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=2.631303 sequence=138.683134
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386739 sequence=144.069873
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.424080 sequence=145.493953
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217618 sequence=146.711571
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466191 sequence=148.177762
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.527273 sequence=149.705034
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386282 sequence=151.091316
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331841 sequence=152.423157
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462480 sequence=153.885638
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321318 sequence=155.206956
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_reliable_context=1.783298 sequence=156.990254
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444218 sequence=158.434472
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_reliable_context=1.443681 sequence=159.878153
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350894 sequence=161.229046
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_reliable_context=1.323319 sequence=162.552365
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224016 sequence=163.776381
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716818 sequence=165.493199
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312546 sequence=166.805745
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.660053 sequence=168.465797
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336572 sequence=169.802369
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392744 sequence=172.195113
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972797 sequence=174.167910
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152274 sequence=176.320184
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926533 sequence=179.246717
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978783 sequence=182.225500
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026080 sequence=185.251580
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353161 sequence=187.604740
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391950 sequence=189.996691
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535725 sequence=192.532416
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362523 sequence=194.894939
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516259 sequence=196.411198
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650564 sequence=198.061762
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932197 sequence=199.993959
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.280592 sequence=201.274551
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544327 sequence=202.818878
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965593 sequence=204.784471
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771891 sequence=207.556362
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783625 sequence=211.339987
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.607083 sequence=215.947069
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088060 sequence=219.035130
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671794 sequence=220.706924
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528722 sequence=223.235646
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.319628 sequence=225.555274
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436147 sequence=226.991422
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004578 sequence=227.996000
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.548283 sequence=229.544283
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.639728 sequence=233.184010
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.788585 sequence=238.972595
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763968 sequence=244.736563
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120802 sequence=247.857365
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.670873 sequence=250.528238
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=145 node=N7679 type=observe q_typed_reliable_context=1.379887 sequence=251.908125
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=146 node=N7627 type=observe q_typed_reliable_context=2.827096 sequence=254.735220
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.849318 sequence=255.584539
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333411 sequence=257.917949
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=149 node=N725 type=observe q_typed_reliable_context=2.700030 sequence=260.617979
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=150 node=N7624 type=observe q_typed_reliable_context=2.854035 sequence=263.472014
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=151 node=N6948 type=observe q_typed_reliable_context=2.923660 sequence=266.395674
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=1.712943 sequence=268.108618
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=153 node=N5617 type=observe q_typed_reliable_context=4.153623 sequence=272.262240
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=154 node=N2580 type=control1 q_typed_reliable_context=1.735247 sequence=273.997488
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_reliable_context=2.214925 sequence=276.212413
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=2.024057 sequence=278.236470
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.272031 sequence=280.508501
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.671786 sequence=283.180288
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=159 node=N4529 type=observe q_typed_reliable_context=4.691798 sequence=287.872086
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=160 node=N2102 type=observe q_typed_reliable_context=1.746056 sequence=289.618142
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=161 node=N6531 type=observe q_typed_reliable_context=5.157921 sequence=294.776063
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=162 node=N7385 type=observe q_typed_reliable_context=5.391046 sequence=300.167109
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=163 node=N714 type=observe q_typed_reliable_context=2.311780 sequence=302.478888
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.556330 sequence=305.035218
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=165 node=N723 type=observe q_typed_reliable_context=2.699340 sequence=307.734558
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=166 node=N694 type=observe q_typed_reliable_context=3.525388 sequence=311.259946
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=167 node=N2106 type=observe q_typed_reliable_context=2.229237 sequence=313.489183
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=168 node=N5877 type=observe q_typed_reliable_context=2.915244 sequence=316.404427
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=169 node=N3525 type=control1 q_typed_reliable_context=1.654217 sequence=318.058645
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=170 node=N7436 type=observe q_typed_reliable_context=4.528351 sequence=322.586995
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=171 node=N3295 type=control1 q_typed_reliable_context=1.479343 sequence=324.066338
