[b15-r10-strong/return_within_lr5e4/e004] [gmean] 2026-07-21T17:24:43 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_004/alpha_0p10_decay_64
[b15-r10-strong/return_within_lr5e4/e004] [gmean] 2026-07-21T17:24:43 budgets=iscas99__b15_1:278
[b15-r10-strong/return_within_lr5e4/e004] [gmean] 2026-07-21T17:24:43 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-strong/return_within_lr5e4/e004] [gmean] 2026-07-21T17:24:43 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_reliable_context=1.398669 sequence=24.499732
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.100108
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.946518 sequence=29.046626
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.791668
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.184243
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.182801
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.339497
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.039251
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.344975 sequence=41.384225
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=1.959882 sequence=43.344108
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=1.827739 sequence=45.171847
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=1.720757 sequence=46.892604
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.808320 sequence=48.700924
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.804121 sequence=49.505045
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=0.844012 sequence=50.349057
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_reliable_context=2.985955 sequence=53.335012
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.324663 sequence=53.659675
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_reliable_context=1.472114 sequence=55.131789
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=32 node=N4677 type=control0 q_typed_reliable_context=2.807675 sequence=57.939463
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.746178 sequence=58.685641
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.978282 sequence=59.663924
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=35 node=N4670 type=control0 q_typed_reliable_context=1.831360 sequence=61.495284
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=36 node=N4656 type=control0 q_typed_reliable_context=2.134401 sequence=63.629685
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.615205 sequence=65.244890
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=38 node=N7881 type=control1 q_typed_reliable_context=0.712282 sequence=65.957172
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=39 node=N7882 type=control1 q_typed_reliable_context=0.829881 sequence=66.787053
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=40 node=N7883 type=control1 q_typed_reliable_context=0.600772 sequence=67.387824
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=41 node=N7884 type=control1 q_typed_reliable_context=0.496965 sequence=67.884790
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=42 node=N704 type=observe q_typed_reliable_context=1.458814 sequence=69.343604
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=43 node=N6537 type=observe q_typed_reliable_context=3.684615 sequence=73.028219
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=44 node=N4691 type=control0 q_typed_reliable_context=5.737793 sequence=78.766012
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_reliable_context=3.062804 sequence=81.828816
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_reliable_context=1.937052 sequence=83.765868
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.140052 sequence=84.905920
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_reliable_context=1.505363 sequence=86.411282
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.296360 sequence=87.707643
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.395258 sequence=89.102901
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.943220 sequence=90.046120
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.944240 sequence=90.990360
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.966499 sequence=91.956859
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.917022 sequence=92.873881
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.940920 sequence=93.814801
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.953490 sequence=94.768290
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.957503 sequence=95.725793
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_reliable_context=0.959983 sequence=96.685777
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=59 node=N3882 type=control0 q_typed_reliable_context=0.902126 sequence=97.587903
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=60 node=N2083 type=observe q_typed_reliable_context=1.004444 sequence=98.592347
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=61 node=N3805 type=control0 q_typed_reliable_context=1.114230 sequence=99.706576
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=1.065799 sequence=100.772375
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.725277 sequence=102.497652
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.898713 sequence=103.396364
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=0.917916 sequence=104.314280
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.024035 sequence=105.338315
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.030025 sequence=106.368340
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.967601 sequence=107.335941
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=0.852373 sequence=108.188314
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.406622 sequence=109.594936
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=0.791700 sequence=110.386636
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.245294 sequence=111.631930
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=0.756677 sequence=112.388607
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.391524 sequence=113.780131
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_reliable_context=0.758650 sequence=114.538781
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.557465 sequence=116.096247
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=77 node=N5234 type=observe q_typed_reliable_context=0.770346 sequence=116.866593
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=0.843703 sequence=117.710296
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=1.272576 sequence=118.982872
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_reliable_context=1.117101 sequence=120.099973
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.813393 sequence=120.913366
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.269412 sequence=122.182778
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_reliable_context=0.752135 sequence=122.934913
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.527499 sequence=124.462412
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.320236 sequence=125.782648
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.515693 sequence=127.298341
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.689439 sequence=128.987781
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.671013 sequence=130.658794
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=0.992343 sequence=131.651137
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=0.991927 sequence=132.643063
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.112735 sequence=133.755798
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.311997 sequence=135.067795
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=93 node=N3820 type=control0 q_typed_reliable_context=1.010701 sequence=136.078496
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=94 node=N3792 type=control0 q_typed_reliable_context=2.631753 sequence=138.710249
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=95 node=N713 type=observe q_typed_reliable_context=5.386883 sequence=144.097132
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=96 node=N3785 type=control0 q_typed_reliable_context=1.424607 sequence=145.521740
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_reliable_context=1.217603 sequence=146.739342
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.466179 sequence=148.205522
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.526915 sequence=149.732437
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.386271 sequence=151.118708
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_reliable_context=1.331833 sequence=152.450541
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_reliable_context=1.462425 sequence=153.912966
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=1.321325 sequence=155.234291
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=104 node=N3827 type=control0 q_typed_reliable_context=1.783299 sequence=157.017590
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=105 node=N634 type=control1 q_typed_reliable_context=1.444226 sequence=158.461817
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=106 node=N3813 type=control0 q_typed_reliable_context=1.443698 sequence=159.905515
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.350896 sequence=161.256411
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=108 node=N3799 type=control0 q_typed_reliable_context=1.323333 sequence=162.579744
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=1.224006 sequence=163.803751
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=1.716837 sequence=165.520588
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=1.312575 sequence=166.833164
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.660020 sequence=168.493184
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=113 node=N7852 type=control0 q_typed_reliable_context=1.336586 sequence=169.829769
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=2.392737 sequence=172.222507
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=1.972794 sequence=174.195301
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_reliable_context=2.152257 sequence=176.347558
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=117 node=N4557 type=control0 q_typed_reliable_context=2.926527 sequence=179.274085
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=118 node=N4520 type=control0 q_typed_reliable_context=2.978790 sequence=182.252875
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=119 node=N7847 type=control0 q_typed_reliable_context=3.026058 sequence=185.278933
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=120 node=N3903 type=control0 q_typed_reliable_context=2.353148 sequence=187.632081
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.391929 sequence=190.024010
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=2.535708 sequence=192.559718
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=123 node=N3896 type=control0 q_typed_reliable_context=2.362536 sequence=194.922254
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=1.516271 sequence=196.438525
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.650570 sequence=198.089096
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=126 node=N2040 type=observe q_typed_reliable_context=1.932166 sequence=200.021261
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=127 node=N7590 type=control1 q_typed_reliable_context=1.281073 sequence=201.302334
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=128 node=N7537 type=observe q_typed_reliable_context=1.544319 sequence=202.846653
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=1.965575 sequence=204.812228
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=130 node=N7534 type=observe q_typed_reliable_context=2.771866 sequence=207.584094
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=131 node=N7532 type=observe q_typed_reliable_context=3.783704 sequence=211.367798
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=132 node=N3180 type=control1 q_typed_reliable_context=4.607418 sequence=215.975215
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=133 node=N7518 type=observe q_typed_reliable_context=3.088274 sequence=219.063490
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.671880 sequence=220.735370
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.528784 sequence=223.264154
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.320112 sequence=225.584267
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.436171 sequence=227.020438
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=138 node=N1552 type=observe q_typed_reliable_context=1.004555 sequence=228.024993
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.547692 sequence=229.572685
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=3.637940 sequence=233.210626
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.789219 sequence=238.999845
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.763965 sequence=244.763810
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.120817 sequence=247.884627
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=2.680058 sequence=250.564685
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=145 node=N7627 type=observe q_typed_reliable_context=1.377745 sequence=251.942431
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=146 node=N7680 type=observe q_typed_reliable_context=2.828554 sequence=254.770985
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=147 node=N7465 type=observe q_typed_reliable_context=0.848397 sequence=255.619382
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=148 node=N5627 type=observe q_typed_reliable_context=2.333461 sequence=257.952843
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=149 node=N723 type=observe q_typed_reliable_context=2.701525 sequence=260.654368
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=150 node=N4521 type=observe q_typed_reliable_context=2.862605 sequence=263.516973
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=151 node=N694 type=observe q_typed_reliable_context=3.049439 sequence=266.566412
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=152 node=N7624 type=observe q_typed_reliable_context=3.648541 sequence=270.214953
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=153 node=N6948 type=observe q_typed_reliable_context=3.629540 sequence=273.844493
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=154 node=N3467 type=control1 q_typed_reliable_context=1.463266 sequence=275.307759
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=155 node=N5617 type=observe q_typed_reliable_context=2.665091 sequence=277.972850
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=156 node=N1586 type=control1 q_typed_reliable_context=3.203962 sequence=281.176813
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.205957 sequence=283.382770
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_reliable_context=2.593019 sequence=285.975789
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=159 node=N2102 type=observe q_typed_reliable_context=4.767066 sequence=290.742855
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=160 node=N6531 type=observe q_typed_reliable_context=3.977511 sequence=294.720366
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=161 node=N2149 type=observe q_typed_reliable_context=4.257934 sequence=298.978301
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=162 node=N7436 type=observe q_typed_reliable_context=4.116731 sequence=303.095032
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=163 node=N5877 type=observe q_typed_reliable_context=3.001755 sequence=306.096787
[b15-r10-strong/return_within_lr5e4/e004] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.457087 sequence=308.553874
