[typed-five-r3/b17_C] [gmean] 2026-07-20T22:00:13 out_dir=autoresearch/loop-260720-0945/typed_winner_round3_five/b17_C
[typed-five-r3/b17_C] [gmean] 2026-07-20T22:00:13 budgets=iscas99__b17:994
[typed-five-r3/b17_C] [gmean] 2026-07-20T22:00:13 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b17_C] [gmean] 2026-07-20T22:00:13 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_typed_residual_context
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=19 node=N19195 type=control0 q_typed_residual_context=2.478434 sequence=42.025683
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=20 node=N13626 type=control0 q_typed_residual_context=3.728983 sequence=45.754666
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=21 node=N13624 type=control0 q_typed_residual_context=3.073506 sequence=48.828172
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=22 node=N4256 type=control0 q_typed_residual_context=2.865050 sequence=51.693222
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=23 node=N12511 type=control0 q_typed_residual_context=2.576177 sequence=54.269399
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=24 node=N11941 type=control0 q_typed_residual_context=1.948344 sequence=56.217743
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=25 node=N7680 type=control0 q_typed_residual_context=2.506071 sequence=58.723815
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=26 node=N7682 type=control0 q_typed_residual_context=2.298522 sequence=61.022336
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=27 node=N11923 type=control0 q_typed_residual_context=1.976469 sequence=62.998805
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=28 node=N11952 type=control0 q_typed_residual_context=2.189489 sequence=65.188294
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=29 node=N18340 type=control0 q_typed_residual_context=2.619637 sequence=67.807931
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=30 node=N18879 type=control0 q_typed_residual_context=2.148896 sequence=69.956826
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=31 node=N18771 type=control0 q_typed_residual_context=2.026911 sequence=71.983738
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=32 node=N18496 type=control1 q_typed_residual_context=1.902048 sequence=73.885786
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=33 node=N13589 type=observe q_typed_residual_context=1.724991 sequence=75.610777
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=34 node=N13509 type=observe q_typed_residual_context=1.307337 sequence=76.918113
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=35 node=N15365 type=control1 q_typed_residual_context=1.124015 sequence=78.042129
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=36 node=N13605 type=observe q_typed_residual_context=0.992241 sequence=79.034370
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=37 node=N19351 type=control1 q_typed_residual_context=0.966770 sequence=80.001140
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=38 node=N9512 type=control1 q_typed_residual_context=1.178887 sequence=81.180027
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=39 node=N7639 type=observe q_typed_residual_context=1.354652 sequence=82.534679
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=40 node=N13493 type=observe q_typed_residual_context=1.375498 sequence=83.910178
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=41 node=N13573 type=observe q_typed_residual_context=1.672288 sequence=85.582466
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=42 node=N13557 type=observe q_typed_residual_context=1.790561 sequence=87.373027
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=43 node=N13210 type=observe q_typed_residual_context=2.021224 sequence=89.394251
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=44 node=N13187 type=observe q_typed_residual_context=2.077862 sequence=91.472114
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=45 node=N13208 type=observe q_typed_residual_context=2.051691 sequence=93.523805
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=46 node=N12782 type=control0 q_typed_residual_context=2.351782 sequence=95.875588
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=47 node=N12791 type=control0 q_typed_residual_context=1.506051 sequence=97.381639
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=48 node=N14731 type=control1 q_typed_residual_context=1.853123 sequence=99.234762
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=49 node=N12824 type=control0 q_typed_residual_context=2.525278 sequence=101.760040
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=50 node=N12866 type=control0 q_typed_residual_context=2.680509 sequence=104.440550
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=51 node=N12863 type=control0 q_typed_residual_context=1.924195 sequence=106.364745
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=52 node=N12794 type=control0 q_typed_residual_context=2.316949 sequence=108.681694
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=53 node=N12797 type=control0 q_typed_residual_context=2.421589 sequence=111.103283
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=54 node=N18004 type=control0 q_typed_residual_context=1.129486 sequence=112.232769
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=55 node=N12803 type=control0 q_typed_residual_context=3.664658 sequence=115.897427
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=56 node=N12806 type=control0 q_typed_residual_context=2.961736 sequence=118.859163
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=57 node=N12809 type=control0 q_typed_residual_context=3.040818 sequence=121.899981
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=58 node=N12812 type=control0 q_typed_residual_context=3.072453 sequence=124.972435
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=59 node=N12821 type=control0 q_typed_residual_context=3.199605 sequence=128.172040
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=60 node=N12830 type=control0 q_typed_residual_context=2.988572 sequence=131.160612
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=61 node=N12836 type=control0 q_typed_residual_context=2.880256 sequence=134.040868
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=62 node=N12765 type=control0 q_typed_residual_context=2.916427 sequence=136.957296
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=63 node=N12769 type=control0 q_typed_residual_context=2.915925 sequence=139.873221
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=64 node=N12847 type=control0 q_typed_residual_context=3.419329 sequence=143.292550
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=65 node=N3777 type=observe q_typed_residual_context=1.590128 sequence=144.882678
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=66 node=N13984 type=observe q_typed_residual_context=5.643283 sequence=150.525961
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=67 node=N2858 type=control1 q_typed_residual_context=3.446552 sequence=153.972513
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=68 node=N13988 type=observe q_typed_residual_context=2.261392 sequence=156.233905
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=69 node=N19512 type=observe q_typed_residual_context=2.457111 sequence=158.691016
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=70 node=N2231 type=control1 q_typed_residual_context=3.030327 sequence=161.721344
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=71 node=N14004 type=observe q_typed_residual_context=4.941504 sequence=166.662847
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=72 node=N29355 type=control1 q_typed_residual_context=3.570645 sequence=170.233493
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=73 node=N16901 type=control0 q_typed_residual_context=5.817680 sequence=176.051173
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=74 node=N27363 type=control1 q_typed_residual_context=3.829172 sequence=179.880345
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=75 node=N13541 type=observe q_typed_residual_context=2.712129 sequence=182.592474
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=76 node=N13525 type=observe q_typed_residual_context=0.913386 sequence=183.505860
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=77 node=N26503 type=control1 q_typed_residual_context=1.664110 sequence=185.169971
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=78 node=N12615 type=observe q_typed_residual_context=0.629160 sequence=185.799131
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=79 node=N26512 type=control1 q_typed_residual_context=1.196973 sequence=186.996104
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=80 node=N2201 type=control1 q_typed_residual_context=0.966725 sequence=187.962829
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=81 node=N19206 type=control0 q_typed_residual_context=3.546583 sequence=191.509412
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=82 node=N12167 type=control0 q_typed_residual_context=1.192984 sequence=192.702397
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=83 node=N13455 type=control0 q_typed_residual_context=1.294109 sequence=193.996506
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=84 node=N7916 type=observe q_typed_residual_context=5.089519 sequence=199.086025
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=85 node=N19511 type=observe q_typed_residual_context=3.850833 sequence=202.936858
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=86 node=N26514 type=control1 q_typed_residual_context=1.450316 sequence=204.387174
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=87 node=N19160 type=control0 q_typed_residual_context=1.278453 sequence=205.665627
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=88 node=N7645 type=control0 q_typed_residual_context=1.339031 sequence=207.004658
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=89 node=N26509 type=control1 q_typed_residual_context=1.460520 sequence=208.465178
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=90 node=N19172 type=control0 q_typed_residual_context=2.617000 sequence=211.082178
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=91 node=N7643 type=control0 q_typed_residual_context=1.772697 sequence=212.854875
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=92 node=N6892 type=control0 q_typed_residual_context=0.942029 sequence=213.796904
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=93 node=N6868 type=control0 q_typed_residual_context=1.925339 sequence=215.722242
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=94 node=N19222 type=control0 q_typed_residual_context=3.082318 sequence=218.804560
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=95 node=N19232 type=control0 q_typed_residual_context=2.088043 sequence=220.892604
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=96 node=N18176 type=control0 q_typed_residual_context=2.806716 sequence=223.699320
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=97 node=N19477 type=control0 q_typed_residual_context=1.301510 sequence=225.000830
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=98 node=N19476 type=control0 q_typed_residual_context=1.114685 sequence=226.115515
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=99 node=N27353 type=control1 q_typed_residual_context=0.989856 sequence=227.105372
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=100 node=N19474 type=control0 q_typed_residual_context=3.361579 sequence=230.466951
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=101 node=N27354 type=control1 q_typed_residual_context=0.770254 sequence=231.237205
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=102 node=N19471 type=control0 q_typed_residual_context=1.000217 sequence=232.237422
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=103 node=N6988 type=control0 q_typed_residual_context=3.049727 sequence=235.287148
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=104 node=N19468 type=control0 q_typed_residual_context=1.893660 sequence=237.180808
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=105 node=N19464 type=control0 q_typed_residual_context=1.745450 sequence=238.926258
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=106 node=N27357 type=control1 q_typed_residual_context=1.014380 sequence=239.940638
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=107 node=N27349 type=control1 q_typed_residual_context=0.780311 sequence=240.720949
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=108 node=N29495 type=control1 q_typed_residual_context=3.284429 sequence=244.005378
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=109 node=N19462 type=control0 q_typed_residual_context=2.783023 sequence=246.788401
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=110 node=N18233 type=control0 q_typed_residual_context=3.682874 sequence=250.471275
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=111 node=N27351 type=control1 q_typed_residual_context=1.355942 sequence=251.827216
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=112 node=N27366 type=control1 q_typed_residual_context=1.067746 sequence=252.894962
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=113 node=N4557 type=control0 q_typed_residual_context=2.667841 sequence=255.562803
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=114 node=N4505 type=control0 q_typed_residual_context=2.546083 sequence=258.108886
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=115 node=N4609 type=control0 q_typed_residual_context=1.066591 sequence=259.175477
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=116 node=N27359 type=control1 q_typed_residual_context=1.041351 sequence=260.216828
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=117 node=N19170 type=control0 q_typed_residual_context=1.059594 sequence=261.276422
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=118 node=N4761 type=control0 q_typed_residual_context=2.047272 sequence=263.323694
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=119 node=N4709 type=control0 q_typed_residual_context=2.164598 sequence=265.488292
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=120 node=N4660 type=control0 q_typed_residual_context=2.301282 sequence=267.789575
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=121 node=N18188 type=control0 q_typed_residual_context=2.608647 sequence=270.398221
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=122 node=N4813 type=control0 q_typed_residual_context=2.792579 sequence=273.190800
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=123 node=N19459 type=control0 q_typed_residual_context=1.930796 sequence=275.121596
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=124 node=N4350 type=control0 q_typed_residual_context=1.266300 sequence=276.387896
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=125 node=N4298 type=control0 q_typed_residual_context=1.640919 sequence=278.028816
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=126 node=N4402 type=control0 q_typed_residual_context=1.869156 sequence=279.897971
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=127 node=N4453 type=control0 q_typed_residual_context=1.488911 sequence=281.386882
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=128 node=N19455 type=control0 q_typed_residual_context=1.604032 sequence=282.990914
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=129 node=N19453 type=control0 q_typed_residual_context=1.571333 sequence=284.562246
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=130 node=N7021 type=control0 q_typed_residual_context=1.445701 sequence=286.007948
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=131 node=N7032 type=control0 q_typed_residual_context=2.120116 sequence=288.128064
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=132 node=N7064 type=control0 q_typed_residual_context=2.281792 sequence=290.409855
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=133 node=N7112 type=control0 q_typed_residual_context=1.561828 sequence=291.971683
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=134 node=N18711 type=control0 q_typed_residual_context=1.797739 sequence=293.769422
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=135 node=N12330 type=control0 q_typed_residual_context=2.230854 sequence=296.000276
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=136 node=N7280 type=control0 q_typed_residual_context=1.633307 sequence=297.633583
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=137 node=N7344 type=control0 q_typed_residual_context=1.597227 sequence=299.230810
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=138 node=N7376 type=control0 q_typed_residual_context=1.580965 sequence=300.811775
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=139 node=N7123 type=control0 q_typed_residual_context=1.529825 sequence=302.341600
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=140 node=N7277 type=control0 q_typed_residual_context=1.503262 sequence=303.844862
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=141 node=N27362 type=control1 q_typed_residual_context=1.412299 sequence=305.257161
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=142 node=N14047 type=control1 q_typed_residual_context=1.814561 sequence=307.071722
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=143 node=N27360 type=control1 q_typed_residual_context=2.165972 sequence=309.237694
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=144 node=N26518 type=control1 q_typed_residual_context=1.870734 sequence=311.108427
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=145 node=N26505 type=control1 q_typed_residual_context=1.432642 sequence=312.541069
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=146 node=N26516 type=control1 q_typed_residual_context=1.297453 sequence=313.838522
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=147 node=N12344 type=control0 q_typed_residual_context=1.532822 sequence=315.371344
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=148 node=N12392 type=control0 q_typed_residual_context=1.941698 sequence=317.313041
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=149 node=N12424 type=control0 q_typed_residual_context=2.010690 sequence=319.323731
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=150 node=N7049 type=control0 q_typed_residual_context=2.307386 sequence=321.631117
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=151 node=N18114 type=control0 q_typed_residual_context=2.579775 sequence=324.210892
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=152 node=N13594 type=observe q_typed_residual_context=2.484569 sequence=326.695461
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=153 node=N18765 type=control0 q_typed_residual_context=1.536976 sequence=328.232437
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=154 node=N7292 type=control0 q_typed_residual_context=2.472589 sequence=330.705026
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=155 node=N7324 type=control0 q_typed_residual_context=2.568093 sequence=333.273120
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=156 node=N18699 type=control0 q_typed_residual_context=2.696670 sequence=335.969790
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=157 node=N29406 type=control1 q_typed_residual_context=1.596017 sequence=337.565807
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=158 node=N18750 type=control0 q_typed_residual_context=1.781188 sequence=339.346995
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=159 node=N18063 type=control0 q_typed_residual_context=5.167487 sequence=344.514482
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=160 node=N12368 type=control0 q_typed_residual_context=3.887617 sequence=348.402099
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=161 node=N12385 type=control0 q_typed_residual_context=4.127292 sequence=352.529391
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=162 node=N12401 type=control0 q_typed_residual_context=4.649553 sequence=357.178944
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=163 node=N12417 type=control0 q_typed_residual_context=5.759662 sequence=362.938606
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=164 node=N12433 type=control0 q_typed_residual_context=5.746214 sequence=368.684820
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=165 node=N12448 type=control0 q_typed_residual_context=5.746997 sequence=374.431818
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=166 node=N12464 type=control0 q_typed_residual_context=5.714805 sequence=380.146622
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=167 node=N12611 type=control0 q_typed_residual_context=5.708744 sequence=385.855366
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=168 node=N13615 type=control0 q_typed_residual_context=1.549938 sequence=387.405304
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=169 node=N20345 type=control1 q_typed_residual_context=0.766000 sequence=388.171303
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=170 node=N19242 type=observe q_typed_residual_context=0.826712 sequence=388.998016
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=171 node=N12351 type=control0 q_typed_residual_context=0.848254 sequence=389.846270
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=172 node=N12569 type=control0 q_typed_residual_context=2.646884 sequence=392.493154
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=173 node=N12637 type=control0 q_typed_residual_context=0.847826 sequence=393.340979
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=174 node=N18624 type=observe q_typed_residual_context=0.802700 sequence=394.143680
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=175 node=N18590 type=observe q_typed_residual_context=0.811469 sequence=394.955149
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=176 node=N13534 type=observe q_typed_residual_context=0.848515 sequence=395.803664
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=177 node=N13552 type=observe q_typed_residual_context=1.150196 sequence=396.953860
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=178 node=N13562 type=observe q_typed_residual_context=1.677563 sequence=398.631423
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=179 node=N18272 type=control0 q_typed_residual_context=1.025883 sequence=399.657306
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=180 node=N12739 type=control0 q_typed_residual_context=0.778204 sequence=400.435511
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=181 node=N19450 type=control0 q_typed_residual_context=5.242294 sequence=405.677805
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=182 node=N13613 type=control0 q_typed_residual_context=1.104398 sequence=406.782203
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=183 node=N7067 type=control0 q_typed_residual_context=5.727179 sequence=412.509381
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=184 node=N7083 type=control0 q_typed_residual_context=4.069976 sequence=416.579357
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=185 node=N7115 type=control0 q_typed_residual_context=3.790089 sequence=420.369446
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=186 node=N7131 type=control0 q_typed_residual_context=3.361250 sequence=423.730696
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=187 node=N12570 type=control0 q_typed_residual_context=3.071332 sequence=426.802028
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=188 node=N12604 type=control0 q_typed_residual_context=3.054483 sequence=429.856511
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=189 node=N12706 type=control0 q_typed_residual_context=3.214774 sequence=433.071285
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=190 node=N12740 type=control0 q_typed_residual_context=3.419300 sequence=436.490585
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=191 node=N12323 type=observe q_typed_residual_context=0.721401 sequence=437.211986
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=192 node=N13528 type=observe q_typed_residual_context=3.685010 sequence=440.896995
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=193 node=N31089 type=control1 q_typed_residual_context=0.516046 sequence=441.413042
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=194 node=N18577 type=observe q_typed_residual_context=0.681359 sequence=442.094401
[typed-five-r3/b17_C] [plan iscas99__b17] [plan] step=195 node=N18541 type=observe q_typed_residual_context=0.681464 sequence=442.775865
