[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 out_dir=autoresearch/loop-260720-0945/typed_winner_round7_five/b22_C
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 budgets=iscas99__b22:915
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:00:52 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=115 node=N18514 type=control0 q_typed_reliable_context=3.046207 sequence=173.084205
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=116 node=N1171 type=control1 q_typed_reliable_context=4.854168 sequence=177.938373
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=117 node=N26401 type=control1 q_typed_reliable_context=3.005211 sequence=180.943585
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=118 node=N3881 type=control0 q_typed_reliable_context=8.220576 sequence=189.164160
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=119 node=N3877 type=control0 q_typed_reliable_context=5.324113 sequence=194.488273
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=120 node=N13002 type=control1 q_typed_reliable_context=4.437787 sequence=198.926061
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=121 node=N8333 type=control1 q_typed_reliable_context=5.048432 sequence=203.974493
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=122 node=N12999 type=control1 q_typed_reliable_context=8.032077 sequence=212.006570
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=123 node=N8325 type=control1 q_typed_reliable_context=4.741425 sequence=216.747994
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=124 node=N7598 type=control1 q_typed_reliable_context=7.272157 sequence=224.020151
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=125 node=N12990 type=control1 q_typed_reliable_context=5.489419 sequence=229.509570
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=126 node=N4453 type=control1 q_typed_reliable_context=4.551562 sequence=234.061132
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=127 node=N5220 type=control1 q_typed_reliable_context=2.967577 sequence=237.028709
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=128 node=N5213 type=control1 q_typed_reliable_context=2.850964 sequence=239.879673
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=129 node=N21464 type=control1 q_typed_reliable_context=1.941511 sequence=241.821184
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=130 node=N5716 type=observe q_typed_reliable_context=0.727507 sequence=242.548692
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=131 node=N18522 type=control1 q_typed_reliable_context=1.680920 sequence=244.229611
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=132 node=N7014 type=observe q_typed_reliable_context=0.689918 sequence=244.919529
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=133 node=N7005 type=observe q_typed_reliable_context=0.539343 sequence=245.458872
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=134 node=N1572 type=control0 q_typed_reliable_context=1.584801 sequence=247.043673
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=135 node=N5499 type=control0 q_typed_reliable_context=0.856640 sequence=247.900313
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=136 node=N6115 type=observe q_typed_reliable_context=0.642535 sequence=248.542848
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=137 node=N7116 type=observe q_typed_reliable_context=3.155874 sequence=251.698723
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=138 node=N7138 type=observe q_typed_reliable_context=2.820448 sequence=254.519170
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=139 node=N7131 type=observe q_typed_reliable_context=1.905001 sequence=256.424171
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=140 node=N7159 type=observe q_typed_reliable_context=1.844637 sequence=258.268808
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=141 node=N7152 type=observe q_typed_reliable_context=1.751136 sequence=260.019944
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=142 node=N7145 type=observe q_typed_reliable_context=1.537317 sequence=261.557260
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=143 node=N7002 type=observe q_typed_reliable_context=1.637662 sequence=263.194922
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=144 node=N7201 type=observe q_typed_reliable_context=0.758219 sequence=263.953141
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=145 node=N7229 type=observe q_typed_reliable_context=1.387305 sequence=265.340446
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=146 node=N7208 type=observe q_typed_reliable_context=0.917663 sequence=266.258109
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=147 node=N4527 type=control1 q_typed_reliable_context=0.773227 sequence=267.031336
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=148 node=N19313 type=control1 q_typed_reliable_context=1.211834 sequence=268.243171
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=149 node=N7166 type=observe q_typed_reliable_context=1.426521 sequence=269.669692
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=150 node=N7173 type=observe q_typed_reliable_context=0.860259 sequence=270.529951
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=151 node=N7180 type=observe q_typed_reliable_context=0.766386 sequence=271.296336
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=152 node=N2032 type=control1 q_typed_reliable_context=0.625506 sequence=271.921842
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=153 node=N7187 type=observe q_typed_reliable_context=3.224798 sequence=275.146640
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=154 node=N5245 type=observe q_typed_reliable_context=1.138612 sequence=276.285252
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=155 node=N14498 type=observe q_typed_reliable_context=1.769962 sequence=278.055214
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=156 node=N6996 type=observe q_typed_reliable_context=1.328977 sequence=279.384191
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=157 node=N3832 type=observe q_typed_reliable_context=0.839225 sequence=280.223416
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=158 node=N13005 type=control1 q_typed_reliable_context=0.725019 sequence=280.948435
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=159 node=N4526 type=control1 q_typed_reliable_context=0.566460 sequence=281.514895
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=160 node=N4530 type=control1 q_typed_reliable_context=0.272537 sequence=281.787432
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=161 node=N5963 type=observe q_typed_reliable_context=0.474058 sequence=282.261490
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=162 node=N2144 type=observe q_typed_reliable_context=0.442920 sequence=282.704410
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=163 node=N6993 type=observe q_typed_reliable_context=0.811816 sequence=283.516226
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=164 node=N6095 type=observe q_typed_reliable_context=0.838012 sequence=284.354238
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=165 node=N5944 type=observe q_typed_reliable_context=0.952397 sequence=285.306636
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=166 node=N6058 type=observe q_typed_reliable_context=1.324418 sequence=286.631053
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=167 node=N6039 type=observe q_typed_reliable_context=1.728891 sequence=288.359945
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=168 node=N5925 type=observe q_typed_reliable_context=1.521568 sequence=289.881513
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=169 node=N3840 type=observe q_typed_reliable_context=1.658689 sequence=291.540202
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=170 node=N3836 type=observe q_typed_reliable_context=1.820903 sequence=293.361105
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=171 node=N6990 type=observe q_typed_reliable_context=1.983376 sequence=295.344481
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=172 node=N4534 type=control1 q_typed_reliable_context=0.733728 sequence=296.078209
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=173 node=N5247 type=observe q_typed_reliable_context=0.711311 sequence=296.789521
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=174 node=N6973 type=observe q_typed_reliable_context=0.696984 sequence=297.486505
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=175 node=N2035 type=observe q_typed_reliable_context=1.294026 sequence=298.780531
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=176 node=N14429 type=observe q_typed_reliable_context=0.762790 sequence=299.543322
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=177 node=N15002 type=control1 q_typed_reliable_context=1.287475 sequence=300.830797
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=178 node=N15003 type=control1 q_typed_reliable_context=1.563566 sequence=302.394363
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=179 node=N15007 type=control1 q_typed_reliable_context=1.719932 sequence=304.114295
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=180 node=N6976 type=observe q_typed_reliable_context=1.261398 sequence=305.375692
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=181 node=N7595 type=control1 q_typed_reliable_context=1.434417 sequence=306.810109
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=182 node=N7599 type=control1 q_typed_reliable_context=1.392150 sequence=308.202259
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=183 node=N7051 type=observe q_typed_reliable_context=0.809573 sequence=309.011832
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=184 node=N15004 type=control1 q_typed_reliable_context=1.320092 sequence=310.331924
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=185 node=N15006 type=control1 q_typed_reliable_context=1.408765 sequence=311.740689
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=186 node=N8334 type=control1 q_typed_reliable_context=1.581911 sequence=313.322600
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=187 node=N7017 type=observe q_typed_reliable_context=1.133685 sequence=314.456285
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=188 node=N15005 type=control1 q_typed_reliable_context=1.527687 sequence=315.983972
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=189 node=N6979 type=observe q_typed_reliable_context=1.027119 sequence=317.011091
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=190 node=N21458 type=control1 q_typed_reliable_context=1.409134 sequence=318.420224
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=191 node=N3860 type=observe q_typed_reliable_context=1.018822 sequence=319.439046
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=192 node=N3856 type=observe q_typed_reliable_context=0.731645 sequence=320.170691
