[typed-five-r3/b21_C] [gmean] 2026-07-21T15:00:51 out_dir=autoresearch/loop-260720-0945/typed_winner_round7_five/b21_C
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:00:51 budgets=iscas99__b21:628
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:00:51 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b21_C] [gmean] 2026-07-21T15:00:51 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=20 node=N960 type=observe q_typed_reliable_context=1.547183 sequence=46.647979
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=21 node=N1680 type=control1 q_typed_reliable_context=1.340784 sequence=47.988763
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=22 node=N4049 type=control0 q_typed_reliable_context=1.553542 sequence=49.542305
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=23 node=N4009 type=control0 q_typed_reliable_context=1.822261 sequence=51.364565
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=24 node=N4165 type=observe q_typed_reliable_context=1.777219 sequence=53.141784
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=25 node=N4941 type=control1 q_typed_reliable_context=1.615987 sequence=54.757771
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=26 node=N4176 type=observe q_typed_reliable_context=1.193436 sequence=55.951207
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=27 node=N4665 type=observe q_typed_reliable_context=1.268799 sequence=57.220006
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=28 node=N4683 type=control0 q_typed_reliable_context=2.677617 sequence=59.897623
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=29 node=N4027 type=control0 q_typed_reliable_context=1.889435 sequence=61.787058
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=30 node=N3550 type=control0 q_typed_reliable_context=1.135478 sequence=62.922536
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=31 node=N4198 type=observe q_typed_reliable_context=1.392607 sequence=64.315143
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=32 node=N4200 type=observe q_typed_reliable_context=1.083248 sequence=65.398391
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=33 node=N4163 type=observe q_typed_reliable_context=0.915469 sequence=66.313860
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=34 node=N4175 type=control0 q_typed_reliable_context=0.937435 sequence=67.251294
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=35 node=N4168 type=observe q_typed_reliable_context=0.861900 sequence=68.113194
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=36 node=N1942 type=control0 q_typed_reliable_context=1.250075 sequence=69.363269
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=37 node=N15816 type=control1 q_typed_reliable_context=1.583186 sequence=70.946454
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=38 node=N4169 type=observe q_typed_reliable_context=2.104119 sequence=73.050574
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=39 node=N4171 type=observe q_typed_reliable_context=2.690790 sequence=75.741363
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=40 node=N4174 type=control0 q_typed_reliable_context=1.610342 sequence=77.351706
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=41 node=N4178 type=observe q_typed_reliable_context=1.016634 sequence=78.368340
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=42 node=N4172 type=observe q_typed_reliable_context=0.862413 sequence=79.230753
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=43 node=N4166 type=observe q_typed_reliable_context=0.816563 sequence=80.047316
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=44 node=N4205 type=observe q_typed_reliable_context=0.883358 sequence=80.930674
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=45 node=N4204 type=observe q_typed_reliable_context=0.893414 sequence=81.824088
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=46 node=N8963 type=control1 q_typed_reliable_context=1.155277 sequence=82.979365
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=47 node=N4159 type=observe q_typed_reliable_context=0.870641 sequence=83.850006
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=48 node=N15820 type=control1 q_typed_reliable_context=1.164742 sequence=85.014748
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=49 node=N4162 type=observe q_typed_reliable_context=0.856712 sequence=85.871460
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=50 node=N4208 type=observe q_typed_reliable_context=0.818302 sequence=86.689763
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=51 node=N8973 type=control1 q_typed_reliable_context=1.184122 sequence=87.873885
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=52 node=N4945 type=control1 q_typed_reliable_context=0.933266 sequence=88.807151
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=53 node=N6231 type=control1 q_typed_reliable_context=0.863785 sequence=89.670936
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=54 node=N3554 type=control0 q_typed_reliable_context=0.700937 sequence=90.371873
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=55 node=N4202 type=observe q_typed_reliable_context=0.778527 sequence=91.150400
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=56 node=N4225 type=observe q_typed_reliable_context=0.749289 sequence=91.899689
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=57 node=N4227 type=observe q_typed_reliable_context=1.018029 sequence=92.917717
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=58 node=N4228 type=observe q_typed_reliable_context=1.614003 sequence=94.531721
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=59 node=N4177 type=observe q_typed_reliable_context=1.358590 sequence=95.890310
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=60 node=N4229 type=observe q_typed_reliable_context=1.558908 sequence=97.449218
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=61 node=N4203 type=observe q_typed_reliable_context=1.569314 sequence=99.018532
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=62 node=N4943 type=control1 q_typed_reliable_context=1.538332 sequence=100.556864
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=63 node=N4207 type=observe q_typed_reliable_context=0.943379 sequence=101.500243
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=64 node=N4230 type=observe q_typed_reliable_context=1.243477 sequence=102.743720
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=65 node=N4232 type=observe q_typed_reliable_context=1.264903 sequence=104.008623
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=66 node=N4210 type=observe q_typed_reliable_context=1.374758 sequence=105.383382
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=67 node=N4233 type=observe q_typed_reliable_context=1.554689 sequence=106.938070
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=68 node=N4231 type=observe q_typed_reliable_context=1.377794 sequence=108.315865
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=69 node=N4209 type=observe q_typed_reliable_context=1.224264 sequence=109.540129
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=70 node=N4667 type=observe q_typed_reliable_context=1.252203 sequence=110.792332
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=71 node=N4160 type=observe q_typed_reliable_context=1.402515 sequence=112.194846
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=72 node=N4236 type=observe q_typed_reliable_context=1.122393 sequence=113.317239
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=73 node=N4161 type=observe q_typed_reliable_context=1.128192 sequence=114.445431
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=74 node=N4239 type=observe q_typed_reliable_context=1.187873 sequence=115.633303
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=75 node=N4238 type=observe q_typed_reliable_context=1.207711 sequence=116.841015
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=76 node=N4237 type=observe q_typed_reliable_context=1.256708 sequence=118.097722
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=77 node=N4242 type=observe q_typed_reliable_context=1.460544 sequence=119.558266
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=78 node=N4244 type=observe q_typed_reliable_context=1.449262 sequence=121.007528
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=79 node=N4678 type=observe q_typed_reliable_context=1.459287 sequence=122.466815
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=80 node=N3512 type=control0 q_typed_reliable_context=1.699153 sequence=124.165968
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=81 node=N4946 type=control1 q_typed_reliable_context=1.826910 sequence=125.992877
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=82 node=N4235 type=observe q_typed_reliable_context=1.252830 sequence=127.245707
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=83 node=N8908 type=control0 q_typed_reliable_context=1.116942 sequence=128.362649
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=84 node=N4243 type=observe q_typed_reliable_context=1.172927 sequence=129.535576
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=85 node=N4241 type=observe q_typed_reliable_context=1.637780 sequence=131.173356
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=86 node=N4179 type=observe q_typed_reliable_context=1.514180 sequence=132.687536
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=87 node=N4213 type=observe q_typed_reliable_context=2.081042 sequence=134.768578
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=88 node=N4234 type=observe q_typed_reliable_context=2.318682 sequence=137.087260
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=89 node=N3426 type=observe q_typed_reliable_context=2.883438 sequence=139.970698
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=90 node=N12805 type=observe q_typed_reliable_context=1.466472 sequence=141.437169
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=91 node=N1736 type=observe q_typed_reliable_context=3.681215 sequence=145.118384
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=92 node=N1734 type=observe q_typed_reliable_context=3.322874 sequence=148.441258
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=93 node=N1733 type=observe q_typed_reliable_context=3.158150 sequence=151.599407
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=94 node=N4201 type=observe q_typed_reliable_context=2.029711 sequence=153.629118
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=95 node=N4164 type=observe q_typed_reliable_context=0.859440 sequence=154.488558
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=96 node=N4240 type=observe q_typed_reliable_context=1.436768 sequence=155.925327
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=97 node=N4170 type=observe q_typed_reliable_context=1.396754 sequence=157.322080
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=98 node=N4206 type=observe q_typed_reliable_context=3.038786 sequence=160.360866
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=99 node=N4173 type=observe q_typed_reliable_context=2.262049 sequence=162.622915
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=100 node=N4167 type=control0 q_typed_reliable_context=2.323099 sequence=164.946014
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=101 node=N1241 type=observe q_typed_reliable_context=3.503687 sequence=168.449701
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=102 node=N1735 type=observe q_typed_reliable_context=2.545844 sequence=170.995545
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=103 node=N11090 type=observe q_typed_reliable_context=2.821919 sequence=173.817464
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=104 node=N4664 type=observe q_typed_reliable_context=2.291677 sequence=176.109141
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=105 node=N4212 type=observe q_typed_reliable_context=2.335901 sequence=178.445041
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=106 node=N4692 type=control1 q_typed_reliable_context=1.468909 sequence=179.913950
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=107 node=N4095 type=control1 q_typed_reliable_context=2.887519 sequence=182.801469
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=108 node=N1626 type=control1 q_typed_reliable_context=2.034180 sequence=184.835650
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=109 node=N2723 type=control0 q_typed_reliable_context=1.437181 sequence=186.272831
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=110 node=N6745 type=observe q_typed_reliable_context=2.068906 sequence=188.341737
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=111 node=N14896 type=observe q_typed_reliable_context=3.005552 sequence=191.347289
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=112 node=N4196 type=observe q_typed_reliable_context=1.899799 sequence=193.247088
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=113 node=N3448 type=control1 q_typed_reliable_context=1.846979 sequence=195.094067
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=114 node=N4194 type=observe q_typed_reliable_context=1.910161 sequence=197.004228
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=115 node=N4656 type=observe q_typed_reliable_context=1.803260 sequence=198.807488
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=116 node=N10980 type=control1 q_typed_reliable_context=1.716921 sequence=200.524409
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=117 node=N6747 type=observe q_typed_reliable_context=1.424050 sequence=201.948459
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=118 node=N1707 type=observe q_typed_reliable_context=1.622572 sequence=203.571031
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=119 node=N904 type=observe q_typed_reliable_context=1.560010 sequence=205.131041
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=120 node=N4195 type=observe q_typed_reliable_context=1.195039 sequence=206.326080
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=121 node=N906 type=observe q_typed_reliable_context=1.002632 sequence=207.328712
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=122 node=N12801 type=observe q_typed_reliable_context=1.101801 sequence=208.430514
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=123 node=N1679 type=observe q_typed_reliable_context=2.374036 sequence=210.804550
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=124 node=N1737 type=observe q_typed_reliable_context=2.144519 sequence=212.949069
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=125 node=N4673 type=observe q_typed_reliable_context=1.600408 sequence=214.549477
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=126 node=N1706 type=observe q_typed_reliable_context=1.997559 sequence=216.547036
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=127 node=N12582 type=observe q_typed_reliable_context=1.809819 sequence=218.356855
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=128 node=N12681 type=observe q_typed_reliable_context=1.324666 sequence=219.681521
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=129 node=N12528 type=observe q_typed_reliable_context=1.185358 sequence=220.866879
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=130 node=N8812 type=control0 q_typed_reliable_context=1.143318 sequence=222.010197
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=131 node=N2567 type=observe q_typed_reliable_context=1.787684 sequence=223.797881
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=132 node=N15811 type=control1 q_typed_reliable_context=1.470354 sequence=225.268235
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=133 node=N4685 type=observe q_typed_reliable_context=2.869229 sequence=228.137464
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=134 node=N12877 type=observe q_typed_reliable_context=2.118831 sequence=230.256295
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=135 node=N1436 type=observe q_typed_reliable_context=2.197690 sequence=232.453986
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=136 node=N12709 type=observe q_typed_reliable_context=1.871550 sequence=234.325536
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=137 node=N8907 type=control0 q_typed_reliable_context=2.401062 sequence=236.726597
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=138 node=N11410 type=observe q_typed_reliable_context=3.246964 sequence=239.973561
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=139 node=N1714 type=observe q_typed_reliable_context=1.451160 sequence=241.424721
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=140 node=N4671 type=observe q_typed_reliable_context=3.948459 sequence=245.373180
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=141 node=N14903 type=observe q_typed_reliable_context=2.473188 sequence=247.846368
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=142 node=N8906 type=control0 q_typed_reliable_context=1.297241 sequence=249.143609
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=143 node=N15755 type=control0 q_typed_reliable_context=1.809456 sequence=250.953064
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=144 node=N4001 type=observe q_typed_reliable_context=5.221302 sequence=256.174366
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=145 node=N14900 type=observe q_typed_reliable_context=2.711814 sequence=258.886180
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=146 node=N854 type=observe q_typed_reliable_context=1.356584 sequence=260.242764
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=147 node=N10978 type=control1 q_typed_reliable_context=4.372853 sequence=264.615617
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=148 node=N10977 type=control1 q_typed_reliable_context=1.286513 sequence=265.902130
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=149 node=N15864 type=control0 q_typed_reliable_context=1.330284 sequence=267.232414
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=150 node=N12903 type=observe q_typed_reliable_context=5.038368 sequence=272.270782
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=151 node=N8811 type=control0 q_typed_reliable_context=6.211666 sequence=278.482448
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=152 node=N4102 type=control1 q_typed_reliable_context=6.405683 sequence=284.888132
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=153 node=N10982 type=control1 q_typed_reliable_context=4.595601 sequence=289.483733
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=154 node=N8954 type=control1 q_typed_reliable_context=4.052540 sequence=293.536272
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=155 node=N15874 type=control1 q_typed_reliable_context=1.532912 sequence=295.069185
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=156 node=N10979 type=control1 q_typed_reliable_context=0.918807 sequence=295.987991
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=157 node=N15753 type=control0 q_typed_reliable_context=0.983694 sequence=296.971685
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=158 node=N15751 type=control0 q_typed_reliable_context=6.646192 sequence=303.617877
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=159 node=N15801 type=control1 q_typed_reliable_context=5.225721 sequence=308.843599
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=160 node=N15754 type=control0 q_typed_reliable_context=2.927648 sequence=311.771247
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=161 node=N8965 type=control1 q_typed_reliable_context=4.863964 sequence=316.635211
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=162 node=N4104 type=control1 q_typed_reliable_context=4.626820 sequence=321.262032
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=163 node=N10981 type=control1 q_typed_reliable_context=3.220489 sequence=324.482521
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=164 node=N8904 type=control0 q_typed_reliable_context=1.260843 sequence=325.743364
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=165 node=N15750 type=control0 q_typed_reliable_context=2.876991 sequence=328.620354
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=166 node=N14909 type=control1 q_typed_reliable_context=5.567581 sequence=334.187935
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=167 node=N8903 type=control0 q_typed_reliable_context=2.275807 sequence=336.463742
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=168 node=N8905 type=control0 q_typed_reliable_context=2.958781 sequence=339.422523
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=169 node=N15809 type=control1 q_typed_reliable_context=4.575396 sequence=343.997919
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=170 node=N14400 type=control1 q_typed_reliable_context=2.586507 sequence=346.584427
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=171 node=N11082 type=control1 q_typed_reliable_context=1.261063 sequence=347.845490
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=172 node=N14633 type=observe q_typed_reliable_context=1.416106 sequence=349.261596
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=173 node=N14989 type=observe q_typed_reliable_context=1.658682 sequence=350.920278
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=174 node=N15004 type=observe q_typed_reliable_context=2.144781 sequence=353.065059
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=175 node=N14629 type=observe q_typed_reliable_context=1.087062 sequence=354.152121
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=176 node=N9017 type=control0 q_typed_reliable_context=1.514629 sequence=355.666751
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=177 node=N12794 type=observe q_typed_reliable_context=1.943972 sequence=357.610723
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=178 node=N15749 type=control0 q_typed_reliable_context=1.548025 sequence=359.158749
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=179 node=N9019 type=control0 q_typed_reliable_context=3.214511 sequence=362.373260
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=180 node=N1683 type=observe q_typed_reliable_context=2.975803 sequence=365.349063
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=181 node=N12583 type=observe q_typed_reliable_context=2.366427 sequence=367.715490
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=182 node=N14899 type=observe q_typed_reliable_context=4.372841 sequence=372.088331
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=183 node=N12769 type=observe q_typed_reliable_context=4.058472 sequence=376.146802
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=184 node=N4647 type=observe q_typed_reliable_context=3.938550 sequence=380.085352
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=185 node=N14898 type=observe q_typed_reliable_context=2.041638 sequence=382.126990
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=186 node=N3367 type=observe q_typed_reliable_context=2.833176 sequence=384.960166
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=187 node=N14631 type=observe q_typed_reliable_context=6.527277 sequence=391.487443
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=188 node=N12620 type=observe q_typed_reliable_context=3.723030 sequence=395.210473
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=189 node=N10397 type=control1 q_typed_reliable_context=3.825110 sequence=399.035583
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=190 node=N1716 type=observe q_typed_reliable_context=4.104637 sequence=403.140220
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=191 node=N14556 type=observe q_typed_reliable_context=2.550065 sequence=405.690285
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=192 node=N11434 type=observe q_typed_reliable_context=1.696003 sequence=407.386288
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=193 node=N4675 type=observe q_typed_reliable_context=4.451334 sequence=411.837621
