[typed-five-r3/b20_C] [gmean] 2026-07-21T15:50:23 out_dir=autoresearch/loop-260720-0945/typed_winner_round8_five/b20_C
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:50:23 budgets=iscas99__b20:616
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:50:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b20_C] [gmean] 2026-07-21T15:50:23 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=32 node=N4177 type=observe q_typed_reliable_context=1.103300 sequence=51.760744
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=33 node=N4801 type=control1 q_typed_reliable_context=1.010254 sequence=52.770998
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=34 node=N3997 type=control0 q_typed_reliable_context=0.916799 sequence=53.687797
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=35 node=N4146 type=observe q_typed_reliable_context=0.873139 sequence=54.560936
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=36 node=N4173 type=observe q_typed_reliable_context=0.939684 sequence=55.500620
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=37 node=N4145 type=observe q_typed_reliable_context=0.945757 sequence=56.446377
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=38 node=N5784 type=control0 q_typed_reliable_context=2.343054 sequence=58.789431
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=39 node=N1909 type=control0 q_typed_reliable_context=2.308926 sequence=61.098357
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=40 node=N4148 type=observe q_typed_reliable_context=1.832125 sequence=62.930482
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=41 node=N3486 type=control0 q_typed_reliable_context=2.283014 sequence=65.213496
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=42 node=N3484 type=control0 q_typed_reliable_context=2.486030 sequence=67.699526
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=43 node=N8557 type=control0 q_typed_reliable_context=1.270183 sequence=68.969709
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=44 node=N962 type=observe q_typed_reliable_context=1.205075 sequence=70.174784
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=45 node=N4180 type=observe q_typed_reliable_context=0.895900 sequence=71.070684
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=46 node=N4171 type=observe q_typed_reliable_context=0.913833 sequence=71.984516
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=47 node=N4172 type=observe q_typed_reliable_context=0.970951 sequence=72.955468
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=48 node=N4807 type=control1 q_typed_reliable_context=1.230257 sequence=74.185724
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=49 node=N6008 type=control1 q_typed_reliable_context=1.370579 sequence=75.556303
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=50 node=N8718 type=control1 q_typed_reliable_context=0.967606 sequence=76.523909
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=51 node=N4577 type=observe q_typed_reliable_context=0.921502 sequence=77.445411
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=52 node=N4142 type=observe q_typed_reliable_context=0.930524 sequence=78.375935
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=53 node=N4583 type=observe q_typed_reliable_context=1.076513 sequence=79.452448
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=54 node=N4141 type=observe q_typed_reliable_context=1.054311 sequence=80.506759
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=55 node=N4581 type=observe q_typed_reliable_context=1.027769 sequence=81.534528
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=56 node=N4170 type=observe q_typed_reliable_context=0.958493 sequence=82.493021
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=57 node=N4168 type=control0 q_typed_reliable_context=0.963025 sequence=83.456046
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=58 node=N4139 type=observe q_typed_reliable_context=1.017503 sequence=84.473549
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=59 node=N4576 type=observe q_typed_reliable_context=1.206649 sequence=85.680199
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=60 node=N4585 type=observe q_typed_reliable_context=1.107084 sequence=86.787282
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=61 node=N4069 type=control1 q_typed_reliable_context=1.150230 sequence=87.937512
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=62 node=N4135 type=observe q_typed_reliable_context=0.937974 sequence=88.875487
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=63 node=N830 type=control0 q_typed_reliable_context=0.993638 sequence=89.869124
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=64 node=N829 type=control0 q_typed_reliable_context=1.066457 sequence=90.935582
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=65 node=N828 type=control0 q_typed_reliable_context=1.039400 sequence=91.974982
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=66 node=N4138 type=observe q_typed_reliable_context=0.939096 sequence=92.914077
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=67 node=N4584 type=observe q_typed_reliable_context=1.016169 sequence=93.930247
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=68 node=N4586 type=observe q_typed_reliable_context=0.983297 sequence=94.913543
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=69 node=N4179 type=control0 q_typed_reliable_context=0.986201 sequence=95.899744
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=70 node=N4169 type=observe q_typed_reliable_context=1.005366 sequence=96.905110
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=71 node=N4137 type=control0 q_typed_reliable_context=1.321646 sequence=98.226757
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=72 node=N8710 type=control1 q_typed_reliable_context=1.392278 sequence=99.619034
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=73 node=N4582 type=observe q_typed_reliable_context=1.175381 sequence=100.794415
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=74 node=N4557 type=observe q_typed_reliable_context=1.224294 sequence=102.018709
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=75 node=N4178 type=control0 q_typed_reliable_context=1.616163 sequence=103.634873
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=76 node=N4136 type=observe q_typed_reliable_context=1.174300 sequence=104.809172
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=77 node=N4565 type=observe q_typed_reliable_context=1.405544 sequence=106.214717
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=78 node=N4070 type=control1 q_typed_reliable_context=1.341816 sequence=107.556532
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=79 node=N4181 type=observe q_typed_reliable_context=1.429390 sequence=108.985922
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=80 node=N4562 type=observe q_typed_reliable_context=1.542155 sequence=110.528078
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=81 node=N4132 type=observe q_typed_reliable_context=1.605856 sequence=112.133933
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=82 node=N4066 type=control1 q_typed_reliable_context=1.441442 sequence=113.575375
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=83 node=N1707 type=observe q_typed_reliable_context=1.956934 sequence=115.532309
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=84 node=N1708 type=observe q_typed_reliable_context=1.690627 sequence=117.222936
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=85 node=N1705 type=observe q_typed_reliable_context=2.029640 sequence=119.252576
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=86 node=N1706 type=observe q_typed_reliable_context=1.559374 sequence=120.811950
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=87 node=N4183 type=observe q_typed_reliable_context=1.088001 sequence=121.899951
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=88 node=N4560 type=observe q_typed_reliable_context=1.496153 sequence=123.396104
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=89 node=N4809 type=control1 q_typed_reliable_context=1.096330 sequence=124.492434
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=90 node=N1616 type=control1 q_typed_reliable_context=0.980508 sequence=125.472942
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=91 node=N14366 type=observe q_typed_reliable_context=1.292069 sequence=126.765010
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=92 node=N14365 type=observe q_typed_reliable_context=1.256942 sequence=128.021952
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=93 node=N4579 type=observe q_typed_reliable_context=1.498024 sequence=129.519976
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=94 node=N4131 type=observe q_typed_reliable_context=1.150052 sequence=130.670029
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=95 node=N4133 type=observe q_typed_reliable_context=0.902540 sequence=131.572568
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=96 node=N4578 type=observe q_typed_reliable_context=1.477971 sequence=133.050540
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=97 node=N4580 type=observe q_typed_reliable_context=1.239972 sequence=134.290512
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=98 node=N4182 type=observe q_typed_reliable_context=1.327264 sequence=135.617776
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=99 node=N10831 type=observe q_typed_reliable_context=1.328549 sequence=136.946326
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=100 node=N4810 type=control1 q_typed_reliable_context=1.240264 sequence=138.186590
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=101 node=N10722 type=control1 q_typed_reliable_context=1.165852 sequence=139.352442
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=102 node=N10723 type=control1 q_typed_reliable_context=1.041072 sequence=140.393514
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=103 node=N10719 type=control1 q_typed_reliable_context=1.265585 sequence=141.659099
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=104 node=N10718 type=control1 q_typed_reliable_context=1.247623 sequence=142.906722
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=105 node=N4613 type=control1 q_typed_reliable_context=1.332324 sequence=144.239046
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=106 node=N1670 type=observe q_typed_reliable_context=1.234892 sequence=145.473938
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=107 node=N14378 type=observe q_typed_reliable_context=1.925148 sequence=147.399086
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=108 node=N4559 type=observe q_typed_reliable_context=1.633664 sequence=149.032750
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=109 node=N16678 type=observe q_typed_reliable_context=2.286634 sequence=151.319383
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=110 node=N4143 type=observe q_typed_reliable_context=2.270415 sequence=153.589798
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=111 node=N16714 type=observe q_typed_reliable_context=2.370173 sequence=155.959972
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=112 node=N1697 type=observe q_typed_reliable_context=2.188370 sequence=158.148342
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=113 node=N16728 type=observe q_typed_reliable_context=1.675700 sequence=159.824042
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=114 node=N14346 type=observe q_typed_reliable_context=1.102995 sequence=160.927037
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=115 node=N10721 type=control1 q_typed_reliable_context=1.034618 sequence=161.961655
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=116 node=N10720 type=control1 q_typed_reliable_context=1.272363 sequence=163.234018
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=117 node=N2690 type=control0 q_typed_reliable_context=1.234939 sequence=164.468957
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=118 node=N1439 type=observe q_typed_reliable_context=1.075805 sequence=165.544762
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=119 node=N4803 type=observe q_typed_reliable_context=2.408927 sequence=167.953689
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=120 node=N12538 type=observe q_typed_reliable_context=2.506489 sequence=170.460178
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=121 node=N1663 type=observe q_typed_reliable_context=1.134111 sequence=171.594289
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=122 node=N1696 type=observe q_typed_reliable_context=1.897924 sequence=173.492213
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=123 node=N16601 type=control1 q_typed_reliable_context=1.261111 sequence=174.753324
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=124 node=N16600 type=control1 q_typed_reliable_context=1.171484 sequence=175.924808
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=125 node=N4620 type=observe q_typed_reliable_context=1.154265 sequence=177.079073
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=126 node=N1434 type=observe q_typed_reliable_context=1.061675 sequence=178.140747
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=127 node=N12509 type=observe q_typed_reliable_context=1.068320 sequence=179.209067
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=128 node=N8653 type=control0 q_typed_reliable_context=0.850849 sequence=180.059916
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=129 node=N8561 type=control1 q_typed_reliable_context=1.963581 sequence=182.023497
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=130 node=N8652 type=control0 q_typed_reliable_context=1.045251 sequence=183.068748
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=131 node=N8650 type=control0 q_typed_reliable_context=0.968216 sequence=184.036965
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=132 node=N3394 type=observe q_typed_reliable_context=1.070520 sequence=185.107485
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=133 node=N8754 type=control0 q_typed_reliable_context=0.868579 sequence=185.976064
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=134 node=N8750 type=control0 q_typed_reliable_context=0.839939 sequence=186.816003
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=135 node=N8752 type=control0 q_typed_reliable_context=1.039950 sequence=187.855953
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=136 node=N10137 type=control1 q_typed_reliable_context=1.120410 sequence=188.976364
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=137 node=N8649 type=control0 q_typed_reliable_context=0.906742 sequence=189.883105
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=138 node=N8764 type=control0 q_typed_reliable_context=0.887081 sequence=190.770186
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=139 node=N1672 type=observe q_typed_reliable_context=1.575253 sequence=192.345440
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=140 node=N14444 type=control0 q_typed_reliable_context=1.951776 sequence=194.297216
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=141 node=N4163 type=control0 q_typed_reliable_context=2.134097 sequence=196.431313
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=142 node=N8756 type=control0 q_typed_reliable_context=0.908222 sequence=197.339535
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=143 node=N14445 type=control0 q_typed_reliable_context=1.267583 sequence=198.607118
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=144 node=N8651 type=control0 q_typed_reliable_context=1.039083 sequence=199.646200
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=145 node=N4944 type=control1 q_typed_reliable_context=1.118143 sequence=200.764343
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=146 node=N4943 type=control1 q_typed_reliable_context=1.014633 sequence=201.778976
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=147 node=N3153 type=control0 q_typed_reliable_context=1.912988 sequence=203.691965
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=148 node=N8643 type=control0 q_typed_reliable_context=1.193718 sequence=204.885682
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=149 node=N14468 type=control0 q_typed_reliable_context=1.404726 sequence=206.290408
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=150 node=N3108 type=control0 q_typed_reliable_context=2.563316 sequence=208.853725
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=151 node=N8642 type=control0 q_typed_reliable_context=1.200708 sequence=210.054432
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=152 node=N8645 type=control0 q_typed_reliable_context=1.513240 sequence=211.567673
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=153 node=N2974 type=control0 q_typed_reliable_context=2.361568 sequence=213.929240
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=154 node=N8556 type=control0 q_typed_reliable_context=1.373528 sequence=215.302769
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=155 node=N8637 type=control0 q_typed_reliable_context=1.146773 sequence=216.449542
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=156 node=N2965 type=control0 q_typed_reliable_context=1.987468 sequence=218.437010
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=157 node=N3072 type=control0 q_typed_reliable_context=2.115860 sequence=220.552870
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=158 node=N3117 type=control0 q_typed_reliable_context=2.466007 sequence=223.018877
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=159 node=N3054 type=control0 q_typed_reliable_context=2.707716 sequence=225.726593
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=160 node=N840 type=control1 q_typed_reliable_context=3.581452 sequence=229.308045
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=161 node=N2938 type=control0 q_typed_reliable_context=3.491573 sequence=232.799618
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=162 node=N2947 type=control0 q_typed_reliable_context=2.963784 sequence=235.763402
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=163 node=N3099 type=control0 q_typed_reliable_context=3.916955 sequence=239.680357
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=164 node=N8648 type=control0 q_typed_reliable_context=3.082185 sequence=242.762542
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=165 node=N8644 type=control0 q_typed_reliable_context=1.833229 sequence=244.595772
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=166 node=N6010 type=control0 q_typed_reliable_context=1.893567 sequence=246.489339
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=167 node=N3135 type=control0 q_typed_reliable_context=2.970601 sequence=249.459940
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=168 node=N3009 type=control0 q_typed_reliable_context=3.789578 sequence=253.249518
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=169 node=N3045 type=control0 q_typed_reliable_context=3.392896 sequence=256.642413
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=170 node=N3018 type=control0 q_typed_reliable_context=3.175461 sequence=259.817874
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=171 node=N4068 type=control1 q_typed_reliable_context=3.460903 sequence=263.278777
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=172 node=N2992 type=control0 q_typed_reliable_context=2.542402 sequence=265.821178
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=173 node=N2916 type=control0 q_typed_reliable_context=2.540961 sequence=268.362140
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=174 node=N4063 type=control1 q_typed_reliable_context=3.584487 sequence=271.946627
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=175 node=N3027 type=control0 q_typed_reliable_context=2.774246 sequence=274.720873
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=176 node=N3063 type=control0 q_typed_reliable_context=2.369884 sequence=277.090756
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=177 node=N8636 type=control0 q_typed_reliable_context=2.620429 sequence=279.711185
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=178 node=N3162 type=control0 q_typed_reliable_context=2.771622 sequence=282.482808
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=179 node=N2956 type=control0 q_typed_reliable_context=2.150411 sequence=284.633218
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=180 node=N839 type=control1 q_typed_reliable_context=1.792926 sequence=286.426144
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=181 node=N3144 type=control0 q_typed_reliable_context=1.733195 sequence=288.159339
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=182 node=N841 type=control1 q_typed_reliable_context=1.655505 sequence=289.814844
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=183 node=N854 type=observe q_typed_reliable_context=0.815080 sequence=290.629924
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=184 node=N10146 type=control1 q_typed_reliable_context=1.423607 sequence=292.053531
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=185 node=N4064 type=control1 q_typed_reliable_context=3.519391 sequence=295.572922
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=186 node=N12543 type=control1 q_typed_reliable_context=1.431222 sequence=297.004144
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=187 node=N10836 type=control1 q_typed_reliable_context=1.931372 sequence=298.935515
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=188 node=N16775 type=control0 q_typed_reliable_context=2.501875 sequence=301.437391
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=189 node=N8022 type=control0 q_typed_reliable_context=2.176491 sequence=303.613882
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=190 node=N18423 type=control1 q_typed_reliable_context=1.192329 sequence=304.806211
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=191 node=N16603 type=control1 q_typed_reliable_context=1.613391 sequence=306.419602
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=192 node=N10832 type=control1 q_typed_reliable_context=1.535511 sequence=307.955114
[typed-five-r3/b20_C] [plan iscas99__b20] [plan] step=193 node=N16602 type=control1 q_typed_reliable_context=2.573809 sequence=310.528923
