[typed-five-r3/b22_C] [gmean] 2026-07-21T15:50:23 out_dir=autoresearch/loop-260720-0945/typed_winner_round8_five/b22_C
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:50:23 budgets=iscas99__b22:915
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:50:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b22_C] [gmean] 2026-07-21T15:50:23 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=115 node=N6058 type=observe q_typed_reliable_context=1.939710 sequence=163.508203
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=116 node=N6095 type=observe q_typed_reliable_context=2.216963 sequence=165.725165
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=117 node=N6115 type=observe q_typed_reliable_context=2.539351 sequence=168.264517
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=118 node=N7131 type=observe q_typed_reliable_context=3.123116 sequence=171.387633
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=119 node=N7145 type=observe q_typed_reliable_context=3.811716 sequence=175.199348
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=120 node=N7159 type=observe q_typed_reliable_context=4.158927 sequence=179.358275
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=121 node=N7173 type=observe q_typed_reliable_context=4.659593 sequence=184.017868
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=122 node=N7187 type=observe q_typed_reliable_context=5.248119 sequence=189.265987
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=123 node=N7201 type=observe q_typed_reliable_context=5.598520 sequence=194.864507
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=124 node=N26410 type=control1 q_typed_reliable_context=5.487063 sequence=200.351570
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=125 node=N19360 type=control0 q_typed_reliable_context=3.864683 sequence=204.216253
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=126 node=N19356 type=control0 q_typed_reliable_context=2.068773 sequence=206.285026
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=127 node=N13010 type=control0 q_typed_reliable_context=2.289756 sequence=208.574782
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=128 node=N13014 type=control0 q_typed_reliable_context=2.298554 sequence=210.873335
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=129 node=N7014 type=observe q_typed_reliable_context=1.140624 sequence=212.013959
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=130 node=N13016 type=control0 q_typed_reliable_context=1.824857 sequence=213.838816
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=131 node=N19321 type=control0 q_typed_reliable_context=2.289588 sequence=216.128404
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=132 node=N19325 type=control0 q_typed_reliable_context=2.579663 sequence=218.708068
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=133 node=N19327 type=control0 q_typed_reliable_context=3.066321 sequence=221.774389
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=134 node=N7250 type=observe q_typed_reliable_context=1.752986 sequence=223.527375
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=135 node=N19329 type=control0 q_typed_reliable_context=1.633574 sequence=225.160949
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=136 node=N19331 type=control0 q_typed_reliable_context=2.049000 sequence=227.209949
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=137 node=N19333 type=control0 q_typed_reliable_context=2.907543 sequence=230.117492
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=138 node=N19354 type=control0 q_typed_reliable_context=2.010183 sequence=232.127675
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=139 node=N10497 type=control0 q_typed_reliable_context=1.926994 sequence=234.054669
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=140 node=N7229 type=observe q_typed_reliable_context=0.857706 sequence=234.912375
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=141 node=N5245 type=observe q_typed_reliable_context=6.100647 sequence=241.013022
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=142 node=N2144 type=observe q_typed_reliable_context=3.836048 sequence=244.849070
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=143 node=N7208 type=observe q_typed_reliable_context=1.892633 sequence=246.741703
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=144 node=N19254 type=control0 q_typed_reliable_context=1.448510 sequence=248.190213
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=145 node=N19253 type=control0 q_typed_reliable_context=1.302361 sequence=249.492574
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=146 node=N19252 type=control0 q_typed_reliable_context=1.727569 sequence=251.220142
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=147 node=N19251 type=control0 q_typed_reliable_context=1.245846 sequence=252.465988
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=148 node=N5288 type=observe q_typed_reliable_context=1.631135 sequence=254.097123
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=149 node=N1254 type=observe q_typed_reliable_context=1.929645 sequence=256.026769
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=150 node=N1256 type=observe q_typed_reliable_context=1.767073 sequence=257.793842
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=151 node=N19250 type=control0 q_typed_reliable_context=0.797455 sequence=258.591297
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=152 node=N1364 type=observe q_typed_reliable_context=2.558619 sequence=261.149916
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=153 node=N1258 type=observe q_typed_reliable_context=0.973475 sequence=262.123391
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=154 node=N7541 type=observe q_typed_reliable_context=1.085069 sequence=263.208460
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=155 node=N4453 type=control1 q_typed_reliable_context=2.247184 sequence=265.455644
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=156 node=N1255 type=observe q_typed_reliable_context=1.099754 sequence=266.555399
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=157 node=N18522 type=control1 q_typed_reliable_context=2.168846 sequence=268.724244
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=158 node=N19364 type=control0 q_typed_reliable_context=1.354399 sequence=270.078644
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=159 node=N7568 type=observe q_typed_reliable_context=1.763784 sequence=271.842428
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=160 node=N5285 type=observe q_typed_reliable_context=2.973167 sequence=274.815595
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=161 node=N5280 type=observe q_typed_reliable_context=4.880477 sequence=279.696072
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=162 node=N7598 type=control1 q_typed_reliable_context=2.526846 sequence=282.222917
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=163 node=N14498 type=observe q_typed_reliable_context=0.997839 sequence=283.220756
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=164 node=N7562 type=observe q_typed_reliable_context=1.057087 sequence=284.277844
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=165 node=N21464 type=control1 q_typed_reliable_context=1.223980 sequence=285.501824
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=166 node=N4544 type=observe q_typed_reliable_context=1.499361 sequence=287.001185
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=167 node=N5678 type=observe q_typed_reliable_context=1.285333 sequence=288.286517
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=168 node=N6977 type=observe q_typed_reliable_context=1.059330 sequence=289.345847
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=169 node=N6980 type=observe q_typed_reliable_context=1.061109 sequence=290.406956
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=170 node=N7020 type=observe q_typed_reliable_context=1.144864 sequence=291.551820
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=171 node=N2033 type=observe q_typed_reliable_context=1.449065 sequence=293.000885
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=172 node=N6986 type=observe q_typed_reliable_context=1.790746 sequence=294.791631
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=173 node=N1257 type=observe q_typed_reliable_context=1.523325 sequence=296.314956
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=174 node=N7017 type=observe q_typed_reliable_context=1.805840 sequence=298.120795
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=175 node=N6974 type=observe q_typed_reliable_context=1.004744 sequence=299.125540
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=176 node=N4528 type=observe q_typed_reliable_context=1.359649 sequence=300.485189
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=177 node=N4538 type=observe q_typed_reliable_context=1.683681 sequence=302.168870
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=178 node=N4534 type=observe q_typed_reliable_context=1.083757 sequence=303.252627
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=179 node=N3832 type=observe q_typed_reliable_context=1.467083 sequence=304.719710
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=180 node=N4530 type=observe q_typed_reliable_context=0.976292 sequence=305.696003
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=181 node=N14429 type=observe q_typed_reliable_context=1.218874 sequence=306.914876
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=182 node=N4531 type=observe q_typed_reliable_context=2.304272 sequence=309.219148
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=183 node=N4527 type=observe q_typed_reliable_context=1.644788 sequence=310.863936
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=184 node=N4532 type=observe q_typed_reliable_context=0.897458 sequence=311.761394
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=185 node=N4529 type=observe q_typed_reliable_context=1.150199 sequence=312.911593
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=186 node=N12965 type=control0 q_typed_reliable_context=1.544529 sequence=314.456122
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=187 node=N6966 type=observe q_typed_reliable_context=1.033053 sequence=315.489175
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=188 node=N15003 type=control1 q_typed_reliable_context=2.113953 sequence=317.603128
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=189 node=N15007 type=control1 q_typed_reliable_context=1.229209 sequence=318.832337
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=190 node=N15002 type=control1 q_typed_reliable_context=1.161120 sequence=319.993457
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=191 node=N4536 type=observe q_typed_reliable_context=1.286055 sequence=321.279512
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=192 node=N7595 type=control1 q_typed_reliable_context=1.018986 sequence=322.298497
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=193 node=N7599 type=control1 q_typed_reliable_context=0.991850 sequence=323.290348
