split	variant	checkpoint_name	benchmark_id	state_id	candidate_strategy	oracle_best_delta_tc	baseline_top1_action	baseline_top1_delta_tc	ranker_top1_action	ranker_top1_delta_tc	delta_vs_baseline	ranker_top1_regret
train	linear_l2	incumbent	subckt_0068	initial	cached_hard_cone	0.000180000000000069	__buf_split_5::observe	0.000180000000000069	__buf_split_7::control1	9.00000000000345e-05	-9.00000000000345e-05	9.00000000000345e-05
train	linear_l2	incumbent	subckt_0068	initial	cached_random	0.000180000000000069	__aig_and_342::control1	9.00000000000345e-05	__buf_split_232::control1	9.00000000000345e-05	0.0	9.00000000000345e-05
train	linear_l2	incumbent	subckt_0068	initial	cached_stride	0.000180000000000069	__aig_and_314::observe	0.000180000000000069	__buf_split_1::control1	9.00000000000345e-05	-9.00000000000345e-05	9.00000000000345e-05
train	linear_l2	incumbent	subckt_0072	initial	cached_hard_cone	0.041039999999999965	__buf_split_12::observe	0.007349999999999968	__buf_split_12::control1	0.041039999999999965	0.03369	0.0
train	linear_l2	incumbent	subckt_0072	initial	cached_random	0.15441000000000005	new_n1753_::control0	0.041039999999999965	new_n1753_::control1	0.041039999999999965	0.0	0.11337000000000008
train	linear_l2	incumbent	subckt_0072	initial	cached_stride	0.21323999999999999	new_n1878_::control1	0.041039999999999965	__buf_split_9::observe	0.007349999999999968	-0.03369	0.20589000000000002
train	linear_l2	incumbent	subckt_0074	initial	cached_hard_cone	0.016920000000000157	I1171::observe	0.0015600000000001168	I1218::control1	0.016920000000000157	0.01536000000000004	0.0
train	linear_l2	incumbent	subckt_0074	initial	cached_random	0.04918000000000011	__aig_and_200::control0	0.008860000000000201	__aig_and_200::control1	0.008860000000000201	0.0	0.04031999999999991
train	linear_l2	incumbent	subckt_0074	initial	cached_stride	0.04918000000000011	P.23::observe	0.0015600000000001168	__aig_not_469::control0	0.008860000000000201	0.007300000000000084	0.04031999999999991
train	linear_l2	incumbent	subckt_0076	initial	cached_hard_cone	0.013299999999999979	__buf_split_268611::control1	0.013299999999999979	__buf_split_268513::observe	0.00013999999999991797	-0.01316000000000006	0.01316000000000006
train	linear_l2	incumbent	subckt_0076	initial	cached_random	0.013299999999999979	new_n512303_::observe	0.00013999999999991797	__buf_split_1170::control1	7.00000000000145e-05	-6.999999999990347e-05	0.013229999999999964
train	linear_l2	incumbent	subckt_0076	initial	cached_stride	0.013299999999999979	new_n511851_::control0	7.00000000000145e-05	__buf_split_1170::control1	7.00000000000145e-05	0.0	0.013229999999999964
train	linear_l2	incumbent	subckt_0081	initial	cached_hard_cone	0.034519999999999995	__buf_split_55::observe	0.0014600000000000168	__buf_split_58::observe	0.0014600000000000168	0.0	0.03305999999999998
train	linear_l2	incumbent	subckt_0081	initial	cached_random	0.054790000000000005	__buf_split_283::control1	0.04803000000000002	__buf_split_69::observe	0.0014600000000000168	-0.04657	0.05332999999999999
train	linear_l2	incumbent	subckt_0081	initial	cached_stride	0.034519999999999995	__aig_and_167::observe	0.0014600000000000168	__aig_and_117::observe	0.0014600000000000168	0.0	0.03305999999999998
train	linear_l2	incumbent	subckt_0083	initial	cached_hard_cone	0.007489999999999886	__aig_and_1252::control1	0.007489999999999886	__aig_not_1253::observe	0.0011599999999999389	-0.006329999999999947	0.006329999999999947
train	linear_l2	incumbent	subckt_0083	initial	cached_random	0.047029999999999905	__buf_split_916::control1	0.007489999999999886	__buf_split_916::control1	0.007489999999999886	0.0	0.03954000000000002
train	linear_l2	incumbent	subckt_0083	initial	cached_stride	0.037860000000000005	new_n6965::control1	-0.006330000000000169	new_n6965::control1	-0.006330000000000169	0.0	0.044190000000000174
train	linear_l2	incumbent	subckt_0086	initial	cached_hard_cone	0.012660000000000005	__aig_and_12::control0	0.012660000000000005	__aig_and_16::control1	0.012660000000000005	0.0	0.0
train	linear_l2	incumbent	subckt_0086	initial	cached_random	0.012660000000000005	ADD_65_U4::control0	-0.00609000000000004	__aig_and_9::control1	0.012660000000000005	0.018750000000000044	0.0
train	linear_l2	incumbent	subckt_0086	initial	cached_stride	0.012660000000000005	__aig_and_366::control0	-0.00609000000000004	__aig_and_29::control1	0.012660000000000005	0.018750000000000044	0.0
train	linear_l2	incumbent	subckt_0093	initial	cached_hard_cone	0.000260000000000149	new_n559_::control1	0.0001300000000000745	new_n559_::observe	0.000260000000000149	0.0001300000000000745	0.0
train	linear_l2	incumbent	subckt_0093	initial	cached_random	0.000260000000000149	new_n1704_::observe	0.000260000000000149	new_n1362_::observe	0.000260000000000149	0.0	0.0
train	linear_l2	incumbent	subckt_0093	initial	cached_stride	0.000260000000000149	new_n1914_::observe	0.000260000000000149	new_n1914_::observe	0.000260000000000149	0.0	0.0
train	linear_l2	incumbent	subckt_0101	initial	cached_hard_cone	0.000140000000000029	__aig_and_183::observe	0.000140000000000029	__buf_split_9::control1	7.00000000000145e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0101	initial	cached_random	0.000140000000000029	__aig_not_250::observe	0.000140000000000029	__buf_split_251::control1	7.00000000000145e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0101	initial	cached_stride	0.000140000000000029	__aig_and_221::observe	0.000140000000000029	__buf_split_9::control1	7.00000000000145e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0103	initial	cached_hard_cone	0.007099999999999995	new_n711_::observe	0.0008399999999999519	__buf_split_708::control1	0.007099999999999995	0.006260000000000043	0.0
train	linear_l2	incumbent	subckt_0103	initial	cached_random	0.03522000000000003	__buf_split_1939::control0	-0.014780000000000015	new_n2233_::control1	0.003970000000000029	0.018750000000000044	0.03125
train	linear_l2	incumbent	subckt_0103	initial	cached_stride	0.044600000000000084	new_n2405_::observe	0.007889999999999953	__buf_split_708::control1	0.007099999999999995	-0.0007899999999999574	0.03750000000000009
train	linear_l2	incumbent	subckt_0107	initial	cached_hard_cone	0.02633999999999992	__aig_and_174::control1	0.0013400000000000079	__buf_split_10::control1	0.02633999999999992	0.02499999999999991	0.0
train	linear_l2	incumbent	subckt_0107	initial	cached_random	0.038839999999999986	GT_215_U7::control1	0.0013400000000000079	GT_215_U7::control1	0.0013400000000000079	0.0	0.03749999999999998
train	linear_l2	incumbent	subckt_0107	initial	cached_stride	0.038839999999999986	__aig_and_468::control1	0.0013400000000000079	__buf_split_895::control1	0.038839999999999986	0.03749999999999998	0.0
train	linear_l2	incumbent	subckt_0109	initial	cached_hard_cone	0.00013999999999991797	__aig_not_117::observe	0.00013999999999991797	__buf_split_26::control1	6.999999999990347e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0109	initial	cached_random	0.00013999999999991797	__aig_not_215::observe	0.00013999999999991797	233::control1	6.999999999990347e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0109	initial	cached_stride	0.00013999999999991797	__aig_and_294::observe	0.00013999999999991797	__buf_split_7::control1	6.999999999990347e-05	-7.00000000000145e-05	7.00000000000145e-05
train	linear_l2	incumbent	subckt_0116	initial	cached_hard_cone	0.005840000000000067	__buf_split_1::observe	9.00000000000345e-05	__buf_split_6::observe	9.00000000000345e-05	0.0	0.005750000000000033
train	linear_l2	incumbent	subckt_0116	initial	cached_random	0.007780000000000009	new_n5386_::observe	9.00000000000345e-05	new_n5386_::observe	9.00000000000345e-05	0.0	0.007689999999999975
train	linear_l2	incumbent	subckt_0116	initial	cached_stride	0.008750000000000036	new_n5925_::control1	0.005840000000000067	new_n5925_::control1	0.005840000000000067	0.0	0.002909999999999968
train	linear_l2	incumbent	subckt_0118	initial	cached_hard_cone	0.0036400000000000876	__buf_split_7::observe	7.999999999996898e-05	__buf_split_27::observe	7.999999999996898e-05	0.0	0.0035600000000001186
train	linear_l2	incumbent	subckt_0118	initial	cached_random	7.999999999996898e-05	new_n698_::observe	7.999999999996898e-05	new_n1901_::observe	7.999999999996898e-05	0.0	0.0
train	linear_l2	incumbent	subckt_0118	initial	cached_stride	7.999999999996898e-05	new_n1660_::observe	7.999999999996898e-05	new_n1914_::observe	7.999999999996898e-05	0.0	0.0
train	linear_l2	incumbent	subckt_0120	initial	cached_hard_cone	7.999999999996898e-05	__aig_and_259::observe	7.999999999996898e-05	2199::control1	-0.003449999999999953	-0.003529999999999922	0.003529999999999922
train	linear_l2	incumbent	subckt_0120	initial	cached_random	0.007050000000000001	2861::observe	0.007050000000000001	2734::observe	7.999999999996898e-05	-0.006970000000000032	0.006970000000000032
train	linear_l2	incumbent	subckt_0120	initial	cached_stride	0.005290000000000017	2603::observe	3.999999999992898e-05	__buf_split_34::control1	-0.013940000000000063	-0.013979999999999992	0.01923000000000008
train	linear_l2	incumbent	subckt_0121	initial	cached_hard_cone	0.00021999999999999797	__buf_split_30::control1	0.0001100000000000545	__buf_split_46::control1	0.0001100000000000545	0.0	0.00010999999999994348
train	linear_l2	incumbent	subckt_0121	initial	cached_random	0.00021999999999999797	4283::control0	0.0001100000000000545	__buf_split_1477::control1	0.0001100000000000545	0.0	0.00010999999999994348
train	linear_l2	incumbent	subckt_0121	initial	cached_stride	0.00021999999999999797	1588::control0	0.0001100000000000545	__buf_split_26::control1	0.0001100000000000545	0.0	0.00010999999999994348
train	linear_l2	incumbent	subckt_0126	initial	cached_hard_cone	0.0005100000000000104	I660::observe	0.0005100000000000104	__buf_split_26::control1	0.0002500000000000835	-0.00025999999999992696	0.00025999999999992696
train	linear_l2	incumbent	subckt_0126	initial	cached_random	0.0030800000000000827	__aig_and_122::observe	0.0005100000000000104	__aig_and_122::control1	0.0002500000000000835	-0.00025999999999992696	0.002829999999999999
train	linear_l2	incumbent	subckt_0126	initial	cached_stride	0.0005100000000000104	G238::observe	0.0005100000000000104	G238::observe	0.0005100000000000104	0.0	0.0
train	linear_l2	incumbent	subckt_0128	initial	cached_hard_cone	0.007429999999999937	__buf_split_1142::control1	0.007429999999999937	__buf_split_1142::observe	0.0011499999999999844	-0.006279999999999952	0.006279999999999952
train	linear_l2	incumbent	subckt_0128	initial	cached_random	0.026150000000000007	__buf_split_1241::control1	0.007429999999999937	__aig_not_1696::observe	0.0011499999999999844	-0.006279999999999952	0.025000000000000022
train	linear_l2	incumbent	subckt_0128	initial	cached_stride	0.03750999999999993	__buf_split_1262::control1	0.007429999999999937	__buf_split_1262::observe	0.0011499999999999844	-0.006279999999999952	0.03635999999999995
train	linear_l2	incumbent	subckt_0133	initial	cached_hard_cone	0.0032999999999999696	__aig_and_5::observe	0.0032999999999999696	__aig_not_3::observe	0.00045999999999990493	-0.0028400000000000647	0.0028400000000000647
train	linear_l2	incumbent	subckt_0133	initial	cached_random	0.00045999999999990493	__aig_not_44203::observe	0.00045999999999990493	__aig_not_44203::observe	0.00045999999999990493	0.0	0.0
train	linear_l2	incumbent	subckt_0133	initial	cached_stride	0.003090000000000037	__aig_and_44254::observe	0.00045999999999990493	__aig_and_41900::observe	0.00045999999999990493	0.0	0.0026300000000001322
train	linear_l2	incumbent	subckt_0136	initial	cached_hard_cone	0.0014899999999999913	__aig_and_296::control1	0.0007500000000000284	__aig_and_303::observe	0.0014899999999999913	0.0007399999999999629	0.0
train	linear_l2	incumbent	subckt_0136	initial	cached_random	0.04835999999999996	__buf_split_225::control1	0.0007500000000000284	__aig_and_354::observe	0.0014899999999999913	0.0007399999999999629	0.04686999999999997
train	linear_l2	incumbent	subckt_0136	initial	cached_stride	0.0561799999999999	__aig_and_296::control1	0.0007500000000000284	__aig_and_296::observe	0.0014899999999999913	0.0007399999999999629	0.054689999999999905
train	linear_l2	incumbent	subckt_0141	initial	cached_hard_cone	0.0044200000000000905	__aig_not_16361::observe	0.0002900000000001235	__aig_and_16334::control1	0.00014999999999998348	-0.00014000000000014	0.004270000000000107
train	linear_l2	incumbent	subckt_0141	initial	cached_random	0.008770000000000056	__buf_split_17650::control0	0.00014999999999998348	__aig_and_29912::observe	0.0002900000000001235	0.00014000000000014	0.008479999999999932
train	linear_l2	incumbent	subckt_0141	initial	cached_stride	0.0002900000000001235	__aig_and_30241::control0	0.00014999999999998348	__aig_not_31640::observe	0.0002900000000001235	0.00014000000000014	0.0
train	linear_l2	incumbent	subckt_0143	initial	cached_hard_cone	0.00790000000000013	__buf_split_89::control1	0.004030000000000089	__buf_split_89::observe	0.000300000000000078	-0.003730000000000011	0.007600000000000051
train	linear_l2	incumbent	subckt_0143	initial	cached_random	0.00790000000000013	__aig_and_95::control1	0.00014999999999998348	__aig_and_95::control1	0.00014999999999998348	0.0	0.007750000000000146
train	linear_l2	incumbent	subckt_0143	initial	cached_stride	0.00790000000000013	__aig_and_407::control1	0.00014999999999998348	__buf_split_113::control1	0.00014999999999998348	0.0	0.007750000000000146
train	linear_l2	incumbent	subckt_0146	initial	cached_hard_cone	0.0006399999999999739	__buf_split_23::control1	0.00031999999999998696	__buf_split_6::control1	0.00031999999999998696	0.0	0.00031999999999998696
train	linear_l2	incumbent	subckt_0146	initial	cached_random	0.004529999999999923	__aig_and_244::observe	0.0006399999999999739	__aig_and_244::control1	0.00031999999999998696	-0.00031999999999998696	0.004209999999999936
train	linear_l2	incumbent	subckt_0146	initial	cached_stride	0.008729999999999905	U410::control1	0.00031999999999998696	__buf_split_6::control1	0.00031999999999998696	0.0	0.008409999999999918
train	linear_l2	incumbent	subckt_0147	initial	cached_hard_cone	0.015490000000000115	__buf_split_1169::control1	4.0000000000151026e-05	__buf_split_1169::control1	4.0000000000151026e-05	0.0	0.015449999999999964
train	linear_l2	incumbent	subckt_0147	initial	cached_random	8.000000000019103e-05	new_n550474_::observe	8.000000000019103e-05	__buf_split_302149::control1	4.0000000000151026e-05	-4.0000000000040004e-05	4.0000000000040004e-05
train	linear_l2	incumbent	subckt_0147	initial	cached_stride	0.015490000000000115	new_n552090_::observe	8.000000000019103e-05	__buf_split_1169::control1	4.0000000000151026e-05	-4.0000000000040004e-05	0.015449999999999964
train	linear_l2	incumbent	subckt_0148	initial	cached_hard_cone	0.003730000000000122	__aig_and_52::observe	0.00010000000000010001	__buf_split_40::control1	0.0018900000000000583	0.0017899999999999583	0.0018400000000000638
train	linear_l2	incumbent	subckt_0148	initial	cached_random	0.003730000000000122	__aig_and_63146::observe	0.00010000000000010001	__aig_not_63101::observe	0.00010000000000010001	0.0	0.003630000000000022
train	linear_l2	incumbent	subckt_0148	initial	cached_stride	0.003730000000000122	__aig_and_56401::control1	0.0018900000000000583	__aig_and_58375::observe	0.00010000000000010001	-0.0017899999999999583	0.003630000000000022
train	linear_l2	incumbent	subckt_0155	initial	cached_hard_cone	0.00934999999999997	__buf_split_48::control1	-0.011579999999999924	G495::control1	0.00934999999999997	0.020929999999999893	0.0
train	linear_l2	incumbent	subckt_0155	initial	cached_random	0.00934999999999997	__aig_not_355::observe	0.0001100000000000545	__buf_split_313::control1	0.00934999999999997	0.009239999999999915	0.0
train	linear_l2	incumbent	subckt_0155	initial	cached_stride	0.00934999999999997	__aig_and_17::observe	0.0001100000000000545	__aig_not_741::control1	0.00934999999999997	0.009239999999999915	0.0
train	linear_l2	incumbent	subckt_0165	initial	cached_hard_cone	0.016979999999999884	new_n152504_::control1	5.999999999994898e-05	new_n152504_::control1	5.999999999994898e-05	0.0	0.016919999999999935
train	linear_l2	incumbent	subckt_0165	initial	cached_random	0.011339999999999906	new_n153897_::control1	5.999999999994898e-05	new_n153897_::control1	5.999999999994898e-05	0.0	0.011279999999999957
train	linear_l2	incumbent	subckt_0165	initial	cached_stride	0.011339999999999906	new_n154084_::observe	0.00012999999999985246	new_n154084_::control1	5.999999999994898e-05	-6.999999999990347e-05	0.011279999999999957
train	linear_l2	incumbent	subckt_0168	initial	cached_hard_cone	0.010970000000000035	__buf_split_13::control1	0.0008700000000000374	__buf_split_24::control1	0.0008700000000000374	0.0	0.010099999999999998
train	linear_l2	incumbent	subckt_0168	initial	cached_random	0.041729999999999934	new_n1834_::control1	0.0008700000000000374	__buf_split_455::control1	0.0008700000000000374	0.0	0.040859999999999896
train	linear_l2	incumbent	subckt_0168	initial	cached_stride	0.03621999999999992	__buf_split_8::control1	0.0008700000000000374	__buf_split_8::control1	0.0008700000000000374	0.0	0.03534999999999988
train	linear_l2	incumbent	subckt_0170	initial	cached_hard_cone	0.000220000000000109	425::observe	0.000220000000000109	__aig_and_27::control1	0.0001100000000000545	-0.0001100000000000545	0.0001100000000000545
train	linear_l2	incumbent	subckt_0170	initial	cached_random	0.000220000000000109	__aig_and_28::control0	0.0001100000000000545	3811::control1	0.0001100000000000545	0.0	0.0001100000000000545
train	linear_l2	incumbent	subckt_0170	initial	cached_stride	0.000220000000000109	425::observe	0.000220000000000109	__buf_split_1244::control1	0.0001100000000000545	-0.0001100000000000545	0.0001100000000000545
train	linear_l2	incumbent	subckt_0172	initial	cached_hard_cone	5.999999999994898e-05	new_n650_::observe	5.999999999994898e-05	new_n655_::control1	-0.012850000000000028	-0.012909999999999977	0.012909999999999977
train	linear_l2	incumbent	subckt_0172	initial	cached_random	5.999999999994898e-05	new_n6736_::observe	5.999999999994898e-05	new_n7321_::control1	-0.012850000000000028	-0.012909999999999977	0.012909999999999977
train	linear_l2	incumbent	subckt_0172	initial	cached_stride	5.999999999994898e-05	new_n6723_::observe	5.999999999994898e-05	new_n8070_::observe	5.999999999994898e-05	0.0	0.0
train	linear_l2	incumbent	subckt_0173	initial	cached_hard_cone	0.013319999999999999	__buf_split_5::observe	0.0019500000000000073	__buf_split_5::observe	0.0019500000000000073	0.0	0.011369999999999991
train	linear_l2	incumbent	subckt_0173	initial	cached_random	0.03801999999999983	__buf_split_85::observe	0.0019500000000000073	__buf_split_15425::control1	0.012089999999999934	0.010139999999999927	0.025929999999999898
train	linear_l2	incumbent	subckt_0173	initial	cached_stride	0.0216599999999999	new_n114696_::observe	0.0019500000000000073	new_n114696_::observe	0.0019500000000000073	0.0	0.019709999999999894
train	linear_l2	incumbent	subckt_0188	initial	cached_hard_cone	0.011220000000000008	__buf_split_15::observe	0.00020999999999993246	__buf_split_19::control1	0.011220000000000008	0.011010000000000075	0.0
train	linear_l2	incumbent	subckt_0188	initial	cached_random	0.011220000000000008	new_n4022_::control1	0.011220000000000008	__buf_split_182::control1	0.011220000000000008	0.0	0.0
